Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Oliver Baumann,de GER,GK,32-308,26,26,2340,26.0,46,1.77,126,81,64.3,7,4,15,4,15.4,2,1,0,1,0.0,Matches
Squad Total,,,27.3,26,26,2340,26.0,46,1.77,126,81,64.3,7,4,15,4,15.4,2,1,0,1,0.0,
Opponent Total,,,27.3,26,26,2340,26.0,35,1.35,115,79,73.0,15,4,7,6,23.1,6,4,1,1,20.0,
