Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Oliver Baumann,de GER,GK,32-290,25.0,848,1065,79.6,21269,14732,206,206,100.0,408,412,99.0,225,434,51.8,0,0.0,0.0,0.0,1,13,0,0,1,Matches
Christoph Baumgartner,at AUT,"MF,FW",23-230,21.2,478,718,66.6,7275,2213,259,348,74.4,153,209,73.2,37,66,56.1,3,3.9,3.8,-0.9,20,53,26,4,80,Matches
Ozan Kabak,tr TUR,DF,22-359,20.5,891,1072,83.1,16700,5124,331,372,89.0,476,534,89.1,76,126,60.3,2,1.3,1.0,0.7,4,52,2,0,60,Matches
Angeliño,es ESP,DF,26-074,21.0,747,1133,65.9,14138,5479,314,369,85.1,320,458,69.9,103,237,43.5,5,5.0,5.5,0.0,42,54,40,21,78,Matches
Dennis Geiger,de GER,MF,24-282,15.9,523,641,81.6,9550,3262,216,238,90.8,227,260,87.3,61,99,61.6,2,2.0,2.1,0.0,30,54,11,0,81,Matches
Kevin Vogt,de GER,DF,31-177,17.2,953,1083,88.0,20380,9171,251,275,91.3,540,577,93.6,152,209,72.7,0,0.2,0.6,-0.2,3,76,9,1,91,Matches
Andrej Kramarić,hr CRO,"MF,FW",31-273,18.0,543,687,79.0,8285,1691,306,349,87.7,169,212,79.7,41,61,67.2,3,1.8,2.1,1.2,26,60,19,3,71,Matches
Robert Skov,dk DEN,DF,26-303,13.7,474,672,70.5,8557,2994,211,248,85.1,204,279,73.1,50,106,47.2,2,1.8,2.3,0.2,21,31,21,9,44,Matches
Kevin Akpoguma,ng NGA,DF,27-334,15.3,578,741,78.0,10870,4106,188,222,84.7,324,366,88.5,56,121,46.3,0,0.5,0.8,-0.5,5,63,8,3,70,Matches
Grischa Prömel,de GER,MF,28-069,11.9,273,347,78.7,4286,961,148,172,86.0,99,116,85.3,18,33,54.5,1,1.1,0.7,-0.1,8,19,3,1,27,Matches
Pavel Kadeřábek,cz CZE,DF,30-328,13.7,459,659,69.7,7386,3126,230,282,81.6,198,269,73.6,23,73,31.5,0,1.0,2.7,-1.0,12,27,21,16,41,Matches
Stanley N'Soki,fr FRA,DF,23-344,12.1,559,683,81.8,10314,4320,225,256,87.9,262,300,87.3,60,106,56.6,0,0.3,0.4,-0.3,3,55,3,0,57,Matches
Georginio Rutter,fr FRA,FW,20-333,11.2,95,158,60.1,1518,455,50,74,67.6,30,51,58.8,10,12,83.3,2,2.3,3.2,-0.3,10,11,9,0,25,Matches
Ihlas Bebou,tg TOG,FW,28-330,7.1,89,144,61.8,1105,217,55,74,74.3,21,36,58.3,3,9,33.3,0,0.3,0.4,-0.3,7,5,2,0,8,Matches
John Brooks,us USA,DF,30-050,6.0,265,338,78.4,5333,2066,95,103,92.2,131,155,84.5,36,65,55.4,0,0.0,0.0,0.0,0,9,1,0,16,Matches
Moanes Dabbur,il ISR,FW,30-309,7.3,150,207,72.5,1844,592,94,121,77.7,37,49,75.5,5,10,50.0,1,0.9,1.1,0.1,11,14,7,0,29,Matches
Angelo Stiller,de GER,MF,21-349,6.6,227,304,74.7,3524,955,129,155,83.2,72,89,80.9,17,28,60.7,1,0.5,0.5,0.5,3,17,5,0,29,Matches
Sebastian Rudy,de GER,MF,33-019,6.0,219,297,73.7,4050,1415,92,108,85.2,87,108,80.6,32,57,56.1,1,0.4,1.0,0.6,7,23,5,3,29,Matches
Kasper Dolberg,dk DEN,"FW,MF",25-164,3.8,44,63,69.8,526,80,27,34,79.4,10,16,62.5,1,1,100.0,0,0.4,0.2,-0.4,4,2,2,0,4,Matches
Thomas Delaney,dk DEN,MF,31-197,3.2,108,159,67.9,2002,817,45,56,80.4,50,62,80.6,12,31,38.7,0,0.0,0.1,0.0,1,8,0,0,13,Matches
Jacob Bruun Larsen,dk DEN,FW,24-181,3.3,56,77,72.7,738,134,37,46,80.4,15,18,83.3,1,5,20.0,0,0.3,0.4,-0.3,5,5,2,0,4,Matches
Tom Bischof,de GER,"MF,FW",17-264,2.9,68,91,74.7,1044,313,36,45,80.0,20,25,80.0,7,11,63.6,0,0.7,0.8,-0.7,5,6,3,1,11,Matches
Umut Tohumcu,de GER,MF,18-220,2.6,47,61,77.0,821,242,21,25,84.0,20,21,95.2,4,8,50.0,0,0.0,0.0,0.0,1,8,0,0,7,Matches
Muhammed Damar,de GER,MF,18-344,1.8,52,65,80.0,686,179,30,34,88.2,19,21,90.5,0,2,0.0,0,0.2,0.1,-0.2,3,5,1,0,9,Matches
Finn Ole Becker,de GER,MF,22-284,1.4,34,45,75.6,528,129,14,17,82.4,13,16,81.3,3,4,75.0,0,0.2,0.2,-0.2,2,4,3,0,5,Matches
Eduardo Simões,pt POR,DF,21-017,1.0,60,68,88.2,1119,317,21,24,87.5,36,39,92.3,3,5,60.0,0,0.0,0.0,0.0,0,5,1,0,10,Matches
Diadie Samassékou,ml MLI,"MF,FW",27-067,0.4,17,20,85.0,252,66,6,7,85.7,10,11,90.9,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Stefan Posch,at AUT,DF,25-309,0.2,8,12,66.7,163,27,1,3,33.3,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Ermin Bičakčić,ba BIH,DF,33-054,1.9,59,84,70.2,1258,588,16,19,84.2,34,45,75.6,9,18,50.0,0,0.0,0.0,0.0,0,5,1,0,6,Matches
Fisnik Asllani,xk KVX,FW,20-223,1.6,32,54,59.3,326,48,24,38,63.2,4,6,66.7,0,0,,0,0.2,0.1,-0.2,3,1,0,0,0,Matches
Joshua Quarshie,de GER,MF,18-236,0.0,0,2,0.0,0,0,0,0,,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.2,25.0,8956,11750,76.2,165847,65819,3678,4320,85.1,3995,4768,83.8,1046,1940,53.9,23,25.2,30.4,-2.2,237,687,205,62,907,
Opponent Total,,,27.2,25.0,8955,11761,76.1,162701,65952,3945,4589,86.0,3753,4530,82.8,1027,1922,53.4,36,30.4,28.6,5.6,256,641,210,62,915,
