Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Oliver Baumann,de GER,GK,32-308,26.0,1098,867,228,61,0,6,0,0,0,0,0,0,864,3,1,Matches
Christoph Baumgartner,at AUT,"MF,FW",23-248,22.0,733,677,50,7,3,7,24,29,1,0,0,0,487,6,38,Matches
Angeliño,es ESP,DF,26-092,21.9,1178,890,274,24,1,11,141,212,38,13,20,0,784,14,31,Matches
Ozan Kabak,tr TUR,DF,23-012,20.7,1076,1035,35,22,0,11,6,3,0,0,0,0,893,6,15,Matches
Dennis Geiger,de GER,MF,24-300,16.9,689,598,88,38,1,4,41,3,36,7,20,1,562,3,15,Matches
Kevin Vogt,de GER,DF,31-195,18.2,1127,1055,68,50,0,11,3,1,0,0,0,0,979,4,1,Matches
Andrej Kramarić,hr CRO,"MF,FW",31-291,19.0,726,674,47,2,0,10,31,15,6,1,1,0,571,5,19,Matches
Robert Skov,dk DEN,DF,26-321,13.7,671,487,184,17,1,7,69,139,28,9,10,1,473,0,21,Matches
Kevin Akpoguma,ng NGA,DF,27-352,16.2,780,735,45,20,1,11,8,25,0,0,0,0,607,0,15,Matches
Pavel Kadeřábek,cz CZE,DF,30-346,14.7,711,537,172,7,0,0,57,165,0,0,0,0,495,2,20,Matches
Grischa Prömel,de GER,MF,28-087,11.9,347,331,12,6,0,0,4,3,0,0,0,0,273,4,9,Matches
Stanley N'Soki,fr FRA,DF,23-362,12.2,687,659,28,14,1,8,0,14,0,0,0,0,564,0,6,Matches
Georginio Rutter,fr FRA,FW,20-351,11.2,158,157,1,0,1,2,11,0,0,0,0,0,95,0,12,Matches
Ihlas Bebou,tg TOG,FW,28-348,8.1,171,156,13,0,0,1,6,5,0,0,0,0,110,2,6,Matches
John Brooks,us USA,DF,30-068,7.0,384,359,23,19,0,3,0,0,0,0,0,0,300,2,6,Matches
Moanes Dabbur,il ISR,FW,30-327,7.3,207,200,6,0,0,1,4,1,0,0,0,0,150,1,6,Matches
Angelo Stiller,de GER,MF,22-002,6.8,309,301,6,3,2,3,5,3,0,0,0,0,232,2,11,Matches
Sebastian Rudy,de GER,MF,33-037,6.0,297,260,36,13,0,0,29,0,23,4,10,2,219,1,4,Matches
Kasper Dolberg,dk DEN,"FW,MF",25-182,3.8,63,58,3,0,0,0,1,2,0,0,0,0,44,2,1,Matches
Thomas Delaney,dk DEN,MF,31-215,3.3,162,156,6,6,0,2,3,0,0,0,0,0,110,0,6,Matches
Jacob Bruun Larsen,dk DEN,FW,24-199,3.3,77,70,6,1,0,0,4,0,0,0,0,0,56,1,3,Matches
Tom Bischof,de GER,"MF,FW",17-282,2.9,91,86,5,2,1,0,6,1,2,2,0,0,68,0,4,Matches
Umut Tohumcu,de GER,MF,18-238,2.6,61,60,1,0,0,0,0,1,0,0,0,0,47,0,2,Matches
Finn Ole Becker,de GER,MF,22-302,2.2,73,70,2,1,0,0,1,1,0,0,0,0,58,1,1,Matches
Muhammed Damar,de GER,MF,18-362,1.8,65,63,1,0,0,0,2,1,0,0,0,0,52,1,2,Matches
Eduardo Simões,pt POR,DF,21-035,1.0,68,67,1,0,0,0,0,1,0,0,0,0,60,0,0,Matches
Diadie Samassékou,ml MLI,"MF,FW",27-085,0.4,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0,Matches
Stefan Posch,at AUT,DF,25-327,0.2,12,10,2,2,0,0,0,0,0,0,0,0,8,0,1,Matches
Ermin Bičakčić,ba BIH,DF,33-072,1.9,84,79,5,2,0,1,1,2,0,0,0,0,59,0,1,Matches
Fisnik Asllani,xk KVX,FW,20-241,1.9,63,62,1,0,0,0,3,0,0,0,0,0,37,0,4,Matches
Joshua Quarshie,de GER,MF,18-254,0.0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.3,26.0,12190,10781,1349,317,12,99,461,627,134,36,61,4,9274,60,261,
Opponent Total,,,27.3,26.0,12344,10930,1359,409,31,71,451,565,126,50,54,0,9405,55,280,
