Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Oliver Baumann,de GER,GK,32-308,26,2340.0,90.0,100.0,26.0,26,90.0,26,0,,0,0.96,35.0,46.0,-11.0,-0.42,,37.6,37.8,-0.2,-0.01,,Matches
Christoph Baumgartner,at AUT,"MF,FW",23-248,25,1976.0,79.0,84.4,22.0,25,79.0,12,0,,0,1.0,31.0,41.0,-10.0,-0.46,-0.21,33.6,33.5,0.1,0.01,0.1,Matches
Angeliño,es ESP,DF,26-092,25,1971.0,79.0,84.2,21.9,22,88.0,18,3,13.0,0,1.0,27.0,42.0,-15.0,-0.68,-1.66,29.9,33.6,-3.7,-0.17,-1.01,Matches
Ozan Kabak,tr TUR,DF,23-012,23,1865.0,81.0,79.7,20.7,22,84.0,17,1,16.0,0,0.91,25.0,34.0,-9.0,-0.43,-0.06,28.7,30.3,-1.6,-0.08,-0.33,Matches
Dennis Geiger,de GER,MF,24-300,21,1519.0,72.0,64.9,16.9,21,72.0,5,0,,0,1.14,24.0,30.0,-6.0,-0.36,0.19,25.3,26.0,-0.7,-0.04,-0.09,Matches
Kevin Vogt,de GER,DF,31-195,20,1640.0,82.0,70.1,18.2,20,82.0,15,0,,0,1.25,27.0,24.0,3.0,0.16,1.96,28.5,24.2,4.3,0.23,0.81,Matches
Andrej Kramarić,hr CRO,"MF,FW",31-291,24,1706.0,71.0,72.9,19.0,18,82.0,9,6,39.0,1,0.92,27.0,34.0,-7.0,-0.37,0.2,27.4,26.8,0.7,0.03,0.16,Matches
Robert Skov,dk DEN,DF,26-321,19,1229.0,65.0,52.5,13.7,16,72.0,4,3,26.0,0,1.11,23.0,19.0,4.0,0.29,1.51,21.9,19.2,2.6,0.19,0.42,Matches
Kevin Akpoguma,ng NGA,DF,27-352,22,1455.0,66.0,62.2,16.2,15,80.0,10,7,35.0,3,1.0,16.0,22.0,-6.0,-0.37,0.14,20.9,22.9,-2.1,-0.13,-0.31,Matches
Pavel Kadeřábek,cz CZE,DF,30-346,22,1327.0,60.0,56.7,14.7,13,81.0,9,9,30.0,2,0.95,18.0,21.0,-3.0,-0.2,0.51,21.5,17.0,4.5,0.31,0.73,Matches
Grischa Prömel,de GER,MF,28-087,13,1071.0,82.0,45.8,11.9,13,82.0,10,0,,0,1.38,18.0,14.0,4.0,0.34,1.4,19.5,15.6,4.0,0.33,0.63,Matches
Stanley N'Soki,fr FRA,DF,23-362,15,1102.0,73.0,47.1,12.2,12,82.0,9,3,41.0,3,1.0,21.0,32.0,-11.0,-0.9,-0.9,19.2,21.1,-1.9,-0.16,-0.28,Matches
Georginio Rutter,fr FRA,FW,20-351,15,1009.0,67.0,43.1,11.2,11,83.0,4,4,25.0,0,1.2,17.0,15.0,2.0,0.18,1.06,16.4,16.1,0.3,0.03,0.07,Matches
Ihlas Bebou,tg TOG,FW,28-348,11,726.0,66.0,31.0,8.1,9,72.0,2,2,39.0,0,0.64,9.0,14.0,-5.0,-0.62,-0.29,9.7,12.1,-2.4,-0.3,-0.42,Matches
John Brooks,us USA,DF,30-068,7,630.0,90.0,26.9,7.0,7,90.0,7,0,,2,0.86,10.0,17.0,-7.0,-1.0,-0.79,9.0,9.9,-0.9,-0.13,-0.17,Matches
Moanes Dabbur,il ISR,FW,30-327,16,661.0,41.0,28.2,7.3,5,77.0,1,11,25.0,5,1.31,14.0,12.0,2.0,0.27,0.97,12.5,8.5,4.0,0.55,0.78,Matches
