Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Alexander Nübel,de GER,GK,26-170,27,27,2430,27.0,37,1.37,134,99,75.4,15,6,6,7,25.9,4,4,0,0,0.0,Matches
Squad Total,,,25.4,27,27,2430,27.0,37,1.37,134,99,75.4,15,6,6,7,25.9,4,4,0,0,0.0,
Opponent Total,,,27.0,27,27,2430,27.0,55,2.04,148,91,65.5,6,6,15,2,7.4,7,4,3,0,42.9,
