Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Alexander Nübel,de GER,GK,26-188,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Axel Disasi,fr FRA,DF,25-026,28.0,2,15,3,20.0,0.54,0.11,0.13,0.67,14.9,0,0,1,2.8,2.0,0.13,-0.8,0.0,Matches
Youssouf Fofana,fr FRA,MF,24-086,26.3,2,31,7,22.6,1.18,0.27,0.06,0.29,22.4,1,0,0,2.2,2.2,0.07,-0.2,-0.2,Matches
Caio Henrique Oliveira Silva,br BRA,DF,25-249,24.1,1,10,6,60.0,0.41,0.25,0.1,0.17,21.1,2,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Aleksandr Golovin,ru RUS,"MF,FW",26-311,21.8,6,42,20,47.6,1.92,0.92,0.14,0.3,19.2,2,0,0,4.3,4.3,0.1,1.7,1.7,Matches
Wissam Ben Yedder,fr FRA,FW,32-237,17.2,17,49,28,57.1,2.85,1.63,0.27,0.46,14.0,1,4,5,13.8,9.8,0.2,3.2,3.2,Matches
Breel Embolo,ch SUI,FW,26-051,19.5,12,36,17,47.2,1.84,0.87,0.33,0.71,11.0,0,0,1,8.1,7.2,0.2,3.9,4.8,Matches
Guillermo Maripán,cl CHI,DF,28-335,18.5,3,15,5,33.3,0.81,0.27,0.2,0.6,10.7,0,0,0,1.5,1.5,0.1,1.5,1.5,Matches
Mohamed Camara,ml MLI,MF,23-090,18.4,0,20,5,25.0,1.09,0.27,0.0,0.0,28.9,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Krépin Diatta,sn SEN,"MF,FW",24-040,18.4,3,33,14,42.4,1.8,0.76,0.09,0.21,15.1,0,0,0,3.7,3.7,0.11,-0.7,-0.7,Matches
Vanderson,br BRA,"DF,MF",21-289,16.9,1,20,6,30.0,1.18,0.36,0.05,0.17,20.0,0,0,0,2.0,2.0,0.1,-1.0,-1.0,Matches
Ruben Aguilar,fr FRA,DF,29-345,10.1,0,3,2,66.7,0.3,0.2,0.0,0.0,14.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Eliesse Ben Seghir,fr FRA,"FW,MF",18-049,8.2,4,18,6,33.3,2.2,0.73,0.22,0.67,18.7,0,0,0,1.7,1.7,0.1,2.3,2.3,Matches
Benoît Badiashile,fr FRA,DF,22-011,9.3,2,5,3,60.0,0.54,0.32,0.4,0.67,16.0,0,0,0,0.6,0.6,0.13,1.4,1.4,Matches
Eliot Matazo,be BEL,"MF,FW",21-050,9.1,0,3,2,66.7,0.33,0.22,0.0,0.0,28.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Malang Sarr,fr FRA,DF,24-073,8.0,0,1,0,0.0,0.13,0.0,0.0,,12.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Takumi Minamino,jp JPN,"MF,FW",28-080,5.6,1,13,6,46.2,2.3,1.06,0.08,0.17,16.1,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
Ismail Jakobs,sn SEN,"DF,MF",23-232,7.6,0,10,4,40.0,1.32,0.53,0.0,0.0,15.0,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Kevin Volland,de GER,"FW,MF",30-250,4.3,2,11,6,54.5,2.54,1.39,0.18,0.33,15.3,0,0,0,1.3,1.3,0.12,0.7,0.7,Matches
Maghnes Akliouche,fr FRA,"MF,FW",21-040,3.4,0,1,1,100.0,0.29,0.29,0.0,0.0,8.4,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
Gelson Martins,pt POR,"MF,FW",27-330,3.8,0,12,3,25.0,3.13,0.78,0.0,0.0,15.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Jean Lucas,br BRA,MF,24-288,3.2,0,5,3,60.0,1.55,0.93,0.0,0.0,18.3,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Chrislain Matsima,fr FRA,DF,20-326,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Myron Boadu,nl NED,FW,22-082,1.5,2,2,2,100.0,1.36,1.36,1.0,1.0,6.2,0,0,0,0.8,0.8,0.4,1.2,1.2,Matches
Sofiane Diop,fr FRA,MF,22-301,0.7,1,2,1,50.0,2.77,1.38,0.5,1.0,10.5,0,0,0,1.0,1.0,0.5,0.0,0.0,Matches
Edan Diop,fr FRA,DF,18-221,1.2,1,2,1,50.0,1.71,0.86,0.5,1.0,18.2,0,0,0,0.4,0.4,0.22,0.6,0.6,Matches
Soungoutou Magassa,ml MLI,MF,19-180,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.4,29.0,60,359,151,42.1,12.38,5.21,0.16,0.37,17.0,8,4,7,48.9,43.3,0.12,11.1,12.7,
Opponent Total,,,27.1,29.0,37,375,137,36.5,12.93,4.72,0.09,0.24,18.1,9,4,4,39.0,36.2,0.1,-2.0,-3.2,
