Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Alexander Nübel,de GER,GK,26-170,27.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,5,3,Matches
Axel Disasi,fr FRA,DF,25-008,26.0,26,17,11,11,4,14,23,60.9,9,39,23,16,45,71,84,1,Matches
Youssouf Fofana,fr FRA,MF,24-068,24.4,64,31,26,33,5,31,59,52.5,28,33,3,30,31,95,26,0,Matches
Caio Henrique Oliveira Silva,br BRA,DF,25-231,22.5,53,38,30,20,3,32,54,59.3,22,21,7,14,15,68,45,1,Matches
Aleksandr Golovin,ru RUS,"MF,FW",26-293,20.9,48,27,13,26,9,21,55,38.2,34,23,0,23,28,76,10,0,Matches
Wissam Ben Yedder,fr FRA,FW,32-219,15.5,9,5,2,1,6,2,9,22.2,7,13,0,13,4,13,0,0,Matches
Breel Embolo,ch SUI,FW,26-033,18.5,14,8,2,6,6,5,9,55.6,4,13,3,10,5,19,12,0,Matches
Krépin Diatta,sn SEN,"MF,FW",24-022,18.1,21,14,3,11,7,10,22,45.5,12,24,1,23,13,34,8,0,Matches
Guillermo Maripán,cl CHI,DF,28-317,16.5,32,19,18,14,0,10,23,43.5,13,25,17,8,27,59,50,0,Matches
Mohamed Camara,ml MLI,MF,23-072,16.4,57,34,24,30,3,30,53,56.6,23,35,4,31,18,75,10,0,Matches
Vanderson,br BRA,DF,21-271,14.9,49,27,19,22,8,27,42,64.3,15,27,5,22,34,83,22,1,Matches
Benoît Badiashile,fr FRA,DF,21-358,9.3,10,8,6,4,0,5,10,50.0,5,9,6,3,17,27,40,1,Matches
Eliot Matazo,be BEL,MF,21-032,9.0,13,5,5,8,0,5,13,38.5,8,10,3,7,10,23,10,1,Matches
Ruben Aguilar,fr FRA,DF,29-327,8.6,15,6,7,3,5,6,15,40.0,9,5,0,5,13,28,22,0,Matches
Malang Sarr,fr FRA,DF,24-055,8.0,6,3,5,1,0,1,5,20.0,4,11,7,4,15,21,29,2,Matches
Eliesse Ben Seghir,fr FRA,"FW,MF",18-031,6.8,14,9,4,9,1,3,8,37.5,5,9,0,9,2,16,0,0,Matches
Takumi Minamino,jp JPN,"MF,FW",28-062,5.5,11,5,3,5,3,6,24,25.0,18,14,0,14,5,16,3,0,Matches
Ismail Jakobs,sn SEN,"DF,MF",23-214,7.2,5,2,3,2,0,2,6,33.3,4,4,1,3,4,9,7,0,Matches
Kevin Volland,de GER,"MF,FW",30-232,3.9,7,3,0,5,2,1,3,33.3,2,2,0,2,2,9,0,0,Matches
Maghnes Akliouche,fr FRA,"MF,FW",21-022,3.4,6,3,3,3,0,1,5,20.0,4,2,0,2,3,9,2,0,Matches
Gelson Martins,pt POR,"MF,FW",27-312,3.8,15,8,6,4,5,4,13,30.8,9,4,1,3,3,18,2,0,Matches
Jean Lucas,br BRA,MF,24-270,3.2,9,5,3,5,1,6,12,50.0,6,2,1,1,4,13,2,0,Matches
Chrislain Matsima,fr FRA,DF,20-308,1.4,3,2,1,1,1,1,2,50.0,1,1,1,0,1,4,3,0,Matches
Myron Boadu,nl NED,FW,22-064,1.5,1,1,0,0,1,0,4,0.0,4,0,0,0,0,1,1,0,Matches
Sofiane Diop,fr FRA,MF,22-283,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Soungoutou Magassa,ml MLI,MF,19-162,0.8,3,1,2,1,0,1,2,50.0,1,2,0,2,1,4,1,0,Matches
Edan Diop,fr FRA,DF,18-203,0.7,3,1,0,1,2,2,2,100.0,0,3,0,3,1,4,0,0,Matches
Squad Total,,,25.4,27.0,494,282,196,226,72,226,474,47.7,248,331,83,248,303,797,394,10,
Opponent Total,,,27.0,27.0,465,258,215,195,55,214,440,48.6,226,284,67,217,309,774,476,9,
