Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Alexander Nübel,de GER,GK,26-188,29.0,888,620,268,69,1,2,0,0,0,0,0,0,670,0,0,Matches
Axel Disasi,fr FRA,DF,25-026,28.0,1528,1464,61,40,2,21,12,21,0,0,0,0,1267,3,13,Matches
Youssouf Fofana,fr FRA,MF,24-086,26.3,1365,1321,35,23,8,11,6,1,0,0,0,0,1115,9,20,Matches
Caio Henrique Oliveira Silva,br BRA,DF,25-249,24.1,1512,1191,316,68,1,5,118,197,51,31,15,0,1139,5,32,Matches
Aleksandr Golovin,ru RUS,"MF,FW",26-311,21.8,868,782,83,22,7,7,85,12,49,17,26,1,611,3,27,Matches
Wissam Ben Yedder,fr FRA,FW,32-237,17.2,448,418,29,0,1,1,14,0,0,0,0,0,334,1,14,Matches
Breel Embolo,ch SUI,FW,26-051,19.5,416,394,14,1,3,3,1,1,0,0,0,0,284,8,20,Matches
Guillermo Maripán,cl CHI,DF,28-335,18.5,900,866,33,28,0,6,0,0,0,0,0,0,785,1,8,Matches
Mohamed Camara,ml MLI,MF,23-090,18.4,989,955,29,25,3,18,3,4,0,0,0,0,856,5,13,Matches
Krépin Diatta,sn SEN,"MF,FW",24-040,18.4,616,603,9,1,0,2,46,8,0,0,0,0,462,4,19,Matches
Vanderson,br BRA,"DF,MF",21-289,16.9,991,844,141,13,1,11,65,125,3,0,3,0,767,6,21,Matches
Ruben Aguilar,fr FRA,DF,29-345,10.1,648,538,109,12,0,2,26,97,0,0,0,0,529,1,13,Matches
Eliesse Ben Seghir,fr FRA,"FW,MF",18-049,8.2,285,269,16,1,3,3,6,1,2,2,0,0,222,0,10,Matches
Benoît Badiashile,fr FRA,DF,22-011,9.3,468,455,13,13,0,5,0,0,0,0,0,0,403,0,2,Matches
Eliot Matazo,be BEL,"MF,FW",21-050,9.1,353,346,6,5,0,5,0,0,0,0,0,0,294,1,4,Matches
Malang Sarr,fr FRA,DF,24-073,8.0,517,503,13,9,0,10,1,3,0,0,0,0,460,1,5,Matches
Takumi Minamino,jp JPN,"MF,FW",28-080,5.6,179,160,18,5,0,2,28,2,10,9,1,0,117,1,7,Matches
Ismail Jakobs,sn SEN,"DF,MF",23-232,7.6,465,393,67,12,0,1,40,52,3,1,0,0,310,5,14,Matches
Kevin Volland,de GER,"FW,MF",30-250,4.3,130,128,1,0,1,0,2,0,0,0,0,0,82,1,7,Matches
Maghnes Akliouche,fr FRA,"MF,FW",21-040,3.4,131,125,5,1,0,0,10,3,1,1,0,0,99,1,5,Matches
Gelson Martins,pt POR,"MF,FW",27-330,3.8,155,154,1,0,0,0,5,1,0,0,0,0,121,0,6,Matches
Jean Lucas,br BRA,MF,24-288,3.2,154,152,1,1,1,2,1,0,0,0,0,0,134,1,1,Matches
Chrislain Matsima,fr FRA,DF,20-326,1.4,118,98,18,3,0,0,2,15,0,0,0,0,101,2,0,Matches
Myron Boadu,nl NED,FW,22-082,1.5,35,34,1,0,0,0,1,0,0,0,0,0,22,0,1,Matches
Sofiane Diop,fr FRA,MF,22-301,0.7,33,26,7,1,0,0,7,0,6,4,2,0,20,0,1,Matches
Edan Diop,fr FRA,DF,18-221,1.2,73,68,3,1,1,0,5,2,0,0,0,0,52,2,3,Matches
Soungoutou Magassa,ml MLI,MF,19-180,0.8,27,25,1,1,0,0,0,0,0,0,0,0,22,1,0,Matches
Squad Total,,,25.4,29.0,14292,12932,1298,355,33,117,484,545,125,65,47,1,11278,62,266,
Opponent Total,,,27.1,29.0,14966,13633,1290,416,44,87,439,460,117,38,41,0,12095,43,290,
