Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Alexander Nübel,de GER,GK,26-188,29,2610.0,90.0,100.0,29.0,29,90.0,29,0,,0,1.97,61.0,40.0,21.0,0.72,,48.9,39.0,9.9,0.34,,Matches
Axel Disasi,fr FRA,DF,25-026,29,2520.0,87.0,96.6,28.0,28,89.0,27,1,20.0,0,1.97,58.0,38.0,20.0,0.71,-0.29,46.8,37.8,9.0,0.32,-0.61,Matches
Youssouf Fofana,fr FRA,MF,24-086,28,2366.0,85.0,90.7,26.3,27,86.0,24,1,45.0,0,2.04,58.0,32.0,26.0,0.99,2.83,44.6,32.1,12.5,0.47,1.41,Matches
Caio Henrique Oliveira Silva,br BRA,DF,25-249,26,2172.0,84.0,83.2,24.1,24,87.0,20,2,41.0,1,1.96,51.0,28.0,23.0,0.95,1.36,40.4,31.1,9.3,0.39,0.26,Matches
Aleksandr Golovin,ru RUS,"MF,FW",26-311,27,1966.0,73.0,75.3,21.8,22,80.0,7,5,41.0,0,1.89,47.0,28.0,19.0,0.87,0.59,36.9,26.3,10.6,0.49,0.59,Matches
Wissam Ben Yedder,fr FRA,FW,32-237,25,1547.0,62.0,59.3,17.2,21,69.0,6,4,23.0,4,1.8,41.0,23.0,18.0,1.05,0.79,29.3,22.1,7.1,0.41,0.18,Matches
Breel Embolo,ch SUI,FW,26-051,28,1757.0,63.0,67.3,19.5,19,80.0,11,9,27.0,0,1.93,38.0,29.0,9.0,0.46,-0.81,31.0,27.4,3.6,0.18,-0.48,Matches
Guillermo Maripán,cl CHI,DF,28-335,20,1665.0,83.0,63.8,18.5,19,86.0,17,1,25.0,4,2.2,42.0,21.0,21.0,1.14,1.14,32.9,23.8,9.1,0.49,0.41,Matches
Mohamed Camara,ml MLI,MF,23-090,21,1653.0,79.0,63.3,18.4,19,82.0,14,2,45.0,1,2.14,44.0,26.0,18.0,0.98,0.7,30.6,23.8,6.8,0.37,0.08,Matches
Krépin Diatta,sn SEN,"MF,FW",24-040,24,1654.0,69.0,63.4,18.4,18,81.0,7,6,34.0,2,1.83,37.0,24.0,13.0,0.71,-0.05,32.8,22.6,10.3,0.56,0.59,Matches
