Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
2,Lens,14,12,1,1,29,10,19,37,2.64,26.0,12.2,13.9,0.99,15,5,8,2,19,11,8,23,1.53,25.4,19.4,6.0,0.4
3,Marseille,15,7,4,4,26,19,7,25,1.67,27.1,17.6,9.5,0.63,14,11,2,1,28,10,18,35,2.5,21.8,18.6,3.3,0.23
4,Monaco,14,7,2,5,29,23,6,23,1.64,24.4,21.2,3.2,0.23,14,9,4,1,28,14,14,31,2.21,23.1,16.3,6.8,0.49
5,Rennes,15,11,0,4,30,12,18,33,2.2,22.9,15.0,7.9,0.53,14,4,5,5,17,18,-1,17,1.21,21.7,21.6,0.1,0.0
6,Lille,14,8,4,2,28,21,7,28,2.0,27.5,14.7,12.8,0.92,14,6,3,5,23,15,8,21,1.5,23.9,17.5,6.4,0.46
