Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Alexander Nübel,de GER,GK,26-185,28.0,896,756,891,5,0,0,896,0,0,,0,,637,3164,1912,0,0,0,1,0,365,0,Matches
Axel Disasi,fr FRA,DF,25-023,27.0,1728,173,612,1027,112,32,1727,13,8,61.5,5,38.5,1248,8728,5267,50,34,4,12,11,1120,13,Matches
Youssouf Fofana,fr FRA,MF,24-083,25.4,1603,47,267,1013,343,27,1603,71,35,49.3,31,43.7,1213,6827,3321,58,61,6,40,36,1081,57,Matches
Caio Henrique Oliveira Silva,br BRA,DF,25-246,23.5,1648,75,440,777,452,29,1648,27,16,59.3,7,25.9,1051,6167,3116,42,34,7,21,8,932,111,Matches
Aleksandr Golovin,ru RUS,"MF,FW",26-308,20.9,1067,16,143,435,517,67,1067,43,22,51.2,13,30.2,748,5075,2519,69,44,20,38,25,676,162,Matches
Wissam Ben Yedder,fr FRA,FW,32-234,16.3,561,0,18,220,328,111,556,40,20,50.0,18,45.0,434,2407,989,39,27,22,26,23,427,145,Matches
Breel Embolo,ch SUI,FW,26-048,19.5,658,20,39,286,344,87,657,69,30,43.5,34,49.3,486,2627,835,19,26,11,63,42,516,143,Matches
Krépin Diatta,sn SEN,"MF,FW",24-037,18.4,806,9,68,294,452,69,806,49,24,49.0,15,30.6,611,3739,1629,66,40,22,38,15,592,180,Matches
Guillermo Maripán,cl CHI,DF,28-332,17.5,1044,112,465,560,27,20,1044,6,1,16.7,4,66.7,744,3508,1672,3,4,0,7,4,660,0,Matches
Mohamed Camara,ml MLI,MF,23-087,17.4,1158,32,241,765,168,6,1158,38,17,44.7,12,31.6,907,4651,2102,22,19,1,26,19,824,12,Matches
Vanderson,br BRA,"DF,MF",21-286,15.9,1148,36,239,542,373,35,1148,48,17,35.4,24,50.0,755,4254,1920,34,25,5,22,15,666,118,Matches
Ruben Aguilar,fr FRA,DF,29-342,9.6,701,33,162,329,211,20,701,9,4,44.4,4,44.4,459,2327,994,19,13,2,12,3,411,51,Matches
Benoît Badiashile,fr FRA,DF,22-008,9.3,568,82,240,324,13,7,568,1,0,0.0,1,100.0,402,2118,1114,3,3,1,3,0,349,0,Matches
Eliot Matazo,be BEL,MF,21-047,9.0,415,21,84,289,46,0,415,11,2,18.2,7,63.6,302,1574,617,3,8,0,4,8,264,6,Matches
Eliesse Ben Seghir,fr FRA,"FW,MF",18-046,7.6,371,0,25,173,182,30,371,25,11,44.0,9,36.0,285,1866,757,24,20,7,27,16,270,64,Matches
Malang Sarr,fr FRA,DF,24-070,8.0,590,54,210,366,17,1,590,4,2,50.0,2,50.0,457,2591,1656,5,7,2,4,2,410,2,Matches
Takumi Minamino,jp JPN,"MF,FW",28-077,5.6,276,7,31,109,141,31,276,11,5,45.5,6,54.5,181,1056,463,19,8,8,25,9,169,46,Matches
Ismail Jakobs,sn SEN,"DF,MF",23-229,7.2,489,12,76,227,192,28,489,6,2,33.3,3,50.0,328,2079,974,29,23,7,9,4,333,72,Matches
Kevin Volland,de GER,"MF,FW",30-247,3.9,157,2,8,79,71,23,157,2,1,50.0,1,50.0,127,531,142,4,3,3,9,1,127,34,Matches
Maghnes Akliouche,fr FRA,"MF,FW",21-037,3.4,163,4,21,69,75,10,163,7,2,28.6,5,71.4,129,678,281,5,3,1,6,6,121,26,Matches
Gelson Martins,pt POR,"MF,FW",27-327,3.8,218,3,30,74,118,22,218,13,4,30.8,8,61.5,168,1050,529,15,9,6,10,7,154,47,Matches
Jean Lucas,br BRA,MF,24-285,3.2,191,8,29,136,32,5,191,14,9,64.3,3,21.4,147,968,398,5,6,1,3,1,125,6,Matches
Chrislain Matsima,fr FRA,DF,20-323,1.4,128,6,26,69,33,1,128,1,1,100.0,0,0.0,94,378,156,2,2,0,0,0,84,9,Matches
Myron Boadu,nl NED,FW,22-079,1.5,50,1,7,20,24,8,50,2,1,50.0,1,50.0,34,166,74,2,1,0,7,2,38,7,Matches
Sofiane Diop,fr FRA,MF,22-298,0.7,48,0,0,14,35,5,48,5,1,20.0,3,60.0,33,255,127,5,5,3,3,3,32,10,Matches
Soungoutou Magassa,ml MLI,MF,19-177,0.8,38,1,10,26,3,0,38,1,0,0.0,1,100.0,26,130,57,0,1,0,1,0,22,1,Matches
Edan Diop,fr FRA,DF,18-218,0.7,66,1,5,24,39,4,66,6,2,33.3,4,66.7,50,293,159,3,7,0,0,2,42,12,Matches
Squad Total,,,25.4,28.0,16786,1511,4387,8252,4348,678,16779,522,237,45.4,221,42.3,12056,69207,33780,545,433,139,417,262,10810,1334,
Opponent Total,,,27.1,28.0,17654,1925,6157,8130,3578,561,17650,557,255,45.8,233,41.8,12922,72501,33945,451,403,111,440,280,11644,1114,
