Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Alexander Nübel,de GER,GK,26-185,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Axel Disasi,fr FRA,DF,25-023,28,27,2430.0,27.0,2.0,3.0,5.0,2.0,0.0,1.0,2.0,0.0,2.8,2.0,1.1,3.1,50.0,159.0,13.0,0.07,0.11,0.19,0.07,0.19,0.1,0.04,0.14,0.07,0.11,Matches
Youssouf Fofana,fr FRA,MF,24-083,27,26,2289.0,25.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.1,2.1,2.7,4.8,58.0,173.0,57.0,0.04,0.04,0.08,0.04,0.08,0.08,0.11,0.19,0.08,0.19,Matches
Caio Henrique Oliveira Silva,br BRA,DF,25-246,25,23,2117.0,23.5,1.0,7.0,8.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,3.7,4.4,42.0,141.0,111.0,0.04,0.3,0.34,0.04,0.34,0.03,0.16,0.19,0.03,0.19,Matches
Aleksandr Golovin,ru RUS,"MF,FW",26-308,26,21,1877.0,20.9,6.0,6.0,12.0,6.0,0.0,0.0,4.0,0.0,4.3,4.3,4.8,9.1,69.0,93.0,162.0,0.29,0.29,0.58,0.29,0.58,0.21,0.23,0.43,0.21,0.43,Matches
Wissam Ben Yedder,fr FRA,FW,32-234,24,20,1468.0,16.3,17.0,4.0,21.0,13.0,4.0,5.0,2.0,0.0,13.5,9.5,2.7,12.2,39.0,50.0,145.0,1.04,0.25,1.29,0.8,1.04,0.83,0.17,0.99,0.58,0.75,Matches
Breel Embolo,ch SUI,FW,26-048,28,19,1757.0,19.5,12.0,2.0,14.0,12.0,0.0,1.0,2.0,0.0,8.1,7.2,3.2,10.4,19.0,47.0,143.0,0.61,0.1,0.72,0.61,0.72,0.42,0.17,0.58,0.37,0.53,Matches
Krépin Diatta,sn SEN,"MF,FW",24-037,24,18,1654.0,18.4,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,3.7,3.7,2.7,6.4,66.0,70.0,180.0,0.16,0.11,0.27,0.16,0.27,0.2,0.15,0.35,0.2,0.35,Matches
Guillermo Maripán,cl CHI,DF,28-332,19,18,1575.0,17.5,3.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,1.4,1.4,0.1,1.6,3.0,44.0,0.0,0.17,0.0,0.17,0.17,0.17,0.08,0.01,0.09,0.08,0.09,Matches
Mohamed Camara,ml MLI,MF,23-087,20,18,1563.0,17.4,0.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,0.8,0.8,1.9,2.7,22.0,95.0,12.0,0.0,0.17,0.17,0.0,0.17,0.04,0.11,0.15,0.04,0.15,Matches
Vanderson,br BRA,"DF,MF",21-286,22,15,1431.0,15.9,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,1.6,1.6,2.3,3.9,34.0,84.0,118.0,0.0,0.19,0.19,0.0,0.19,0.1,0.14,0.24,0.1,0.24,Matches
Ruben Aguilar,fr FRA,DF,29-342,16,10,868.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.9,1.1,19.0,67.0,51.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,Matches
Benoît Badiashile,fr FRA,DF,22-008,11,9,839.0,9.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,0.4,1.0,3.0,39.0,0.0,0.21,0.0,0.21,0.21,0.21,0.07,0.04,0.11,0.07,0.11,Matches
Eliot Matazo,be BEL,MF,21-047,14,9,806.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,3.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Eliesse Ben Seghir,fr FRA,"FW,MF",18-046,10,9,681.0,7.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,0.9,2.5,24.0,37.0,64.0,0.4,0.13,0.53,0.4,0.53,0.21,0.12,0.34,0.21,0.34,Matches
Malang Sarr,fr FRA,DF,24-070,13,8,716.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches
Takumi Minamino,jp JPN,"MF,FW",28-077,14,7,508.0,5.6,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.2,19.0,19.0,46.0,0.18,0.53,0.71,0.18,0.71,0.19,0.2,0.39,0.19,0.39,Matches
Ismail Jakobs,sn SEN,"DF,MF",23-229,23,5,649.0,7.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.2,1.9,29.0,32.0,72.0,0.0,0.28,0.28,0.0,0.28,0.1,0.17,0.27,0.1,0.27,Matches
Kevin Volland,de GER,"MF,FW",30-247,9,4,355.0,3.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.7,4.0,21.0,34.0,0.51,0.25,0.76,0.51,0.76,0.33,0.11,0.44,0.33,0.44,Matches
Maghnes Akliouche,fr FRA,"MF,FW",21-037,7,4,307.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.5,5.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.14,0.05,0.14,Matches
Gelson Martins,pt POR,"MF,FW",27-327,11,3,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.1,15.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.28,0.2,0.28,Matches
Jean Lucas,br BRA,MF,24-285,6,3,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,5.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.23,0.19,0.23,Matches
Chrislain Matsima,fr FRA,DF,20-323,2,2,127.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,16.0,9.0,0.0,0.71,0.71,0.0,0.71,0.0,0.26,0.26,0.0,0.26,Matches
Myron Boadu,nl NED,FW,22-079,8,1,132.0,1.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,2.0,2.0,7.0,1.36,0.0,1.36,1.36,1.36,0.55,0.1,0.64,0.55,0.64,Matches
Sofiane Diop,fr FRA,MF,22-298,1,1,65.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,2.0,10.0,1.38,0.0,1.38,1.38,1.38,1.4,0.11,1.51,1.4,1.51,Matches
Soungoutou Magassa,ml MLI,MF,19-177,1,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edan Diop,fr FRA,DF,18-218,2,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Thomas Didillon,fr FRA,GK,27-126,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Félix Lemaréchal,ci CIV,MF,19-239,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Yllan Okou,fr FRA,DF,20-101,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.4,28,308,2520.0,28.0,56.0,39.0,95.0,52.0,4.0,7.0,47.0,4.0,47.5,41.9,31.4,73.2,545.0,1349.0,1334.0,2.0,1.39,3.39,1.86,3.25,1.7,1.12,2.82,1.5,2.62,
Opponent Total,,,27.1,28,308,2520.0,28.0,35.0,25.0,60.0,31.0,4.0,4.0,45.0,2.0,37.5,34.7,27.4,62.1,451.0,1122.0,1114.0,1.25,0.89,2.14,1.11,2.0,1.34,0.98,2.32,1.24,2.22,
