Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Hugo Lloris,fr FRA,GK,36-045,21.0,29,1,0,2,1,25.7,0.26,-2.3,-0.11,68,179,38.0,459,94,30.7,31.3,163,23.3,24.9,274,16,5.8,26,1.24,14.1,Matches
Fraser Forster,eng ENG,GK,34-329,1.0,2,0,0,1,0,2.1,0.52,0.1,0.1,4,6,66.7,16,9,18.8,24.9,5,60.0,39.4,10,0,0.0,2,2.0,20.7,Matches
Squad Total,,,28.4,22.0,31,1,0,3,1,27.8,0.27,-2.2,-0.1,72,185,38.9,475,103,30.3,31.1,168,24.4,25.3,284,16,5.6,28,1.27,14.3,
Opponent Total,,,27.2,22.0,41,2,0,10,2,33.0,0.26,-6.0,-0.27,117,364,32.1,588,103,47.3,37.2,133,64.7,48.2,318,16,5.0,32,1.45,15.2,
