Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Stijn van Gassel,nl NED,GK,26-152,25,2250.0,90.0,100.0,25.0,25,90.0,25,0,,0,0.8,21.0,60.0,-39.0,-1.56,,24.1,49.7,-25.6,-1.02,,Matches
Siebe Horemans,be BEL,DF,24-290,25,2178.0,87.0,96.8,24.2,25,87.0,22,0,,0,0.8,21.0,59.0,-38.0,-1.57,-0.32,24.0,48.4,-24.4,-1.01,0.47,Matches
Redouan El Yaakoubi,nl NED,DF,27-053,24,2116.0,88.0,94.0,23.5,24,88.0,23,0,,0,0.83,21.0,55.0,-34.0,-1.45,1.91,23.0,47.7,-24.7,-1.05,-0.43,Matches
Kenzo Goudmijn,nl NED,MF,21-091,25,2035.0,81.0,90.4,22.6,24,83.0,12,1,34.0,0,0.8,19.0,53.0,-34.0,-1.5,0.59,22.8,44.3,-21.5,-0.95,0.74,Matches
Nathan Tjoe-A-On,nl NED,DF,21-087,24,2064.0,86.0,91.7,22.9,23,88.0,17,1,45.0,0,0.71,18.0,56.0,-38.0,-1.66,-1.17,21.9,46.3,-24.4,-1.06,-0.46,Matches
Marouan Azarkan,nl NED,"FW,MF",21-101,21,1380.0,66.0,61.3,15.3,20,68.0,3,1,12.0,0,0.81,14.0,29.0,-15.0,-0.98,1.5,14.8,28.6,-13.8,-0.9,0.32,Matches
Julian Baas,nl NED,"MF,FW",20-337,24,1738.0,72.0,77.2,19.3,19,81.0,13,5,40.0,0,0.83,18.0,43.0,-25.0,-1.29,1.17,17.4,39.5,-22.1,-1.15,-0.54,Matches
Couhaib Driouech,nl NED,"FW,MF",20-336,24,1674.0,70.0,74.4,18.6,19,79.0,7,5,36.0,0,0.83,15.0,49.0,-34.0,-1.83,-1.05,19.0,38.3,-19.4,-1.04,-0.07,Matches
Sven Nieuwpoort,nl NED,DF,29-340,16,1342.0,84.0,59.6,14.9,16,84.0,12,0,,0,1.0,11.0,35.0,-24.0,-1.61,-0.12,15.4,30.1,-14.8,-0.99,0.08,Matches
Reda Kharchouch,nl NED,FW,27-204,22,1117.0,51.0,49.6,12.4,13,73.0,2,9,19.0,1,0.77,12.0,24.0,-12.0,-0.97,1.18,12.0,26.1,-14.2,-1.14,-0.24,Matches
Serano Seymor,nl NED,DF,21-074,16,948.0,59.0,42.1,10.5,10,81.0,6,6,24.0,9,0.81,7.0,27.0,-20.0,-1.9,-0.59,7.7,19.8,-12.1,-1.14,-0.21,Matches
