Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Stijn van Gassel,nl NED,GK,26-152,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Siebe Horemans,be BEL,DF,24-290,25,25,2178.0,24.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,1.6,3.0,34.0,103.0,82.0,0.08,0.04,0.12,0.08,0.12,0.06,0.07,0.12,0.06,0.12,Matches
Redouan El Yaakoubi,nl NED,DF,27-053,24,24,2116.0,23.5,3.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,2.0,2.0,0.8,2.8,19.0,88.0,6.0,0.13,0.0,0.13,0.13,0.13,0.09,0.03,0.12,0.09,0.12,Matches
Kenzo Goudmijn,nl NED,MF,21-091,25,24,2035.0,22.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.9,3.9,41.0,115.0,111.0,0.09,0.04,0.13,0.09,0.13,0.09,0.08,0.17,0.09,0.17,Matches
Nathan Tjoe-A-On,nl NED,DF,21-087,24,23,2064.0,22.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.2,36.0,74.0,45.0,0.04,0.04,0.09,0.04,0.09,0.01,0.04,0.05,0.01,0.05,Matches
Marouan Azarkan,nl NED,"FW,MF",21-101,21,20,1380.0,15.3,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,2.3,5.3,52.0,76.0,129.0,0.2,0.26,0.46,0.2,0.46,0.2,0.15,0.35,0.2,0.35,Matches
Julian Baas,nl NED,"MF,FW",20-337,24,19,1738.0,19.3,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,1.8,1.8,2.1,3.9,14.0,51.0,43.0,0.1,0.26,0.36,0.1,0.36,0.09,0.11,0.2,0.09,0.2,Matches
Couhaib Driouech,nl NED,"FW,MF",20-336,24,19,1674.0,18.6,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,3.7,3.7,2.0,5.6,59.0,35.0,124.0,0.05,0.11,0.16,0.05,0.16,0.2,0.11,0.3,0.2,0.3,Matches
Sven Nieuwpoort,nl NED,DF,29-340,16,16,1342.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Reda Kharchouch,nl NED,FW,27-204,22,13,1117.0,12.4,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.6,2.6,1.3,3.9,16.0,14.0,62.0,0.16,0.08,0.24,0.16,0.24,0.21,0.11,0.31,0.21,0.31,Matches
