Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Stijn van Gassel,nl NED,GK,26-152,25.0,60,1,1,9,1,56.3,0.31,-2.7,-0.11,164,461,35.6,743,147,43.7,39.0,214,63.6,50.9,419,21,5.0,19,0.76,12.6,Matches
Squad Total,,,24.2,25.0,60,1,1,9,1,56.3,0.31,-2.7,-0.11,164,461,35.6,743,147,43.7,39.0,214,63.6,50.9,419,21,5.0,19,0.76,12.6,
Opponent Total,,,25.7,25.0,21,0,0,6,1,20.7,0.29,0.7,0.03,117,316,37.0,682,134,35.5,33.9,151,49.0,41.8,349,26,7.4,37,1.48,16.5,
