Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Stijn van Gassel,nl NED,GK,26-152,25.0,4,0.16,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Siebe Horemans,be BEL,DF,24-290,24.2,45,1.86,38,3,1,2,1,0,5,0.21,2,1,0,1,1,0,Matches
Redouan El Yaakoubi,nl NED,DF,27-053,23.5,15,0.64,12,0,0,2,0,1,2,0.09,2,0,0,0,0,0,Matches
Kenzo Goudmijn,nl NED,MF,21-091,22.6,51,2.26,42,0,1,3,5,0,3,0.13,3,0,0,0,0,0,Matches
Nathan Tjoe-A-On,nl NED,DF,21-087,22.9,30,1.31,27,1,0,0,1,1,4,0.17,4,0,0,0,0,0,Matches
Marouan Azarkan,nl NED,"FW,MF",21-101,15.3,57,3.72,34,9,6,3,4,1,5,0.33,4,1,0,0,0,0,Matches
Julian Baas,nl NED,"MF,FW",20-337,19.3,36,1.86,17,18,0,0,1,0,5,0.26,1,4,0,0,0,0,Matches
Couhaib Driouech,nl NED,"FW,MF",20-336,18.6,38,2.04,29,0,1,7,1,0,4,0.22,3,0,0,1,0,0,Matches
Sven Nieuwpoort,nl NED,DF,29-340,14.9,4,0.27,2,0,0,2,0,0,1,0.07,1,0,0,0,0,0,Matches
Reda Kharchouch,nl NED,FW,27-204,12.4,24,1.94,20,0,1,3,0,0,2,0.16,2,0,0,0,0,0,Matches
Serano Seymor,nl NED,DF,21-074,10.5,5,0.47,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lazaros Lamprou,gr GRE,"FW,MF",25-090,10.0,30,3.01,15,7,5,0,3,0,2,0.2,1,1,0,0,0,0,Matches
Yassin Ayoub,nl NED,MF,29-013,7.3,21,2.89,11,7,0,1,2,0,1,0.14,1,0,0,0,0,0,Matches
Mike van Duinen,nl NED,"FW,MF",31-133,9.9,9,0.91,6,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Adrian Fein,de GER,MF,24-001,8.1,9,1.11,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Peer Koopmeiners,nl NED,MF,22-319,7.8,14,1.79,13,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Joshua Eijgenraam,nl NED,MF,22-029,6.5,6,0.92,4,0,1,1,0,0,1,0.15,1,0,0,0,0,0,Matches
Nathan Markelo,cw CUW,DF,24-071,3.8,4,1.05,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nikolas Agrafiotis,nl NED,"FW,MF",22-328,3.4,9,2.61,4,0,1,4,0,0,1,0.29,1,0,0,0,0,0,Matches
Noah Naujoks,nl NED,MF,20-321,3.0,8,2.69,6,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Maxime Awoudja,de GER,DF,25-045,2.8,2,0.72,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Raphaël Eyongo,nl NED,"FW,MF",19-302,0.9,1,1.08,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jacky Donkor,be BEL,"FW,MF",24-127,0.7,2,2.69,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vicente Besuijen,nl NED,"FW,MF",21-343,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Arthur Zagre,fr FRA,DF,21-166,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luuk Admiraal,nl NED,FW,21-004,0.0,1,90.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,24.2,25.0,425,17.0,304,47,19,30,22,3,36,1.44,26,7,0,2,1,0,
Opponent Total,,,25.7,25.0,734,29.36,565,49,27,49,27,17,93,3.72,64,8,5,13,3,0,
