Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Stijn van Gassel,nl NED,GK,26-170,27.0,1115,1003,1112,3,0,0,1115,1,1,100.0,0,0.0,624,3338,2134,0,0,0,0,0,504,0,Matches
Siebe Horemans,be BEL,DF,24-308,26.2,1698,149,679,702,337,44,1698,40,27,67.5,10,25.0,747,3771,2014,37,29,4,25,9,836,88,Matches
Redouan El Yaakoubi,nl NED,DF,27-071,25.5,1515,237,800,661,70,22,1515,10,9,90.0,0,0.0,794,5569,3415,21,17,1,14,4,814,6,Matches
Kenzo Goudmijn,nl NED,MF,21-109,24.5,1093,24,182,585,347,41,1093,62,34,54.8,22,35.5,664,3773,1603,45,31,11,49,27,724,119,Matches
Nathan Tjoe-A-On,nl NED,DF,21-105,23.0,1291,95,552,558,198,9,1291,39,16,41.0,20,51.3,668,3849,1914,36,30,1,21,14,646,45,Matches
Julian Baas,nl NED,"MF,FW",20-355,21.3,958,67,246,462,263,19,958,13,7,53.8,5,38.5,424,2225,813,14,16,2,28,17,476,45,Matches
Marouan Azarkan,nl NED,"FW,MF",21-119,16.1,796,13,104,292,418,54,796,57,18,31.6,29,50.9,513,3366,1617,53,40,12,46,30,527,133,Matches
Couhaib Driouech,nl NED,"FW,MF",20-354,19.8,799,27,151,311,350,58,799,47,19,40.4,25,53.2,462,3512,1627,64,40,26,43,31,466,133,Matches
Sven Nieuwpoort,nl NED,DF,29-358,16.6,605,99,399,198,14,9,605,0,0,,0,,325,1295,584,1,0,0,2,0,367,0,Matches
Reda Kharchouch,nl NED,FW,27-222,12.6,466,20,32,213,224,52,466,11,5,45.5,5,45.5,230,1122,390,17,13,12,47,26,335,62,Matches
Lazaros Lamprou,gr GRE,"FW,MF",25-108,11.7,504,16,78,202,237,39,504,44,20,45.5,16,36.4,284,2266,1041,34,26,11,33,13,293,72,Matches
Serano Seymor,nl NED,DF,21-092,10.9,531,104,324,207,6,1,531,4,3,75.0,1,25.0,293,1500,728,5,0,0,4,0,300,1,Matches
Peer Koopmeiners,nl NED,MF,22-337,9.4,452,36,128,259,71,4,452,9,6,66.7,2,22.2,223,878,346,5,9,1,12,11,228,15,Matches
Yassin Ayoub,nl NED,MF,29-031,7.4,442,16,85,267,96,11,442,11,6,54.5,1,9.1,241,1190,482,10,10,5,18,15,258,15,Matches
Mike van Duinen,nl NED,"FW,MF",31-151,10.0,288,19,47,125,122,34,288,16,4,25.0,12,75.0,129,541,149,6,9,0,38,12,165,37,Matches
Adrian Fein,de GER,MF,24-019,8.1,351,13,71,208,75,2,351,2,1,50.0,1,50.0,179,809,408,4,5,0,4,1,217,4,Matches
Joshua Eijgenraam,nl NED,MF,22-047,6.5,276,19,99,158,23,5,276,2,2,100.0,0,0.0,134,579,304,3,2,1,12,6,150,7,Matches
Nikolas Agrafiotis,nl NED,FW,22-346,5.2,213,6,12,110,92,25,212,14,7,50.0,4,28.6,90,418,88,3,3,0,17,5,164,21,Matches
Nathan Markelo,cw CUW,"DF,MF",24-089,4.1,230,39,111,86,35,1,230,5,1,20.0,2,40.0,116,631,328,6,6,0,8,1,111,6,Matches
Noah Naujoks,nl NED,MF,20-339,3.3,134,8,23,57,56,9,134,11,5,45.5,5,45.5,63,323,146,5,3,1,8,2,70,16,Matches
Maxime Awoudja,de GER,DF,25-063,2.8,148,33,87,49,13,5,148,2,0,0.0,2,100.0,67,231,67,0,0,0,2,0,70,4,Matches
Arthur Zagre,fr FRA,DF,21-184,2.1,97,9,49,37,13,2,97,8,6,75.0,1,12.5,28,145,61,2,1,1,2,2,32,2,Matches
Raphaël Eyongo,nl NED,"FW,MF",19-320,0.9,30,2,3,14,14,5,30,3,3,100.0,0,0.0,15,67,23,1,0,1,7,1,19,6,Matches
Jacky Donkor,be BEL,"FW,MF",24-145,0.7,55,2,10,20,26,2,55,6,3,50.0,2,33.3,30,172,102,3,1,0,5,0,27,10,Matches
Vicente Besuijen,nl NED,"FW,MF",21-361,0.7,37,1,6,12,20,2,37,2,1,50.0,1,50.0,20,153,70,2,0,0,3,0,21,8,Matches
Luuk Admiraal,nl NED,FW,21-022,0.0,4,0,0,3,1,0,4,0,0,,0,,3,17,7,0,0,0,1,0,4,0,Matches
Squad Total,,,24.2,27.0,14128,2057,5390,5799,3121,455,14127,419,204,48.7,166,39.6,7366,41740,20461,377,291,90,449,227,7824,855,
Opponent Total,,,25.8,27.0,18456,1617,5021,8627,4973,826,18455,555,247,44.5,242,43.6,10815,58718,30648,581,425,123,439,256,12230,1437,
