Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Stijn van Gassel,nl NED,GK,26-152,25,25,2250,25.0,60,2.4,183,124,67.8,6,2,17,4,16.0,1,1,0,0,0.0,Matches
Squad Total,,,24.2,25,25,2250,25.0,60,2.4,183,124,67.8,6,2,17,4,16.0,1,1,0,0,0.0,
Opponent Total,,,25.7,25,25,2250,25.0,21,0.84,75,55,72.0,17,2,6,11,44.0,0,0,0,0,,
