Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
David de Gea,es ESP,GK,32-094,22.0,2,0.09,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruno Fernandes,pt POR,"MF,FW",28-154,21.0,104,4.96,85,7,3,7,2,0,12,0.57,11,0,0,1,0,0,Matches
Marcus Rashford,eng ENG,FW,25-101,19.9,53,2.66,35,0,8,7,2,1,8,0.4,5,0,2,0,1,0,Matches
Lisandro Martínez,ar ARG,DF,25-022,17.4,15,0.86,13,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Christian Eriksen,dk DEN,MF,30-360,16.5,49,2.96,34,13,1,1,0,0,8,0.48,6,2,0,0,0,0,Matches
Luke Shaw,eng ENG,DF,27-212,16.7,39,2.34,33,3,0,1,2,0,5,0.3,5,0,0,0,0,0,Matches
Raphaël Varane,fr FRA,DF,29-290,14.4,10,0.69,6,1,0,2,0,1,0,0.0,0,0,0,0,0,0,Matches
Diogo Dalot,pt POR,DF,23-328,14.1,35,2.48,31,0,1,2,0,1,2,0.14,2,0,0,0,0,0,Matches
Casemiro,br BRA,MF,30-351,13.7,43,3.15,38,0,0,4,1,0,6,0.44,6,0,0,0,0,0,Matches
Antony,br BRA,FW,22-350,10.1,30,2.97,27,0,1,1,1,0,1,0.1,1,0,0,0,0,0,Matches
Jadon Sancho,eng ENG,FW,22-321,8.3,38,4.58,35,0,3,0,0,0,6,0.72,4,0,2,0,0,0,Matches
Tyrell Malacia,nl NED,DF,23-176,9.4,4,0.43,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fred,br BRA,MF,29-341,8.5,31,3.66,23,0,0,4,2,2,2,0.24,1,0,0,1,0,0,Matches
Scott McTominay,sct SCO,MF,26-063,8.4,12,1.43,9,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Aaron Wan-Bissaka,eng ENG,DF,25-075,6.8,12,1.77,12,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
Anthony Martial,fr FRA,FW,27-066,5.1,9,1.77,7,0,1,0,1,0,4,0.79,2,0,1,0,1,0,Matches
Anthony Elanga,se SWE,FW,20-288,4.4,16,3.63,13,0,0,2,1,0,1,0.23,1,0,0,0,0,0,Matches
Cristiano Ronaldo,pt POR,FW,38-004,5.8,10,1.71,9,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Victor Lindelöf,se SWE,DF,28-207,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Harry Maguire,eng ENG,DF,29-341,4.3,2,0.46,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Wout Weghorst,nl NED,FW,30-186,3.0,9,2.96,7,0,0,1,0,1,1,0.33,1,0,0,0,0,0,Matches
Alejandro Garnacho,es ESP,FW,18-223,3.6,12,3.29,9,0,1,1,1,0,4,1.1,4,0,0,0,0,0,Matches
Donny van de Beek,nl NED,MF,25-297,1.9,6,3.23,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marcel Sabitzer,at AUT,MF,28-329,1.0,4,3.96,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Facundo Pellistri,uy URU,FW,21-051,0.4,1,2.81,1,0,0,0,0,0,1,2.81,1,0,0,0,0,0,Matches
Squad Total,,,27.6,22.0,546,24.82,443,26,19,36,15,7,62,2.82,51,2,5,2,2,0,
Opponent Total,,,27.2,22.0,444,20.18,305,50,21,39,24,5,44,2.0,32,2,0,5,4,1,
