Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
David de Gea,es ESP,GK,32-094,22.0,673,533,135,37,0,2,0,0,0,0,0,0,483,5,0,Matches
Bruno Fernandes,pt POR,"MF,FW",28-154,21.0,1079,988,86,14,15,19,72,9,32,13,8,0,800,5,27,Matches
Marcus Rashford,eng ENG,FW,25-101,19.9,514,503,7,0,2,3,16,5,0,0,0,0,387,4,22,Matches
Lisandro Martínez,ar ARG,DF,25-022,17.4,1131,1049,78,17,6,9,0,3,0,0,0,0,981,4,3,Matches
Christian Eriksen,dk DEN,MF,30-360,16.5,1031,944,82,23,6,16,60,4,50,19,15,0,813,5,18,Matches
Luke Shaw,eng ENG,DF,27-212,16.7,1241,1073,161,22,1,10,48,127,9,9,0,0,1020,7,26,Matches
Raphaël Varane,fr FRA,DF,29-290,14.4,786,766,18,16,0,4,1,2,0,0,0,0,679,2,3,Matches
Diogo Dalot,pt POR,DF,23-328,14.1,826,688,135,8,2,15,29,127,0,0,0,0,639,3,20,Matches
Casemiro,br BRA,MF,30-351,13.7,855,836,16,16,6,10,12,0,0,0,0,0,664,3,14,Matches
Antony,br BRA,FW,22-350,10.1,413,408,5,1,1,2,18,3,1,0,0,0,319,0,13,Matches
Jadon Sancho,eng ENG,FW,22-321,8.3,322,316,6,0,1,0,9,6,0,0,0,0,264,0,12,Matches
Tyrell Malacia,nl NED,DF,23-176,9.4,447,366,80,5,0,2,13,73,2,2,0,0,371,1,12,Matches
Fred,br BRA,MF,29-341,8.5,470,460,7,5,4,1,9,1,0,0,0,0,373,3,16,Matches
Scott McTominay,sct SCO,MF,26-063,8.4,267,262,4,3,1,3,2,1,0,0,0,0,216,1,1,Matches
Aaron Wan-Bissaka,eng ENG,DF,25-075,6.8,329,278,50,3,0,2,9,47,0,0,0,0,270,1,8,Matches
Anthony Martial,fr FRA,FW,27-066,5.1,133,122,9,2,2,0,3,2,0,0,0,0,107,2,6,Matches
Anthony Elanga,se SWE,FW,20-288,4.4,122,120,2,0,0,1,6,2,0,0,0,0,90,0,2,Matches
Cristiano Ronaldo,pt POR,FW,38-004,5.8,162,157,5,0,2,1,3,1,0,0,0,0,121,0,10,Matches
Victor Lindelöf,se SWE,DF,28-207,5.0,316,311,5,4,0,0,0,0,0,0,0,0,292,0,0,Matches
Harry Maguire,eng ENG,DF,29-341,4.3,245,242,3,3,0,3,0,0,0,0,0,0,215,0,1,Matches
Wout Weghorst,nl NED,FW,30-186,3.0,62,62,0,0,0,1,0,0,0,0,0,0,42,0,3,Matches
Alejandro Garnacho,es ESP,FW,18-223,3.6,112,112,0,0,0,1,1,0,0,0,0,0,88,0,5,Matches
Donny van de Beek,nl NED,MF,25-297,1.9,61,56,3,0,0,0,0,0,1,0,0,0,46,2,4,Matches
Marcel Sabitzer,at AUT,MF,28-329,1.0,53,52,1,0,0,1,2,1,0,0,0,0,43,0,1,Matches
Facundo Pellistri,uy URU,FW,21-051,0.4,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Squad Total,,,27.6,22.0,11658,10712,898,179,49,106,313,414,95,43,23,0,9331,48,227,
Opponent Total,,,27.2,22.0,10548,9504,1020,279,18,67,405,398,123,60,32,3,8177,24,237,
