Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
David de Gea,es ESP,GK,32-094,22,22,1980,22.0,28,1.27,83,56,67.5,13,4,5,8,36.4,1,1,0,0,0.0,Matches
Squad Total,,,27.6,22,22,1980,22.0,28,1.27,83,56,67.5,13,4,5,8,36.4,1,1,0,0,0.0,
Opponent Total,,,27.2,22,22,1980,22.0,36,1.64,113,79,69.9,5,4,13,2,9.1,2,2,0,0,0.0,
