Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Oliver Christensen,dk DEN,GK,23-362,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Tousart,fr FRA,MF,25-324,23.7,3,28,8,28.6,1.18,0.34,0.11,0.38,16.4,0,0,0,1.9,1.9,0.07,1.1,1.1,Matches
Marc-Oliver Kempf,de GER,DF,28-050,23.3,0,12,3,25.0,0.52,0.13,0.0,0.0,9.5,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
Suat Serdar,de GER,MF,25-342,18.7,4,21,6,28.6,1.12,0.32,0.19,0.67,19.1,0,0,0,1.8,1.8,0.09,2.2,2.2,Matches
Marvin Plattenhardt,de GER,DF,31-052,19.3,0,6,1,16.7,0.31,0.05,0.0,0.0,27.4,3,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Dodi Lukebakio,be BEL,"FW,MF",25-176,19.1,10,47,19,40.4,2.46,0.99,0.13,0.32,20.6,1,4,4,6.5,3.4,0.07,3.5,2.6,Matches
Jonjoe Kenny,eng ENG,DF,26-004,18.3,0,6,1,16.7,0.33,0.05,0.0,0.0,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Marco Richter,de GER,"FW,MF",25-115,14.8,4,40,13,32.5,2.71,0.88,0.1,0.31,22.6,3,0,0,2.6,2.6,0.06,1.4,1.4,Matches
Filip Uremović,hr CRO,DF,26-036,14.4,0,7,3,42.9,0.49,0.21,0.0,0.0,10.8,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Wilfried Kanga,ci CIV,FW,25-026,13.3,2,23,9,39.1,1.74,0.68,0.09,0.22,11.8,0,0,0,3.0,3.0,0.13,-1.0,-1.0,Matches
Agustín Rogel,uy URU,DF,25-153,12.3,0,5,0,0.0,0.41,0.0,0.0,,7.6,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
Ivan Šunjić,hr CRO,MF,26-161,11.0,0,6,3,50.0,0.54,0.27,0.0,0.0,16.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
Chidera Ejuke,ng NGA,"FW,MF",25-076,8.8,0,21,5,23.8,2.39,0.57,0.0,0.0,19.7,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches
Jean-Paul Boëtius,nl NED,MF,28-362,9.5,0,5,3,60.0,0.53,0.32,0.0,0.0,20.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Florian Niederlechner,de GER,FW,32-146,5.3,0,15,4,26.7,2.82,0.75,0.0,0.0,16.5,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
Tolga Ciğerci,tr TUR,MF,30-361,5.3,0,6,3,50.0,1.14,0.57,0.0,0.0,31.4,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Maximilian Mittelstädt,de GER,DF,26-001,7.1,0,6,2,33.3,0.84,0.28,0.0,0.0,23.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Jessic Ngankam,de GER,"FW,MF",22-242,5.6,2,12,3,25.0,2.15,0.54,0.08,0.33,15.8,0,1,1,2.5,1.7,0.14,-0.5,-0.7,Matches
Stevan Jovetić,me MNE,"FW,MF",33-137,5.7,2,15,3,20.0,2.62,0.52,0.13,0.67,20.5,1,0,0,1.5,1.5,0.1,0.5,0.5,Matches
Márton Dárdai,de GER,DF,21-035,4.9,1,2,1,50.0,0.41,0.2,0.5,1.0,22.2,0,0,0,0.1,0.1,0.04,0.9,0.9,Matches
Davie Selke,de GER,FW,28-058,3.1,1,5,3,60.0,1.6,0.96,0.0,0.0,17.6,0,1,1,1.2,0.4,0.08,-0.2,-0.4,Matches
Derry Scherhant,de GER,FW,20-129,2.1,1,4,1,25.0,1.93,0.48,0.25,1.0,15.9,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
Kevin-Prince Boateng,gh GHA,MF,36-013,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Myziane Maolida,fr FRA,"FW,MF",24-033,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Peter Pekarík,sk SVK,DF,36-140,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vladimír Darida,cz CZE,MF,32-223,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.6,25.0,30,292,94,32.2,11.68,3.76,0.08,0.26,18.6,9,6,6,28.4,23.7,0.08,1.6,0.3,
Opponent Total,,,27.3,25.0,48,301,100,33.2,12.04,4.0,0.14,0.43,16.5,15,5,6,39.6,35.1,0.12,8.4,7.9,
