Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Oliver Christensen,dk DEN,GK,24-012,26.0,1044,791,1036,8,0,0,1044,2,1,50.0,1,50.0,578,3111,1645,0,0,0,0,1,437,0,Matches
Lucas Tousart,fr FRA,MF,25-339,24.7,1029,57,251,567,230,57,1029,39,15,38.5,18,46.2,420,2562,1105,29,15,6,34,19,495,58,Matches
Marc-Oliver Kempf,de GER,DF,28-065,24.3,1362,180,733,605,38,23,1362,11,5,45.5,4,36.4,649,3217,1588,9,2,0,12,6,684,1,Matches
Marvin Plattenhardt,de GER,DF,31-067,20.3,1144,64,332,530,289,7,1144,15,2,13.3,9,60.0,469,1838,959,20,19,5,14,6,512,42,Matches
Suat Serdar,de GER,MF,25-357,19.0,817,28,159,483,192,29,817,63,29,46.0,27,42.9,395,2217,1008,28,21,3,30,30,406,41,Matches
Dodi Lukebakio,be BEL,"FW,MF",25-191,20.1,749,14,80,312,374,81,745,101,43,42.6,50,49.5,488,4011,1952,73,44,35,55,34,521,140,Matches
Jonjoe Kenny,eng ENG,DF,26-019,19.3,1168,55,379,581,223,11,1168,15,8,53.3,4,26.7,557,2541,1256,24,23,4,21,7,587,49,Matches
Filip Uremović,hr CRO,DF,26-051,15.2,743,88,421,295,29,15,743,2,2,100.0,0,0.0,330,1715,622,1,1,0,7,4,352,1,Matches
Marco Richter,de GER,"FW,MF",25-130,14.8,802,21,140,373,303,29,802,63,24,38.1,30,47.6,394,1948,769,26,20,5,46,27,412,68,Matches
Wilfried Kanga,ci CIV,FW,25-041,14.2,354,14,25,138,195,64,354,20,6,30.0,12,60.0,171,703,245,9,4,5,33,18,270,70,Matches
Agustín Rogel,uy URU,DF,25-168,12.3,580,69,327,240,16,8,580,0,0,,0,,250,1063,546,1,1,0,8,0,298,2,Matches
Ivan Šunjić,hr CRO,MF,26-176,11.0,478,31,127,305,54,7,478,6,0,0.0,5,83.3,199,778,321,6,5,2,7,6,240,6,Matches
Chidera Ejuke,ng NGA,"FW,MF",25-091,8.8,391,1,29,206,175,30,391,77,32,41.6,36,46.8,271,2220,1003,33,16,16,31,17,280,62,Matches
Jean-Paul Boëtius,nl NED,MF,29-012,9.5,458,12,97,272,96,7,458,11,2,18.2,6,54.5,220,823,329,3,5,0,19,11,264,23,Matches
Tolga Ciğerci,tr TUR,MF,31-011,6.0,396,15,113,228,59,0,396,8,5,62.5,3,37.5,165,675,282,3,3,0,9,6,220,1,Matches
Florian Niederlechner,de GER,FW,32-161,5.5,153,8,15,63,77,19,153,13,5,38.5,6,46.2,67,307,164,8,5,3,6,4,85,13,Matches
Maximilian Mittelstädt,de GER,DF,26-016,7.1,520,27,175,245,111,7,520,27,15,55.6,10,37.0,205,1329,684,20,16,4,9,7,205,27,Matches
Márton Dárdai,de GER,DF,21-050,5.9,304,29,154,140,12,4,304,2,2,100.0,0,0.0,141,684,435,2,1,0,3,2,151,1,Matches
Jessic Ngankam,de GER,"FW,MF",22-257,5.8,144,1,14,57,79,24,143,15,5,33.3,10,66.7,86,545,200,7,6,5,14,14,96,30,Matches
Stevan Jovetić,me MNE,"FW,MF",33-152,5.7,254,4,22,137,95,20,254,9,5,55.6,3,33.3,152,696,288,8,3,6,13,8,199,27,Matches
Davie Selke,de GER,FW,28-073,3.1,108,7,14,49,47,12,107,4,1,25.0,3,75.0,54,260,137,3,4,2,8,4,82,22,Matches
Kevin-Prince Boateng,gh GHA,MF,36-028,2.6,188,7,37,102,50,10,188,1,0,0.0,1,100.0,104,356,96,0,0,0,8,8,127,13,Matches
Derry Scherhant,de GER,FW,20-144,2.1,59,2,10,26,26,6,59,10,4,40.0,6,60.0,33,144,44,3,0,4,6,6,39,10,Matches
Myziane Maolida,fr FRA,"FW,MF",24-048,1.1,26,0,3,13,10,3,26,4,2,50.0,2,50.0,21,109,26,1,1,0,3,5,20,9,Matches
Peter Pekarík,sk SVK,DF,36-155,1.0,51,4,24,20,7,0,51,0,0,,0,,19,136,56,1,0,0,0,0,19,1,Matches
Vladimír Darida,cz CZE,MF,32-238,0.3,20,0,5,6,9,0,20,1,1,100.0,0,0.0,7,38,19,1,1,0,4,1,8,1,Matches
Squad Total,,,26.7,26.0,13342,1529,4722,6001,2796,473,13336,519,214,41.2,246,47.4,6445,34026,15779,319,216,105,400,251,7009,718,
Opponent Total,,,27.4,26.0,16566,1683,5711,7465,3553,543,16560,426,177,41.5,201,47.2,8828,44562,22122,383,294,104,424,265,10262,910,
