Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Oliver Christensen,dk DEN,GK,24-012,26.0,49,5,3,6,0,40.5,0.3,-8.5,-0.33,165,451,36.6,795,142,41.1,35.3,179,69.3,52.7,367,27,7.4,61,2.35,19.2,Matches
Squad Total,,,26.7,26.0,49,5,3,6,0,40.5,0.3,-8.5,-0.33,165,451,36.6,795,142,41.1,35.3,179,69.3,52.7,367,27,7.4,61,2.35,19.2,
Opponent Total,,,27.4,26.0,31,6,0,0,0,29.5,0.23,-1.5,-0.06,133,368,36.1,845,122,32.0,32.4,202,48.5,41.7,318,16,5.0,42,1.62,16.4,
