Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Oliver Christensen,dk DEN,GK,24-012,26,26,2340,26.0,49,1.88,114,64,61.4,5,7,14,3,11.5,6,5,1,0,16.7,Matches
Squad Total,,,26.7,26,26,2340,26.0,49,1.88,114,64,61.4,5,7,14,3,11.5,6,5,1,0,16.7,
Opponent Total,,,27.4,26,26,2340,26.0,31,1.19,102,71,75.5,14,7,5,6,23.1,6,6,0,0,0.0,
