Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Oliver Christensen,dk DEN,GK,23-362,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Tousart,fr FRA,MF,25-324,24,24,2134.0,23.7,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.9,1.9,0.7,2.7,27.0,72.0,57.0,0.13,0.04,0.17,0.13,0.17,0.08,0.03,0.11,0.08,0.11,Matches
Marc-Oliver Kempf,de GER,DF,28-050,24,24,2094.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.2,1.2,8.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Suat Serdar,de GER,MF,25-342,24,22,1683.0,18.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,1.8,1.8,1.1,3.0,28.0,67.0,40.0,0.21,0.05,0.27,0.21,0.27,0.1,0.06,0.16,0.1,0.16,Matches
Marvin Plattenhardt,de GER,DF,31-052,22,21,1735.0,19.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,2.9,3.1,20.0,65.0,41.0,0.0,0.1,0.1,0.0,0.1,0.01,0.15,0.16,0.01,0.16,Matches
Dodi Lukebakio,be BEL,"FW,MF",25-176,24,19,1723.0,19.1,10.0,1.0,11.0,6.0,4.0,4.0,6.0,0.0,6.5,3.4,2.8,6.2,68.0,27.0,139.0,0.52,0.05,0.57,0.31,0.37,0.34,0.15,0.49,0.18,0.32,Matches
Jonjoe Kenny,eng ENG,DF,26-004,22,18,1643.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.1,1.3,23.0,74.0,45.0,0.0,0.05,0.05,0.0,0.05,0.01,0.06,0.07,0.01,0.07,Matches
Marco Richter,de GER,"FW,MF",25-115,22,15,1329.0,14.8,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,2.6,2.6,1.9,4.4,26.0,51.0,68.0,0.27,0.2,0.47,0.27,0.47,0.17,0.13,0.3,0.17,0.3,Matches
Filip Uremović,hr CRO,DF,26-036,16,15,1297.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,0.1,0.9,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,Matches
Wilfried Kanga,ci CIV,FW,25-026,19,13,1193.0,13.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,1.2,4.3,8.0,10.0,64.0,0.15,0.0,0.15,0.15,0.15,0.23,0.09,0.32,0.23,0.32,Matches
Agustín Rogel,uy URU,DF,25-153,14,12,1103.0,12.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.8,0.8,0.0,0.8,1.0,19.0,2.0,0.0,0.08,0.08,0.0,0.08,0.06,0.0,0.07,0.06,0.07,Matches
Ivan Šunjić,hr CRO,MF,26-161,18,12,993.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.2,0.8,6.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches
Chidera Ejuke,ng NGA,"FW,MF",25-076,15,9,790.0,8.8,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.1,2.5,33.0,36.0,62.0,0.0,0.34,0.34,0.0,0.34,0.16,0.13,0.29,0.16,0.29,Matches
