Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Oliver Christensen,dk DEN,GK,23-362,25.0,1,0,0,0,6,0,0,0,0,0,0,0,44,4,2,66.7,Matches
Lucas Tousart,fr FRA,MF,25-324,23.7,1,0,0,28,30,1,23,37,29,1,0,0,126,74,65,53.2,Matches
Marc-Oliver Kempf,de GER,DF,28-050,23.3,4,0,0,18,19,0,2,40,21,0,0,0,144,96,69,58.2,Matches
Suat Serdar,de GER,MF,25-342,18.7,4,0,0,21,27,1,5,25,19,0,0,0,113,27,21,56.3,Matches
Marvin Plattenhardt,de GER,DF,31-052,19.3,2,0,0,17,27,1,127,10,24,1,0,0,84,14,11,56.0,Matches
Dodi Lukebakio,be BEL,"FW,MF",25-176,19.1,6,0,0,27,42,12,52,8,9,0,1,0,83,13,23,36.1,Matches
Jonjoe Kenny,eng ENG,DF,26-004,18.3,2,0,0,26,6,0,42,34,26,0,0,0,119,19,14,57.6,Matches
Marco Richter,de GER,"FW,MF",25-115,14.8,5,0,0,24,28,5,53,16,17,0,0,0,126,8,22,26.7,Matches
Filip Uremović,hr CRO,DF,26-036,14.4,5,1,1,19,5,0,1,25,14,0,3,0,60,48,29,62.3,Matches
Wilfried Kanga,ci CIV,FW,25-026,13.3,2,0,0,16,11,8,6,0,4,0,0,0,23,43,47,47.8,Matches
Agustín Rogel,uy URU,DF,25-153,12.3,6,0,0,18,4,1,0,11,9,0,0,0,44,29,22,56.9,Matches
Ivan Šunjić,hr CRO,MF,26-161,11.0,4,0,0,17,9,1,1,13,20,0,0,0,67,7,14,33.3,Matches
Chidera Ejuke,ng NGA,"FW,MF",25-076,8.8,0,0,0,1,8,1,11,2,3,0,0,0,58,4,2,66.7,Matches
Jean-Paul Boëtius,nl NED,MF,28-362,9.5,2,0,0,11,24,0,4,11,14,0,0,0,63,4,15,21.1,Matches
Florian Niederlechner,de GER,FW,32-146,5.3,1,0,0,5,12,9,4,0,4,0,0,0,16,6,22,21.4,Matches
Tolga Ciğerci,tr TUR,MF,30-361,5.3,2,0,0,10,3,0,13,4,8,0,1,0,52,7,10,41.2,Matches
Maximilian Mittelstädt,de GER,DF,26-001,7.1,3,0,0,9,8,0,31,20,15,0,1,0,68,8,9,47.1,Matches
Jessic Ngankam,de GER,"FW,MF",22-242,5.6,2,0,0,12,7,1,2,0,4,0,0,0,13,4,37,9.8,Matches
Stevan Jovetić,me MNE,"FW,MF",33-137,5.7,0,0,0,5,11,4,2,0,1,0,0,0,21,11,13,45.8,Matches
Márton Dárdai,de GER,DF,21-035,4.9,1,0,0,5,3,0,0,6,4,0,0,0,26,10,6,62.5,Matches
Davie Selke,de GER,FW,28-058,3.1,1,0,0,7,6,0,2,1,1,1,0,0,6,22,24,47.8,Matches
Derry Scherhant,de GER,FW,20-129,2.1,0,0,0,2,0,0,2,0,3,0,0,0,6,1,5,16.7,Matches
Kevin-Prince Boateng,gh GHA,MF,36-013,1.9,1,0,0,14,2,0,6,0,2,0,0,0,14,8,5,61.5,Matches
Myziane Maolida,fr FRA,"FW,MF",24-033,1.1,0,0,0,1,0,0,1,0,1,0,0,0,3,0,1,0.0,Matches
Peter Pekarík,sk SVK,DF,36-140,1.0,0,0,0,0,0,0,3,1,3,0,0,0,5,2,2,50.0,Matches
Vladimír Darida,cz CZE,MF,32-223,0.3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0.0,Matches
Squad Total,,,26.6,25.0,55,1,1,314,299,45,393,264,256,3,6,0,1385,469,491,48.9,
Opponent Total,,,27.3,25.0,32,1,0,314,300,60,450,231,295,2,6,0,1451,491,469,51.1,
