Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Oliver Christensen,dk DEN,GK,24-012,26.0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,18,1,Matches
Lucas Tousart,fr FRA,MF,25-339,24.7,58,29,26,24,8,18,40,45.0,22,23,1,22,37,95,53,1,Matches
Marc-Oliver Kempf,de GER,DF,28-065,24.3,37,22,23,13,1,16,21,76.2,5,38,29,9,41,78,111,0,Matches
Marvin Plattenhardt,de GER,DF,31-067,20.3,33,25,20,10,3,23,36,63.9,13,21,7,14,11,44,55,0,Matches
Suat Serdar,de GER,MF,25-357,19.0,45,19,12,26,7,18,34,52.9,16,46,12,34,25,70,21,0,Matches
Dodi Lukebakio,be BEL,"FW,MF",25-191,20.1,16,10,6,8,2,6,19,31.6,13,20,5,15,8,24,12,0,Matches
Jonjoe Kenny,eng ENG,DF,26-019,19.3,37,27,19,15,3,18,33,54.5,15,25,6,19,35,72,50,0,Matches
Filip Uremović,hr CRO,DF,26-051,15.2,25,14,17,7,1,10,16,62.5,6,13,10,3,26,51,68,2,Matches
Marco Richter,de GER,"FW,MF",25-130,14.8,36,17,15,14,7,19,39,48.7,20,23,0,23,16,52,19,0,Matches
Wilfried Kanga,ci CIV,FW,25-041,14.2,5,4,2,1,2,2,3,66.7,1,12,3,9,0,5,12,0,Matches
Agustín Rogel,uy URU,DF,25-168,12.3,17,9,12,5,0,10,14,71.4,4,11,4,7,11,28,43,0,Matches
Ivan Šunjić,hr CRO,MF,26-176,11.0,38,20,16,21,1,16,24,66.7,8,17,5,12,13,51,19,1,Matches
Chidera Ejuke,ng NGA,"FW,MF",25-091,8.8,4,3,1,3,0,1,4,25.0,3,3,0,3,2,6,0,0,Matches
Jean-Paul Boëtius,nl NED,MF,29-012,9.5,24,14,15,7,2,6,18,33.3,12,18,1,17,11,35,8,0,Matches
Tolga Ciğerci,tr TUR,MF,31-011,6.0,12,9,6,5,1,7,13,53.8,6,4,2,2,6,18,5,0,Matches
Florian Niederlechner,de GER,FW,32-161,5.5,6,5,1,2,3,2,5,40.0,3,7,0,7,1,7,8,0,Matches
Maximilian Mittelstädt,de GER,DF,26-016,7.1,32,15,24,6,2,13,26,50.0,13,10,1,9,20,52,24,0,Matches
Márton Dárdai,de GER,DF,21-050,5.9,11,7,6,5,0,5,8,62.5,3,4,1,3,6,17,30,1,Matches
Jessic Ngankam,de GER,"FW,MF",22-257,5.8,10,6,5,2,3,3,5,60.0,2,6,1,5,0,10,1,0,Matches
Stevan Jovetić,me MNE,"FW,MF",33-152,5.7,2,1,1,1,0,1,3,33.3,2,1,1,0,0,2,4,0,Matches
Davie Selke,de GER,FW,28-073,3.1,2,1,1,1,0,0,1,0.0,1,3,1,2,1,3,5,0,Matches
Kevin-Prince Boateng,gh GHA,MF,36-028,2.6,6,4,3,2,1,1,6,16.7,5,4,2,2,0,6,4,0,Matches
Derry Scherhant,de GER,FW,20-144,2.1,4,3,2,2,0,2,3,66.7,1,1,0,1,0,4,3,0,Matches
Myziane Maolida,fr FRA,"FW,MF",24-048,1.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches
Peter Pekarík,sk SVK,DF,36-155,1.0,3,3,3,0,0,3,4,75.0,1,6,2,4,1,4,3,0,Matches
Vladimír Darida,cz CZE,MF,32-238,0.3,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
Squad Total,,,26.7,26.0,466,269,238,181,47,201,378,53.2,177,317,94,223,271,737,577,6,
Opponent Total,,,27.4,26.0,497,305,221,225,51,246,460,53.5,214,275,73,202,237,734,485,7,
