Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Oliver Christensen,dk DEN,GK,23-362,25.0,6,0.24,5,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Lucas Tousart,fr FRA,MF,25-324,23.7,39,1.64,28,0,2,5,3,1,4,0.17,2,0,0,0,2,0,Matches
Marc-Oliver Kempf,de GER,DF,28-050,23.3,22,0.95,18,0,1,2,0,1,0,0.0,0,0,0,0,0,0,Matches
Suat Serdar,de GER,MF,25-342,18.7,34,1.82,23,1,4,2,3,1,1,0.05,1,0,0,0,0,0,Matches
Marvin Plattenhardt,de GER,DF,31-052,19.3,48,2.49,18,26,1,0,3,0,6,0.31,3,1,1,0,1,0,Matches
Dodi Lukebakio,be BEL,"FW,MF",25-176,19.1,54,2.82,31,7,9,1,4,2,3,0.16,3,0,0,0,0,0,Matches
Jonjoe Kenny,eng ENG,DF,26-004,18.3,34,1.86,25,4,0,2,1,2,3,0.16,2,0,0,0,1,0,Matches
Marco Richter,de GER,"FW,MF",25-115,14.8,40,2.71,22,5,4,7,1,1,8,0.54,6,0,0,1,1,0,Matches
Filip Uremović,hr CRO,DF,26-036,14.4,7,0.49,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Wilfried Kanga,ci CIV,FW,25-026,13.3,31,2.34,27,0,1,1,2,0,1,0.08,1,0,0,0,0,0,Matches
Agustín Rogel,uy URU,DF,25-153,12.3,5,0.41,4,1,0,0,0,0,1,0.08,0,1,0,0,0,0,Matches
Ivan Šunjić,hr CRO,MF,26-161,11.0,18,1.63,14,1,0,2,1,0,2,0.18,2,0,0,0,0,0,Matches
Chidera Ejuke,ng NGA,"FW,MF",25-076,8.8,34,3.88,26,0,5,1,2,0,5,0.57,5,0,0,0,0,0,Matches
Jean-Paul Boëtius,nl NED,MF,28-362,9.5,23,2.43,17,1,1,1,2,1,0,0.0,0,0,0,0,0,0,Matches
Florian Niederlechner,de GER,FW,32-146,5.3,13,2.45,7,0,1,2,1,2,2,0.38,2,0,0,0,0,0,Matches
Tolga Ciğerci,tr TUR,MF,30-361,5.3,17,3.22,11,3,1,1,0,1,1,0.19,1,0,0,0,0,0,Matches
Maximilian Mittelstädt,de GER,DF,26-001,7.1,19,2.66,12,2,2,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Jessic Ngankam,de GER,"FW,MF",22-242,5.6,10,1.79,4,0,0,3,2,1,2,0.36,1,0,0,1,0,0,Matches
Stevan Jovetić,me MNE,"FW,MF",33-137,5.7,19,3.32,15,0,1,0,3,0,4,0.7,3,0,1,0,0,0,Matches
Márton Dárdai,de GER,DF,21-035,4.9,6,1.22,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Davie Selke,de GER,FW,28-058,3.1,8,2.55,4,0,1,1,2,0,3,0.96,1,0,1,0,1,0,Matches
Derry Scherhant,de GER,FW,20-129,2.1,3,1.44,0,0,2,1,0,0,1,0.48,0,0,1,0,0,0,Matches
Kevin-Prince Boateng,gh GHA,MF,36-013,1.9,5,2.63,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Myziane Maolida,fr FRA,"FW,MF",24-033,1.1,1,0.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Peter Pekarík,sk SVK,DF,36-140,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vladimír Darida,cz CZE,MF,32-223,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.6,25.0,496,19.84,328,53,37,34,31,13,48,1.92,34,2,4,2,6,0,
Opponent Total,,,27.3,25.0,536,21.44,378,59,24,32,35,8,83,3.32,50,9,8,10,6,0,
