Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Oliver Christensen,dk DEN,GK,24-012,26.0,647,979,66.1,19247,15099,112,112,100.0,293,299,98.0,242,563,43.0,0,0.0,0.1,0.0,0,11,0,0,2,Matches
Lucas Tousart,fr FRA,MF,25-339,24.7,426,700,60.9,6937,2615,214,313,68.4,156,225,69.3,35,80,43.8,1,0.8,1.3,0.2,14,61,7,2,76,Matches
Marc-Oliver Kempf,de GER,DF,28-065,24.3,846,1088,77.8,15848,6535,325,375,86.7,427,501,85.2,83,165,50.3,0,0.2,0.5,-0.2,4,48,5,0,67,Matches
Marvin Plattenhardt,de GER,DF,31-067,20.3,622,960,64.8,10840,5348,300,342,87.7,241,362,66.6,68,206,33.0,2,2.9,3.4,-0.9,27,27,6,4,67,Matches
Suat Serdar,de GER,MF,25-357,19.0,364,527,69.1,6526,1874,169,220,76.8,149,197,75.6,42,65,64.6,1,1.1,1.5,-0.1,15,46,9,0,68,Matches
Dodi Lukebakio,be BEL,"FW,MF",25-191,20.1,313,472,66.3,4873,1098,173,236,73.3,84,123,68.3,35,61,57.4,1,2.8,3.5,-1.8,16,12,19,6,30,Matches
Jonjoe Kenny,eng ENG,DF,26-019,19.3,703,965,72.8,13070,6081,278,333,83.5,330,423,78.0,78,155,50.3,1,2.0,1.5,-1.0,15,66,9,7,75,Matches
Filip Uremović,hr CRO,DF,26-051,15.2,451,571,79.0,8538,2438,139,171,81.3,284,319,89.0,24,65,36.9,0,0.3,0.3,-0.3,3,11,2,1,12,Matches
Marco Richter,de GER,"FW,MF",25-130,14.8,337,546,61.7,5907,2155,153,193,79.3,125,193,64.8,42,101,41.6,3,1.9,1.7,1.1,13,29,18,4,51,Matches
Wilfried Kanga,ci CIV,FW,25-041,14.2,143,228,62.7,1755,240,83,123,67.5,39,69,56.5,4,6,66.7,0,1.5,1.3,-1.5,20,6,5,2,10,Matches
Agustín Rogel,uy URU,DF,25-168,12.3,361,472,76.5,7396,2912,97,126,77.0,216,252,85.7,43,79,54.4,1,0.0,0.1,1.0,1,10,0,0,19,Matches
Ivan Šunjić,hr CRO,MF,26-176,11.0,270,361,74.8,4449,1498,144,172,83.7,92,118,78.0,24,45,53.3,0,0.2,0.4,-0.2,4,34,4,0,30,Matches
Chidera Ejuke,ng NGA,"FW,MF",25-091,8.8,210,265,79.2,3133,683,118,139,84.9,63,77,81.8,19,24,79.2,3,1.1,0.8,1.9,8,26,9,0,36,Matches
Jean-Paul Boëtius,nl NED,MF,29-012,9.5,248,340,72.9,4285,1626,108,136,79.4,94,121,77.7,31,51,60.8,0,0.7,0.8,-0.7,13,29,9,0,47,Matches
Tolga Ciğerci,tr TUR,MF,31-011,6.0,268,336,79.8,4467,1255,119,137,86.9,123,150,82.0,20,34,58.8,1,0.3,0.5,0.7,5,21,2,1,26,Matches
Florian Niederlechner,de GER,FW,32-161,5.5,56,83,67.5,839,106,31,39,79.5,20,27,74.1,3,6,50.0,0,0.1,0.3,-0.1,2,7,1,0,7,Matches
Maximilian Mittelstädt,de GER,DF,26-016,7.1,273,401,68.1,4139,1937,157,179,87.7,91,140,65.0,18,62,29.0,0,0.7,0.9,-0.7,9,22,7,4,28,Matches
Márton Dárdai,de GER,DF,21-050,5.9,148,240,61.7,3004,1335,47,62,75.8,79,108,73.1,21,64,32.8,0,0.2,0.1,-0.2,3,11,0,0,16,Matches
Jessic Ngankam,de GER,"FW,MF",22-257,5.8,44,70,62.9,480,97,32,40,80.0,7,13,53.8,1,4,25.0,0,0.3,0.3,-0.3,5,4,3,0,4,Matches
Stevan Jovetić,me MNE,"FW,MF",33-152,5.7,123,197,62.4,2131,887,62,95,65.3,43,64,67.2,14,19,73.7,2,0.9,0.4,1.1,9,25,6,1,27,Matches
Davie Selke,de GER,FW,28-073,3.1,41,68,60.3,456,160,25,33,75.8,9,16,56.3,0,1,0.0,1,0.9,0.6,0.1,4,5,0,0,5,Matches
Kevin-Prince Boateng,gh GHA,MF,36-028,2.6,116,151,76.8,1980,573,57,68,83.8,46,58,79.3,12,16,75.0,0,0.1,0.2,-0.1,2,11,2,0,15,Matches
Derry Scherhant,de GER,FW,20-144,2.1,18,26,69.2,198,36,8,11,72.7,6,10,60.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,1,Matches
Myziane Maolida,fr FRA,"FW,MF",24-048,1.1,8,15,53.3,129,30,4,7,57.1,3,6,50.0,1,1,100.0,0,0.2,0.5,-0.2,1,1,0,0,0,Matches
Peter Pekarík,sk SVK,DF,36-155,1.0,28,38,73.7,455,179,14,16,87.5,13,17,76.5,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,3,Matches
Vladimír Darida,cz CZE,MF,32-238,0.3,8,12,66.7,101,6,5,6,83.3,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,26.7,26.0,7072,10111,69.9,131183,56803,2974,3684,80.7,3035,3891,78.0,861,1878,45.8,17,19.2,20.9,-2.2,194,523,123,32,722,
Opponent Total,,,27.4,26.0,10353,13588,76.2,185323,69385,4457,5228,85.3,4465,5315,84.0,1111,2207,50.3,36,29.7,26.8,6.3,245,713,212,54,918,
