Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Diogo Costa,pt POR,GK,23-199,25.0,978,765,209,49,1,4,0,0,0,0,0,0,768,4,0,Matches
Mehdi Taremi,ir IRN,FW,30-262,22.3,634,602,25,2,13,4,9,8,2,0,0,0,473,7,20,Matches
Mateus Uribe,co COL,MF,32-016,21.1,1348,1265,76,43,9,8,22,28,5,2,3,0,1123,7,18,Matches
Pepê,br BRA,"MF,DF",26-041,21.4,935,850,74,16,7,7,40,54,3,1,1,0,710,11,25,Matches
Otávio,pt POR,"MF,FW",28-056,18.4,1199,1038,147,74,32,6,71,25,35,11,15,1,933,14,28,Matches
Iván Marcano,es ESP,DF,35-287,17.7,1113,1057,55,40,1,9,0,5,0,0,0,0,1000,1,5,Matches
Wendell,br BRA,DF,29-260,14.1,913,763,148,26,1,3,58,94,28,15,7,0,773,2,14,Matches
João Mário Lopes,pt POR,DF,23-093,13.1,680,570,110,7,5,2,54,101,2,2,0,0,541,0,20,Matches
Pepe,pt POR,DF,40-039,14.2,892,845,44,40,0,17,1,3,0,0,0,0,774,3,6,Matches
Galeno,br BRA,"MF,FW",25-166,15.0,518,471,46,4,7,3,28,37,5,0,0,0,386,1,20,Matches
Stephen Eustáquio,ca CAN,MF,26-106,13.2,720,661,57,21,4,4,43,7,29,19,2,0,577,2,9,Matches
Fábio Cardoso,pt POR,DF,28-352,12.9,859,838,20,13,1,3,2,1,0,0,0,0,783,1,1,Matches
Evanilson,br BRA,FW,23-182,10.8,247,235,12,0,5,2,3,4,0,0,0,0,191,0,9,Matches
Marko Grujić,rs SRB,MF,26-358,9.9,555,546,6,6,1,5,4,0,0,0,0,0,472,3,4,Matches
Zaidu Sanusi,ng NGA,DF,25-297,11.4,617,497,119,10,1,0,46,97,12,9,1,0,463,1,11,Matches
Toni Martínez,es ESP,FW,25-280,10.0,147,139,5,0,1,2,6,1,0,0,0,0,90,3,1,Matches
David Carmo,pt POR,DF,23-261,7.0,416,405,11,9,0,2,0,2,0,0,0,0,343,0,7,Matches
Rodrigo Conceição,pt POR,DF,23-094,5.8,313,246,67,5,1,2,24,62,0,0,0,0,256,0,6,Matches
André Franco,pt POR,"MF,FW",24-359,5.6,261,230,29,11,3,2,25,4,14,11,1,0,210,2,7,Matches
Danny Loader,eng ENG,"MF,FW",22-221,4.3,128,124,3,0,3,0,8,0,0,0,0,0,105,1,1,Matches
Bruno Xavier Almeida Costa,pt POR,MF,25-352,2.9,153,129,23,10,2,0,18,1,12,5,6,0,116,1,5,Matches
Gabriel Veron,br BRA,"FW,MF",20-215,3.7,113,109,3,0,3,1,9,1,1,0,1,0,82,1,4,Matches
Cláudio Ramos,pt POR,GK,31-141,1.0,23,17,6,1,0,0,0,0,0,0,0,0,23,0,0,Matches
Wilson Manafá,pt POR,DF,28-257,0.9,65,56,9,0,0,0,2,9,0,0,0,0,54,0,3,Matches
Bernardo Folha,pt POR,"MF,FW",21-014,0.6,25,23,0,0,0,0,0,0,0,0,0,0,21,2,0,Matches
Gonçalo Borges,pt POR,"FW,MF",22-008,1.3,44,43,1,0,0,0,13,1,0,0,0,0,24,0,2,Matches
Vasco Sousa,pt POR,MF,20-003,0.0,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Abraham Marcus,ng NGA,FW,23-094,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,27.9,26.0,13906,12534,1305,387,101,86,486,545,148,75,37,1,11297,67,226,
Opponent Total,,,26.6,26.0,10273,8797,1440,431,27,115,404,538,101,55,22,0,7724,36,216,
