Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Diogo Costa,pt POR,GK,23-181,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mehdi Taremi,ir IRN,FW,30-244,20.5,13,60,25,41.7,2.93,1.22,0.18,0.44,15.9,2,2,3,10.1,7.7,0.13,2.9,3.3,Matches
Mateus Uribe,co COL,MF,31-363,19.2,2,19,4,21.1,0.99,0.21,0.05,0.25,19.2,1,1,1,2.9,2.1,0.11,-0.9,-1.1,Matches
Pepê,br BRA,"MF,DF",26-023,19.4,4,26,7,26.9,1.34,0.36,0.15,0.57,20.8,0,0,0,4.2,4.2,0.16,-0.2,-0.2,Matches
Otávio,pt POR,"MF,FW",28-038,16.4,4,26,9,34.6,1.58,0.55,0.15,0.44,17.0,2,0,0,2.7,2.7,0.11,1.3,1.3,Matches
Iván Marcano,es ESP,DF,35-269,15.7,3,11,3,27.3,0.7,0.19,0.27,1.0,8.9,0,0,0,1.7,1.6,0.14,1.3,1.4,Matches
João Mário Lopes,pt POR,DF,23-075,13.1,1,10,2,20.0,0.77,0.15,0.1,0.5,17.6,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Pepe,pt POR,DF,40-021,14.2,0,5,1,20.0,0.35,0.07,0.0,0.0,17.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Wendell,br BRA,DF,29-242,12.6,1,8,2,25.0,0.63,0.16,0.13,0.5,20.5,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
Stephen Eustáquio,ca CAN,MF,26-088,12.6,2,16,4,25.0,1.27,0.32,0.13,0.5,20.3,2,0,0,1.3,1.3,0.08,0.7,0.7,Matches
Galeno,br BRA,"MF,FW",25-148,13.7,8,51,22,43.1,3.73,1.61,0.14,0.32,19.0,0,1,1,8.3,7.5,0.15,-0.3,-0.5,Matches
Evanilson,br BRA,FW,23-164,9.8,6,26,9,34.6,2.66,0.92,0.23,0.67,11.9,0,0,0,7.5,7.5,0.29,-1.5,-1.5,Matches
Fábio Cardoso,pt POR,DF,28-334,10.9,1,8,2,25.0,0.73,0.18,0.13,0.5,12.2,0,0,0,0.8,0.8,0.1,0.2,0.2,Matches
Zaidu Sanusi,ng NGA,DF,25-279,10.9,0,6,1,16.7,0.55,0.09,0.0,0.0,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Marko Grujić,rs SRB,MF,26-340,9.5,1,14,3,21.4,1.47,0.32,0.07,0.33,16.1,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
Toni Martínez,es ESP,FW,25-262,9.0,4,43,18,41.9,4.79,2.0,0.09,0.22,13.6,0,0,0,5.3,5.3,0.12,-1.3,-1.3,Matches
David Carmo,pt POR,DF,23-243,7.0,0,4,1,25.0,0.57,0.14,0.0,0.0,7.6,0,0,0,0.9,0.9,0.23,-0.9,-0.9,Matches
André Franco,pt POR,"MF,FW",24-341,5.4,2,8,4,50.0,1.48,0.74,0.25,0.5,15.9,1,0,0,1.9,1.9,0.24,0.1,0.1,Matches
Rodrigo Conceição,pt POR,DF,23-076,5.3,0,1,0,0.0,0.19,0.0,0.0,,32.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Danny Loader,eng ENG,"MF,FW",22-203,4.0,1,11,5,45.5,2.75,1.25,0.09,0.2,17.2,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
Bruno Xavier Almeida Costa,pt POR,MF,25-334,2.9,0,5,2,40.0,1.7,0.68,0.0,0.0,18.4,1,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches
Gabriel Veron,br BRA,"FW,MF",20-197,3.5,0,13,6,46.2,3.74,1.73,0.0,0.0,16.5,0,0,0,1.1,1.1,0.09,-1.1,-1.1,Matches
Bernardo Folha,pt POR,"MF,FW",20-361,0.6,0,2,0,0.0,3.4,0.0,0.0,,13.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Gonçalo Borges,pt POR,"FW,MF",21-355,1.3,0,6,2,33.3,4.78,1.59,0.0,0.0,19.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Wilson Manafá,pt POR,DF,28-239,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vasco Sousa,pt POR,MF,19-350,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.8,24.0,53,379,132,34.8,15.79,5.5,0.13,0.37,16.6,9,4,5,51.5,48.1,0.13,1.5,0.9,
Opponent Total,,,26.5,24.0,16,211,58,27.5,8.79,2.42,0.06,0.22,20.1,16,3,3,20.9,18.6,0.09,-4.9,-5.6,
