Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Diogo Costa,pt POR,GK,23-181,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Mehdi Taremi,ir IRN,FW,30-244,24,22,1845.0,20.5,13.0,6.0,19.0,11.0,2.0,3.0,4.0,0.0,10.1,7.7,5.1,12.8,42.0,62.0,132.0,0.63,0.29,0.93,0.54,0.83,0.49,0.25,0.74,0.38,0.62,Matches
Mateus Uribe,co COL,MF,31-363,22,21,1728.0,19.2,2.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0,2.9,2.1,1.1,3.2,11.0,156.0,25.0,0.1,0.0,0.1,0.05,0.05,0.15,0.06,0.21,0.11,0.17,Matches
Pepê,br BRA,"MF,DF",26-023,24,18,1743.0,19.4,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,4.2,4.2,3.8,8.0,66.0,85.0,111.0,0.21,0.26,0.46,0.21,0.46,0.22,0.2,0.41,0.22,0.41,Matches
Otávio,pt POR,"MF,FW",28-038,18,16,1479.0,16.4,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,2.7,2.7,4.4,7.2,43.0,156.0,76.0,0.24,0.3,0.55,0.24,0.55,0.17,0.27,0.44,0.17,0.44,Matches
Iván Marcano,es ESP,DF,35-269,16,16,1410.0,15.7,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.7,1.6,0.1,1.7,5.0,61.0,2.0,0.19,0.0,0.19,0.19,0.19,0.11,0.01,0.12,0.1,0.11,Matches
João Mário Lopes,pt POR,DF,23-075,17,15,1175.0,13.1,1.0,4.0,5.0,1.0,0.0,0.0,3.0,1.0,0.7,0.7,3.1,3.8,47.0,49.0,108.0,0.08,0.31,0.38,0.08,0.38,0.05,0.24,0.29,0.05,0.29,Matches
Pepe,pt POR,DF,40-021,16,14,1274.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.4,5.0,66.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches
Wendell,br BRA,DF,29-242,16,14,1138.0,12.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,1.3,1.7,40.0,36.0,55.0,0.08,0.08,0.16,0.08,0.16,0.03,0.1,0.13,0.03,0.13,Matches
Stephen Eustáquio,ca CAN,MF,26-088,20,13,1138.0,12.6,2.0,5.0,7.0,2.0,0.0,0.0,4.0,1.0,1.3,1.3,4.2,5.5,5.0,84.0,25.0,0.16,0.4,0.55,0.16,0.55,0.1,0.33,0.43,0.1,0.43,Matches
Galeno,br BRA,"MF,FW",25-148,21,12,1229.0,13.7,8.0,2.0,10.0,7.0,1.0,1.0,4.0,0.0,8.3,7.5,2.5,10.1,84.0,28.0,171.0,0.59,0.15,0.73,0.51,0.66,0.61,0.19,0.79,0.55,0.74,Matches
Evanilson,br BRA,FW,23-164,15,12,881.0,9.8,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,7.5,7.5,2.0,9.5,9.0,16.0,56.0,0.61,0.51,1.12,0.61,1.12,0.77,0.2,0.97,0.77,0.97,Matches
