Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Diogo Costa,pt POR,GK,23-181,24.0,1,0,0,0,3,0,0,0,0,0,0,0,27,5,0,100.0,Matches
Mehdi Taremi,ir IRN,FW,30-244,20.5,4,0,0,24,32,15,8,7,9,1,0,0,58,42,46,47.7,Matches
Mateus Uribe,co COL,MF,31-363,19.2,5,1,1,36,17,0,21,39,35,0,1,0,189,39,15,72.2,Matches
Pepê,br BRA,"MF,DF",26-023,19.4,1,0,0,14,44,2,35,29,16,0,0,0,131,13,14,48.1,Matches
Otávio,pt POR,"MF,FW",28-038,16.4,2,0,0,27,49,2,63,9,29,0,0,0,114,19,16,54.3,Matches
Iván Marcano,es ESP,DF,35-269,15.7,5,0,0,14,5,3,0,14,6,0,0,0,82,36,16,69.2,Matches
João Mário Lopes,pt POR,DF,23-075,13.1,3,1,0,20,18,0,54,10,11,0,0,0,61,9,9,50.0,Matches
Pepe,pt POR,DF,40-021,14.2,4,0,0,11,13,2,1,16,24,0,1,1,90,30,16,65.2,Matches
Wendell,br BRA,DF,29-242,12.6,3,0,0,18,17,1,50,14,18,0,0,0,65,12,8,60.0,Matches
Stephen Eustáquio,ca CAN,MF,26-088,12.6,4,1,1,22,7,3,42,13,17,0,0,0,63,15,14,51.7,Matches
Galeno,br BRA,"MF,FW",25-148,13.7,4,0,0,21,34,1,26,15,8,1,0,0,64,27,13,67.5,Matches
Evanilson,br BRA,FW,23-164,9.8,1,0,0,19,18,5,3,4,10,0,0,0,33,17,18,48.6,Matches
Fábio Cardoso,pt POR,DF,28-334,10.9,3,0,0,8,5,0,1,12,3,0,0,0,51,27,10,73.0,Matches
Zaidu Sanusi,ng NGA,DF,25-279,10.9,3,0,0,13,4,5,43,11,7,0,1,0,64,19,8,70.4,Matches
Marko Grujić,rs SRB,MF,26-340,9.5,4,0,0,31,8,0,4,16,13,0,0,0,68,41,19,68.3,Matches
Toni Martínez,es ESP,FW,25-262,9.0,0,0,0,15,8,13,6,1,10,0,0,0,21,42,27,60.9,Matches
David Carmo,pt POR,DF,23-243,7.0,1,0,0,12,2,0,0,10,3,0,0,0,28,14,7,66.7,Matches
André Franco,pt POR,"MF,FW",24-341,5.4,1,0,0,5,9,0,23,3,4,0,0,0,18,4,5,44.4,Matches
Rodrigo Conceição,pt POR,DF,23-076,5.3,0,0,0,6,12,1,24,7,12,0,0,0,32,6,7,46.2,Matches
Danny Loader,eng ENG,"MF,FW",22-203,4.0,1,0,0,17,8,1,7,2,6,0,0,0,21,10,14,41.7,Matches
Bruno Xavier Almeida Costa,pt POR,MF,25-334,2.9,0,0,0,4,1,0,18,2,4,0,0,0,15,2,2,50.0,Matches
Gabriel Veron,br BRA,"FW,MF",20-197,3.5,1,0,0,11,6,4,9,2,5,0,0,0,15,2,6,25.0,Matches
Bernardo Folha,pt POR,"MF,FW",20-361,0.6,2,1,1,2,2,0,0,0,0,0,0,0,4,0,0,,Matches
Gonçalo Borges,pt POR,"FW,MF",21-355,1.3,0,0,0,3,2,1,13,0,2,0,0,0,9,1,0,100.0,Matches
Wilson Manafá,pt POR,DF,28-239,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
Vasco Sousa,pt POR,MF,19-350,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,27.8,24.0,54,4,3,353,324,59,451,236,252,2,3,1,1326,432,291,59.8,
Opponent Total,,,26.5,24.0,99,9,7,341,342,28,363,227,205,2,5,2,1149,291,432,40.2,
