Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Juan Musso,ar ARG,GK,28-332,21.1,23,2,0,3,2,18.2,0.21,-2.8,-0.13,101,246,41.1,509,142,31.8,31.7,139,60.4,47.5,239,14,5.9,22,1.04,15.5,Matches
Marco Sportiello,it ITA,GK,30-328,6.9,9,0,1,2,0,7.8,0.3,-1.2,-0.17,31,77,40.3,181,45,19.3,28.5,61,68.9,48.9,86,7,8.1,14,2.02,19.9,Matches
Squad Total,,,27.0,28.0,32,2,1,5,2,26.0,0.23,-4.0,-0.14,132,323,40.9,690,187,28.6,30.9,200,63.0,47.9,325,21,6.5,36,1.29,16.9,
Opponent Total,,,27.2,28.0,47,6,0,2,1,46.2,0.29,0.2,0.01,160,470,34.0,970,129,39.3,35.9,209,42.6,39.2,379,15,4.0,39,1.39,15.8,
