Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Marten de Roon,nl NED,MF,32-005,22.9,5,0,0,29,18,0,10,27,24,0,0,0,154,39,21,65.0,Matches
Teun Koopmeiners,nl NED,MF,25-034,22.8,5,0,0,31,19,1,103,16,19,0,0,0,137,25,18,58.1,Matches
Rafael Tolói,it ITA,DF,32-175,21.9,5,0,0,21,15,3,21,46,28,0,1,0,171,30,21,58.8,Matches
Juan Musso,ar ARG,GK,28-332,21.1,1,0,0,0,5,0,0,0,1,0,0,1,18,1,0,100.0,Matches
Ademola Lookman,ng NGA,"FW,MF",25-165,17.6,3,0,0,19,33,10,37,3,3,1,0,0,80,3,11,21.4,Matches
Giorgio Scalvini,it ITA,DF,19-113,17.4,6,0,0,39,4,6,7,34,20,0,0,0,125,30,18,62.5,Matches
Éderson,br BRA,MF,23-270,17.1,3,0,0,22,31,0,12,24,31,0,1,0,131,14,17,45.2,Matches
Hans Hateboer,nl NED,DF,29-084,15.5,7,0,0,19,3,1,23,12,13,0,0,0,50,24,14,63.2,Matches
Joakim Mæhle,dk DEN,"DF,MF",25-318,15.7,3,1,0,15,13,4,27,14,11,0,0,0,100,3,9,25.0,Matches
Mario Pašalić,hr CRO,"MF,FW",28-053,13.9,3,0,0,21,14,1,3,14,9,0,0,0,67,29,22,56.9,Matches
Merih Demiral,tr TUR,DF,25-029,16.1,5,0,0,13,12,1,2,22,25,0,0,0,113,49,29,62.8,Matches
Rasmus Højlund,dk DEN,FW,20-058,14.6,1,0,0,12,23,4,4,0,3,2,0,0,47,23,42,35.4,Matches
Duván Zapata,co COL,FW,32-002,10.0,1,0,0,10,25,5,19,1,1,1,0,0,24,30,29,50.8,Matches
Berat Djimsiti,al ALB,DF,30-043,10.4,2,0,0,6,4,0,0,19,12,0,0,0,64,25,17,59.5,Matches
Caleb Okoli,it ITA,DF,21-264,9.4,3,0,0,13,7,0,1,26,17,0,0,0,59,40,23,63.5,Matches
Matteo Ruggeri,it ITA,"DF,MF",20-266,9.2,3,0,0,10,5,0,38,12,12,0,0,0,57,13,6,68.4,Matches
Luis Muriel,co COL,FW,31-352,9.1,2,2,1,12,12,2,63,2,3,1,0,0,26,9,22,29.0,Matches
Davide Zappacosta,it ITA,"DF,MF",30-296,6.9,3,0,0,10,5,1,29,5,9,0,0,0,36,0,3,0.0,Matches
José Luis Palomino,ar ARG,DF,33-088,6.6,1,0,0,6,5,0,3,24,6,0,0,1,63,23,11,67.6,Matches
Brandon Soppy,fr FRA,DF,21-041,6.3,2,0,0,14,18,2,14,2,4,1,0,0,44,2,2,50.0,Matches
Marco Sportiello,it ITA,GK,30-328,6.9,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,100.0,Matches
Jeremie Boga,ci CIV,"MF,FW",26-090,7.0,0,0,0,4,13,0,43,1,4,0,0,0,27,5,4,55.6,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",29-334,6.1,2,0,0,10,11,0,23,5,8,0,0,0,57,5,7,41.7,Matches
Nadir Zortea,it ITA,"DF,MF",23-288,2.5,1,0,0,4,0,0,10,0,5,0,0,0,14,5,1,83.3,Matches
Lukáš Vorlický,cz CZE,"MF,FW",21-075,0.3,0,0,0,0,0,0,1,1,0,0,0,0,5,2,2,50.0,Matches
Squad Total,,,27.0,28.0,67,3,1,340,296,41,493,310,268,6,2,2,1682,430,349,55.2,
Opponent Total,,,27.2,28.0,66,0,0,314,318,33,426,276,349,1,8,1,1675,349,430,44.8,
