Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Teun Koopmeiners,nl NED,MF,25-019,22.8,965,1291,74.7,17635,6995,407,470,86.6,405,507,79.9,118,244,48.4,3,3.0,4.2,0.0,36,122,35,9,146,Matches
Marten de Roon,nl NED,MF,31-355,21.9,1038,1256,82.6,19021,5715,429,480,89.4,482,559,86.2,107,164,65.2,1,0.4,0.8,0.6,10,96,12,0,103,Matches
Rafael Tolói,it ITA,DF,32-160,21.1,917,1149,79.8,16595,6240,398,440,90.5,418,485,86.2,91,186,48.9,1,1.0,0.8,0.0,14,90,10,2,113,Matches
Juan Musso,ar ARG,GK,28-317,20.1,464,619,75.0,13111,9142,85,85,100.0,215,217,99.1,161,311,51.8,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
Ademola Lookman,ng NGA,"FW,MF",25-150,17.1,433,575,75.3,5974,1782,245,287,85.4,131,173,75.7,21,39,53.8,4,5.9,4.7,-1.9,33,26,28,4,65,Matches
Giorgio Scalvini,it ITA,DF,19-098,16.4,733,916,80.0,12075,5250,378,428,88.3,279,325,85.8,59,119,49.6,0,0.1,0.6,-0.1,4,89,11,2,106,Matches
Hans Hateboer,nl NED,DF,29-069,15.5,560,702,79.8,8088,2850,339,376,90.2,173,223,77.6,31,60,51.7,1,1.5,1.4,-0.5,13,28,16,7,55,Matches
Éderson,br BRA,MF,23-255,16.1,594,736,80.7,10391,2984,259,294,88.1,247,288,85.8,62,90,68.9,0,1.5,1.6,-1.5,14,52,12,3,61,Matches
Joakim Mæhle,dk DEN,"DF,MF",25-303,15.4,801,984,81.4,10963,3680,519,574,90.4,223,273,81.7,29,59,49.2,1,1.9,2.0,-0.9,25,50,31,6,96,Matches
Merih Demiral,tr TUR,DF,25-014,16.0,517,604,85.6,9711,2718,189,209,90.4,267,301,88.7,53,82,64.6,0,0.5,0.5,-0.5,4,13,1,1,26,Matches
Rasmus Højlund,dk DEN,FW,20-043,14.2,236,320,73.8,2945,479,148,188,78.7,51,66,77.3,12,14,85.7,1,1.3,1.0,-0.3,20,16,11,1,32,Matches
Mario Pašalić,hr CRO,"MF,FW",28-038,13.4,386,472,81.8,6246,1571,196,228,86.0,140,161,87.0,36,53,67.9,2,1.7,1.2,0.3,11,37,15,1,61,Matches
Berat Djimsiti,al ALB,DF,30-028,10.4,535,619,86.4,8626,2966,277,298,93.0,223,244,91.4,27,57,47.4,0,0.0,0.1,0.0,1,23,1,0,26,Matches
Duván Zapata,co COL,FW,31-352,9.3,180,273,65.9,2771,561,102,138,73.9,60,87,69.0,14,26,53.8,1,0.8,0.8,0.2,12,12,10,2,28,Matches
Caleb Okoli,it ITA,DF,21-249,9.4,297,387,76.7,5230,2068,127,155,81.9,134,164,81.7,27,43,62.8,0,0.0,0.0,0.0,0,9,1,0,13,Matches
Luis Muriel,co COL,FW,31-337,8.6,228,370,61.6,3908,1244,113,154,73.4,77,111,69.4,27,70,38.6,2,2.8,3.0,-0.8,24,15,25,4,50,Matches
Matteo Ruggeri,it ITA,"DF,MF",20-251,8.2,437,542,80.6,6982,2869,231,262,88.2,164,203,80.8,30,48,62.5,1,0.9,0.8,0.1,10,33,11,6,48,Matches
Brandon Soppy,fr FRA,DF,21-026,6.3,212,279,76.0,3095,1286,118,134,88.1,79,106,74.5,9,21,42.9,3,1.3,1.0,1.7,9,23,7,2,30,Matches
Davide Zappacosta,it ITA,"DF,MF",30-281,6.2,339,405,83.7,4744,1641,205,221,92.8,110,139,79.1,13,19,68.4,1,1.0,0.9,0.0,7,22,9,7,32,Matches
Marco Sportiello,it ITA,GK,30-313,6.9,194,242,80.2,5332,3655,32,32,100.0,107,109,98.2,55,101,54.5,0,0.0,0.0,0.0,0,1,0,0,2,Matches
José Luis Palomino,ar ARG,DF,33-073,5.6,307,370,83.0,5884,2283,112,128,87.5,157,174,90.2,37,54,68.5,0,0.3,0.3,-0.3,2,17,3,1,22,Matches
Jeremie Boga,ci CIV,"MF,FW",26-075,6.5,281,352,79.8,4453,1091,156,184,84.8,76,92,82.6,31,46,67.4,5,2.2,2.2,2.8,28,16,17,4,40,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",29-319,6.1,248,332,74.7,4851,1645,106,123,86.2,97,121,80.2,39,64,60.9,2,2.0,1.3,0.0,13,36,15,0,50,Matches
Nadir Zortea,it ITA,"DF,MF",23-273,2.5,60,98,61.2,937,602,31,38,81.6,22,35,62.9,5,13,38.5,0,0.6,0.2,-0.6,3,3,3,1,9,Matches
Lukáš Vorlický,cz CZE,"MF,FW",21-060,0.3,19,31,61.3,271,44,13,16,81.3,3,9,33.3,2,3,66.7,0,0.0,0.0,0.0,0,1,1,0,3,Matches
Squad Total,,,26.9,27.0,10981,13924,78.9,189839,71361,5215,5942,87.8,4340,5172,83.9,1096,1986,55.2,29,30.5,29.6,-1.5,294,830,285,63,1217,
Opponent Total,,,27.1,27.0,10620,13551,78.4,187240,71080,4795,5450,88.0,4306,5108,84.3,1166,2136,54.6,23,22.3,20.6,0.7,244,782,193,49,939,
