Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Marten de Roon,nl NED,MF,32-008,22.9,2,14,4,28.6,0.61,0.17,0.14,0.5,19.5,0,0,0,0.9,0.9,0.06,1.1,1.1,Matches
Teun Koopmeiners,nl NED,MF,25-037,22.8,6,39,16,41.0,1.71,0.7,0.1,0.25,22.8,5,2,4,5.8,2.5,0.06,0.2,1.5,Matches
Rafael Tolói,it ITA,DF,32-178,21.9,1,23,7,30.4,1.05,0.32,0.04,0.14,12.2,0,0,0,2.4,2.4,0.1,-1.4,-1.4,Matches
Juan Musso,ar ARG,GK,28-335,21.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ademola Lookman,ng NGA,"FW,MF",25-168,17.6,13,46,21,45.7,2.62,1.2,0.22,0.48,15.5,1,3,3,8.9,6.5,0.14,4.1,3.5,Matches
Giorgio Scalvini,it ITA,DF,19-116,17.4,2,12,4,33.3,0.69,0.23,0.17,0.5,11.5,0,0,0,1.1,1.1,0.09,0.9,0.9,Matches
Éderson,br BRA,MF,23-273,17.1,1,26,6,23.1,1.52,0.35,0.04,0.17,22.1,0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches
Hans Hateboer,nl NED,DF,29-087,15.5,1,12,4,33.3,0.77,0.26,0.08,0.25,10.5,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
Joakim Mæhle,dk DEN,"DF,MF",25-321,15.7,2,20,5,25.0,1.27,0.32,0.1,0.4,17.0,0,0,0,2.8,2.8,0.14,-0.8,-0.8,Matches
Mario Pašalić,hr CRO,"MF,FW",28-056,13.9,2,21,4,19.0,1.51,0.29,0.1,0.5,10.9,0,0,0,3.9,3.9,0.19,-1.9,-1.9,Matches
Merih Demiral,tr TUR,DF,25-032,16.1,1,6,1,16.7,0.37,0.06,0.17,1.0,13.7,0,0,0,0.7,0.7,0.12,0.3,0.3,Matches
Rasmus Højlund,dk DEN,FW,20-061,14.6,7,36,19,52.8,2.47,1.3,0.19,0.37,12.8,0,0,0,6.8,6.8,0.19,0.2,0.2,Matches
Duván Zapata,co COL,FW,32-005,10.0,1,28,6,21.4,2.81,0.6,0.04,0.17,15.8,0,0,0,2.6,2.6,0.09,-1.6,-1.6,Matches
Berat Djimsiti,al ALB,DF,30-046,10.4,0,3,0,0.0,0.29,0.0,0.0,,6.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
Caleb Okoli,it ITA,DF,21-267,9.4,0,5,2,40.0,0.53,0.21,0.0,0.0,11.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Matteo Ruggeri,it ITA,"DF,MF",20-269,9.2,0,10,1,10.0,1.09,0.11,0.0,0.0,16.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Luis Muriel,co COL,FW,31-355,9.1,1,16,5,31.3,1.76,0.55,0.0,0.0,21.0,3,1,1,1.5,0.8,0.05,-0.5,-0.8,Matches
Davide Zappacosta,it ITA,"DF,MF",30-299,6.9,1,10,2,20.0,1.45,0.29,0.1,0.5,16.7,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
José Luis Palomino,ar ARG,DF,33-091,6.6,1,4,2,50.0,0.61,0.3,0.25,0.5,13.3,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
Brandon Soppy,fr FRA,DF,21-044,6.3,0,6,2,33.3,0.95,0.32,0.0,0.0,19.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Marco Sportiello,it ITA,GK,30-331,6.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jeremie Boga,ci CIV,"MF,FW",26-093,7.0,2,12,3,25.0,1.71,0.43,0.17,0.67,19.6,2,0,0,1.8,1.8,0.15,0.2,0.2,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",29-337,6.1,1,19,6,31.6,3.09,0.98,0.05,0.17,25.6,0,0,0,0.6,0.6,0.03,0.4,0.4,Matches
Nadir Zortea,it ITA,"DF,MF",23-291,2.5,1,4,3,75.0,1.62,1.22,0.25,0.33,20.4,0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
Lukáš Vorlický,cz CZE,"MF,FW",21-078,0.3,0,1,1,100.0,3.75,3.75,0.0,0.0,24.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Squad Total,,,27.0,28.0,46,373,124,33.2,13.32,4.43,0.11,0.32,16.9,11,6,8,44.9,38.4,0.1,1.1,1.6,
Opponent Total,,,27.2,28.0,30,332,103,31.0,11.86,3.68,0.08,0.27,19.2,12,2,2,29.5,28.0,0.08,0.5,0.0,
