Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Gianluigi Donnarumma,it ITA,GK,24-022,27.0,740,664,735,6,0,0,740,0,0,,0,,515,2332,1449,0,0,0,0,0,330,0,Matches
Marquinhos,br BRA,DF,28-309,22.1,1750,213,737,950,68,29,1750,0,0,,0,,1429,6945,3632,4,14,2,7,5,1338,9,Matches
Lionel Messi,ar ARG,"FW,MF",35-268,21.5,1615,3,61,779,794,124,1615,139,75,54.0,53,38.1,1393,8033,3625,85,91,31,34,52,1392,168,Matches
Sergio Ramos,es ESP,DF,36-354,21.0,1885,190,716,1048,129,17,1885,13,5,38.5,5,38.5,1568,7740,3711,11,16,3,5,5,1471,7,Matches
Kylian Mbappé,fr FRA,FW,24-089,20.3,1118,5,23,352,757,206,1114,136,47,34.6,76,55.9,994,6541,3225,120,88,62,41,25,983,313,Matches
Vitinha,pt POR,MF,23-034,18.3,1502,31,230,917,366,24,1502,37,19,51.4,13,35.1,1292,6921,3284,39,46,4,20,24,1228,58,Matches
Marco Verratti,it ITA,MF,30-134,16.8,1850,52,370,1170,332,15,1850,42,23,54.8,12,28.6,1551,7645,3848,31,54,5,14,26,1471,28,Matches
Neymar,br BRA,"MF,FW",31-042,17.2,1470,3,124,774,591,73,1468,96,38,39.6,46,47.9,1289,7565,3392,69,77,12,50,37,1260,127,Matches
Achraf Hakimi,ma MAR,"DF,MF",24-135,16.8,1211,31,248,488,491,61,1211,50,20,40.0,22,44.0,961,5470,3044,67,54,18,16,17,899,178,Matches
Danilo Pereira,pt POR,"DF,MF",31-191,16.2,1298,109,372,841,94,19,1298,6,4,66.7,2,33.3,1047,5372,2717,14,16,1,8,6,964,6,Matches
Fabián Ruiz Peña,es ESP,MF,26-350,14.1,1251,27,279,746,232,28,1251,18,9,50.0,9,50.0,1059,4511,2059,18,13,3,17,12,988,53,Matches
Nuno Mendes,pt POR,"DF,MF",20-273,13.1,835,33,178,303,365,47,835,45,16,35.6,26,57.8,639,3550,1716,40,24,15,26,14,581,163,Matches
Nordi Mukiele,fr FRA,DF,25-138,12.6,801,50,236,387,189,29,801,24,6,25.0,12,50.0,588,3067,1363,19,10,3,12,12,548,57,Matches
Juan Bernat,es ESP,DF,30-018,12.1,769,35,204,370,201,38,769,26,13,50.0,12,46.2,594,2951,1303,17,15,8,6,6,553,96,Matches
Carlos Soler,es ESP,MF,26-076,9.4,536,7,73,268,199,21,536,8,3,37.5,2,25.0,449,2078,866,17,22,1,11,11,428,46,Matches
Presnel Kimpembe,fr FRA,DF,27-218,8.1,567,59,203,327,39,7,567,3,2,66.7,0,0.0,430,2001,1090,4,8,0,4,5,407,4,Matches
Hugo Ekitike,fr FRA,FW,20-272,8.8,327,4,23,149,161,43,327,23,7,30.4,13,56.5,236,1552,489,16,11,7,21,12,229,56,Matches
Warren Zaire-Emery,fr FRA,MF,17-011,5.3,401,8,44,276,89,6,401,20,8,40.0,10,50.0,339,2080,929,14,14,2,7,8,322,16,Matches
Renato Sanches,pt POR,MF,25-213,4.7,453,7,66,300,94,12,453,5,4,80.0,1,20.0,386,2119,1166,15,12,2,9,4,372,19,Matches
Pablo Sarabia,es ESP,"FW,MF",30-312,4.1,225,1,40,91,94,15,225,5,1,20.0,3,60.0,181,953,406,9,8,0,11,7,178,37,Matches
Timothee Pembele,fr FRA,DF,20-191,2.4,102,4,28,40,35,6,102,4,3,75.0,1,25.0,63,344,200,3,2,2,4,1,58,18,Matches
El Chadaille Bitshiabu,fr FRA,DF,17-307,2.5,232,21,92,135,7,1,232,0,0,,0,,184,748,206,0,0,0,2,2,163,1,Matches
Leandro Paredes,ar ARG,MF,28-263,0.6,75,2,10,57,8,0,75,0,0,,0,,64,320,203,1,3,0,0,0,62,0,Matches
Ismaël Gharbi,es ESP,"MF,FW",18-343,0.5,36,1,2,21,13,2,36,2,2,100.0,0,0.0,33,184,56,1,0,0,0,1,30,7,Matches
Ilyes Housni,fr FRA,FW,17-309,0.1,5,0,1,2,2,0,5,0,0,,0,,6,25,13,0,0,0,1,2,6,1,Matches
Squad Total,,,27.6,27.0,21054,1560,5095,10797,5350,823,21048,702,305,43.4,318,45.3,17290,91047,43992,614,598,181,326,294,16261,1468,
Opponent Total,,,26.9,27.0,14937,1798,5121,6671,3325,451,14935,546,233,42.7,260,47.6,11141,64474,30232,500,412,110,333,198,9897,926,
