Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Ricardo Batista,pt POR,GK,36-120,23,2070.0,90.0,95.8,23.0,23,90.0,23,0,,0,1.52,20.0,22.0,-2.0,-0.09,1.91,23.7,32.4,-8.8,-0.38,0.69,Matches
Lucas Soares,br BRA,"MF,DF",24-319,23,1977.0,86.0,91.5,22.0,23,86.0,19,0,,0,1.52,18.0,23.0,-5.0,-0.23,-0.72,21.2,30.1,-8.8,-0.4,0.1,Matches
Vasco Fernandes,pt POR,DF,36-127,23,1892.0,82.0,87.6,21.0,21,89.0,20,2,8.0,0,1.48,18.0,20.0,-2.0,-0.1,0.58,20.9,28.5,-7.7,-0.37,0.36,Matches
Afonso Taira,pt POR,MF,30-275,23,1524.0,66.0,70.6,16.9,20,71.0,2,3,35.0,0,1.39,17.0,21.0,-4.0,-0.24,-0.24,16.1,22.5,-6.3,-0.37,0.13,Matches
Nermin Zolotić,ba BIH,DF,29-255,21,1659.0,79.0,76.8,18.4,19,84.0,14,2,35.0,2,1.67,13.0,17.0,-4.0,-0.22,-0.22,17.8,23.6,-5.9,-0.32,0.4,Matches
Saviour Godwin,ng NGA,"FW,MF",26-209,21,1654.0,79.0,76.6,18.4,19,83.0,9,2,36.0,0,1.43,18.0,19.0,-1.0,-0.05,0.48,18.4,24.3,-5.9,-0.32,0.38,Matches
Fernando Varela,cv CPV,DF,35-113,20,1495.0,75.0,69.2,16.6,18,81.0,13,2,15.0,1,1.55,14.0,19.0,-5.0,-0.3,-0.44,16.6,24.6,-7.9,-0.48,-0.22,Matches
Takahiro Kunimoto,jp JPN,"FW,MF",25-162,19,1222.0,64.0,56.6,13.6,17,70.0,1,2,16.0,0,1.53,10.0,10.0,0.0,0.0,0.38,12.3,15.9,-3.6,-0.26,0.34,Matches
Leonardo Lelo,pt POR,"MF,DF",22-354,17,1390.0,82.0,64.4,15.4,15,90.0,15,2,20.0,0,1.59,15.0,14.0,1.0,0.06,0.65,15.4,20.0,-4.6,-0.3,0.31,Matches
Neto,br BRA,MF,31-198,20,1082.0,54.0,50.1,12.0,14,63.0,1,6,32.0,1,1.6,12.0,7.0,5.0,0.42,1.17,12.9,14.0,-1.1,-0.09,0.63,Matches
Rafael Martins,br BRA,FW,34-002,19,997.0,52.0,46.2,11.1,13,68.0,1,6,19.0,2,1.47,9.0,9.0,0.0,0.0,0.31,10.8,13.6,-2.7,-0.25,0.31,Matches
João Nunes,pt POR,DF,27-120,16,1065.0,67.0,49.3,11.8,11,85.0,9,5,26.0,5,1.31,8.0,13.0,-5.0,-0.42,-0.5,9.9,18.5,-8.7,-0.73,-0.63,Matches
Clayton,br BRA,FW,24-067,21,1026.0,49.0,47.5,11.4,11,72.0,3,10,23.0,0,1.52,10.0,11.0,-1.0,-0.09,0.15,12.0,14.1,-2.1,-0.18,0.44,Matches
Romário Baró,pt POR,"MF,FW",23-053,17,908.0,53.0,42.0,10.1,11,69.0,1,6,26.0,0,1.24,10.0,14.0,-4.0,-0.4,-0.4,11.8,15.3,-3.5,-0.35,0.11,Matches
Derick,br BRA,"MF,DF",29-199,13,786.0,60.0,36.4,8.7,9,81.0,5,4,14.0,6,1.38,5.0,11.0,-6.0,-0.69,-0.82,8.8,16.0,-7.2,-0.82,-0.65,Matches
