Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Ricardo Batista,pt POR,GK,36-120,23.0,800,725,797,3,1,0,800,0,0,,0,,356,2068,1132,1,1,0,1,0,297,0,Matches
Lucas Soares,br BRA,"MF,DF",24-319,22.0,1181,63,396,477,329,37,1181,41,25,61.0,11,26.8,524,3303,1679,51,29,10,31,18,609,106,Matches
Vasco Fernandes,pt POR,DF,36-127,21.0,1181,147,655,500,32,14,1181,4,1,25.0,1,25.0,600,2707,1322,3,2,1,9,3,729,3,Matches
Afonso Taira,pt POR,MF,30-275,16.9,981,33,237,604,158,7,981,31,10,32.3,15,48.4,446,2076,1085,17,21,1,19,13,569,20,Matches
Nermin Zolotić,ba BIH,DF,29-255,18.4,1253,175,607,586,65,11,1253,5,4,80.0,0,0.0,686,3685,2189,18,11,0,9,2,800,1,Matches
Saviour Godwin,ng NGA,"FW,MF",26-209,18.4,638,2,62,245,356,67,638,80,27,33.8,43,53.8,435,3580,1925,81,47,31,65,23,465,180,Matches
Fernando Varela,cv CPV,DF,35-113,16.6,845,94,441,374,35,20,845,4,1,25.0,2,50.0,421,2105,1150,7,3,0,8,0,540,1,Matches
Takahiro Kunimoto,jp JPN,"FW,MF",25-162,13.6,623,10,94,276,257,25,623,25,11,44.0,12,48.0,306,1372,586,15,15,3,25,17,393,63,Matches
Leonardo Lelo,pt POR,"MF,DF",22-354,15.4,940,35,275,443,231,17,938,31,10,32.3,16,51.6,479,2617,1413,38,32,4,18,6,527,80,Matches
Neto,br BRA,MF,31-198,12.0,660,27,140,391,138,5,660,15,10,66.7,3,20.0,301,1561,664,20,12,2,31,17,370,13,Matches
Rafael Martins,br BRA,FW,34-002,11.1,359,12,37,210,116,34,359,6,3,50.0,3,50.0,152,634,252,7,4,2,23,14,262,35,Matches
João Nunes,pt POR,DF,27-120,11.8,710,99,367,303,44,11,710,5,5,100.0,0,0.0,347,1615,699,6,7,0,12,0,423,5,Matches
Clayton,br BRA,FW,24-067,11.4,349,9,18,193,141,46,349,31,16,51.6,10,32.3,213,1040,286,13,9,6,57,22,294,68,Matches
Romário Baró,pt POR,"MF,FW",23-053,10.1,400,9,58,233,119,13,400,33,14,42.4,15,45.5,229,1361,641,15,10,3,18,24,251,31,Matches
Derick,br BRA,"MF,DF",29-199,8.7,468,25,139,186,148,11,468,11,4,36.4,6,54.5,204,1277,622,19,17,2,12,9,242,55,Matches
Yan Brice Eteki,cm CMR,MF,25-205,6.6,337,10,81,215,43,0,337,16,5,31.3,4,25.0,171,761,311,1,6,0,4,15,227,9,Matches
Yuki Soma,jp JPN,"FW,MF",26-022,4.8,214,3,32,59,126,14,214,17,6,35.3,6,35.3,113,874,455,18,15,1,17,9,125,34,Matches
Bolgado,br BRA,DF,24-211,4.5,220,55,134,79,8,4,220,0,0,,0,,78,290,143,0,1,0,1,1,107,0,Matches
Beni,ao ANG,MF,20-302,3.6,196,5,45,117,38,2,196,11,8,72.7,3,27.3,109,543,185,3,5,0,4,3,118,4,Matches
Diogo Pinto,pt POR,"FW,MF",23-263,3.2,103,0,22,45,36,5,103,4,2,50.0,2,50.0,55,238,82,3,3,0,3,4,70,11,Matches
Cuca,cv CPV,MF,32-069,3.7,195,4,51,115,31,0,195,4,3,75.0,1,25.0,77,299,134,1,4,0,5,1,109,2,Matches
João,br BRA,GK,24-320,1.0,26,26,26,0,0,0,26,0,0,,0,,13,56,32,0,0,0,0,0,9,0,Matches
Eduardo Fereira,ve VEN,"FW,MF",22-171,0.6,28,1,7,16,5,0,28,0,0,,0,,10,24,7,0,1,0,0,0,9,0,Matches
Carnejy Antoine,ht HAI,"FW,MF",31-235,1.4,71,3,5,30,38,7,71,3,0,0.0,3,100.0,41,199,116,4,4,2,7,3,45,7,Matches
Vitó Ferreira,pt POR,"MF,FW",25-182,0.8,35,3,5,11,19,2,35,0,0,,0,,20,95,3,0,1,0,1,1,24,4,Matches
Felippe Cardoso,br BRA,"FW,MF",24-166,0.7,22,0,1,7,15,7,22,3,3,100.0,0,0.0,19,162,53,2,2,1,6,2,18,4,Matches
Léo Natel,br BRA,FW,26-005,0.6,37,0,6,13,18,5,37,5,4,80.0,1,20.0,20,163,82,4,2,2,4,0,24,9,Matches
Anderson,br BRA,"MF,FW",24-160,0.3,10,0,1,6,3,0,10,0,0,,0,,6,17,2,0,0,0,2,0,4,0,Matches
Francisco Kiki,pt POR,MF,25-033,0.1,7,0,1,1,5,0,7,0,0,,0,,6,41,31,1,0,0,0,0,5,2,Matches
Squad Total,,,29.2,24.0,12889,1575,4740,5738,2555,364,12887,385,172,44.7,157,40.8,6437,34763,17281,348,264,71,392,207,7665,747,
Opponent Total,,,26.5,24.0,16424,1251,4449,8154,3954,481,16417,475,222,46.7,197,41.5,9176,43608,21936,381,356,71,436,200,11249,1044,
