Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
5,Arouca,13,7,2,4,19,16,3,23,1.77,17.5,17.0,0.5,0.04,13,4,6,3,11,16,-5,18,1.38,13.3,18.8,-5.5,-0.43
6,Vitória,14,8,3,3,14,10,4,27,1.93,16.4,10.4,6.1,0.43,12,4,2,6,11,19,-8,14,1.17,10.5,20.1,-9.6,-0.8
7,Casa Pia,13,6,3,4,12,9,3,21,1.62,13.1,13.7,-0.5,-0.04,13,5,2,6,11,18,-7,17,1.31,13.2,22.0,-8.8,-0.67
8,Vizela,13,5,2,6,15,14,1,17,1.31,19.7,12.6,7.1,0.55,13,5,3,5,15,14,1,18,1.38,13.5,18.7,-5.2,-0.4
9,Rio Ave,13,7,1,5,14,10,4,22,1.69,13.6,12.9,0.7,0.05,13,2,5,6,11,19,-8,11,0.85,12.2,22.7,-10.5,-0.81
