Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Ricardo Batista,pt POR,GK,36-138,24,24,2160,24.0,22,0.92,91,67,80.2,11,5,8,11,45.8,6,4,2,0,33.3,Matches
João,br BRA,GK,24-338,1,1,90,1.0,2,2.0,3,1,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches
Lucas Paes,br BRA,GK,25-120,1,1,90,1.0,3,3.0,7,6,57.1,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,29.1,26,26,2340,26.0,27,1.04,101,74,78.2,11,5,10,11,42.3,7,5,2,0,28.6,
Opponent Total,,,26.6,26,26,2340,26.0,23,0.88,84,61,73.8,10,5,11,11,42.3,2,1,1,0,50.0,
