Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Brennan Johnson,wls WAL,"FW,MF",21-315,25.6,5,0,0,29,17,11,52,3,16,0,0,0,70,14,43,24.6,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23-066,23.3,3,0,0,21,22,4,121,10,11,0,0,0,108,37,73,33.6,Matches
Remo Freuler,ch SUI,MF,30-353,21.1,4,0,0,23,9,0,5,26,19,0,0,0,125,22,20,52.4,Matches
Dean Henderson,eng ENG,GK,26-022,18.0,2,0,0,1,1,0,0,0,0,0,1,0,11,1,0,100.0,Matches
Renan Lodi,br BRA,DF,24-360,17.3,5,0,0,18,31,1,56,26,26,0,0,0,108,14,16,46.7,Matches
Ryan Yates,eng ENG,MF,25-133,16.6,4,0,0,39,45,1,6,8,15,1,0,0,96,29,19,60.4,Matches
Scott McKenna,sct SCO,DF,26-142,16.2,4,0,0,8,4,0,2,11,7,0,1,0,64,31,22,58.5,Matches
Joe Worrall,eng ENG,DF,26-083,18.2,6,0,0,22,3,0,3,19,15,0,2,0,95,39,19,67.2,Matches
Serge Aurier,ci CIV,DF,30-100,15.9,2,0,0,14,19,0,38,22,33,0,0,0,98,36,23,61.0,Matches
Neco Williams,wls WAL,DF,21-355,16.2,4,0,0,26,19,1,77,29,36,0,0,0,104,13,22,37.1,Matches
Jesse Lingard,eng ENG,"FW,MF",30-109,10.2,1,0,0,8,9,2,5,5,4,0,0,0,39,1,2,33.3,Matches
Orel Mangala,be BEL,MF,25-016,9.4,1,0,0,11,13,0,5,11,9,0,0,0,50,7,4,63.6,Matches
Steve Cook,eng ENG,DF,31-349,10.6,4,0,0,5,2,0,1,12,4,0,1,0,35,27,10,73.0,Matches
Taiwo Awoniyi,ng NGA,FW,25-234,8.2,0,0,0,8,10,7,3,1,8,0,0,0,33,7,30,18.9,Matches
Cheikhou Kouyaté,sn SEN,"MF,DF",33-103,7.9,2,0,0,16,8,0,0,5,15,0,0,0,45,14,5,73.7,Matches
Keylor Navas,cr CRC,GK,36-109,8.0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,100.0,Matches
Willy Boly,ci CIV,DF,32-059,6.6,2,0,0,4,5,3,0,12,6,0,0,0,35,14,7,66.7,Matches
Harry Toffolo,eng ENG,DF,27-227,7.8,1,0,0,5,4,0,25,7,6,0,1,0,41,12,12,50.0,Matches
Felipe,br BRA,DF,33-322,6.9,1,0,0,6,7,1,1,19,9,0,0,0,52,31,13,70.5,Matches
Lewis O'Brien,eng ENG,MF,24-171,6.5,2,0,0,5,15,0,4,5,9,0,0,0,51,2,6,25.0,Matches
Emmanuel Dennis,ng NGA,"FW,MF",25-139,6.9,3,0,0,10,27,4,9,2,10,0,0,0,33,9,12,42.9,Matches
Jonjo Shelvey,eng ENG,MF,31-035,4.9,1,0,0,7,0,0,10,4,0,0,1,0,26,3,1,75.0,Matches
Chris Wood,nz NZL,FW,31-117,4.1,0,0,0,2,3,3,0,1,0,0,0,0,4,19,24,44.2,Matches
Jack Colback,eng ENG,MF,33-161,5.5,0,0,0,9,8,0,1,3,13,0,0,0,24,4,8,33.3,Matches
Moussa Niakhate,sn SEN,DF,27-026,3.8,0,0,0,5,0,0,0,2,0,0,1,0,12,14,8,63.6,Matches
Danilo,br BRA,MF,21-339,2.6,1,0,0,2,1,1,0,0,5,0,0,0,14,2,3,40.0,Matches
Wayne Hennessey,wls WAL,GK,36-069,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
Gustavo Scarpa,br BRA,"MF,FW",29-088,1.8,1,0,0,4,7,0,3,0,1,0,0,0,10,1,2,33.3,Matches
Sam Surridge,eng ENG,FW,24-249,3.1,2,0,0,10,8,3,3,0,0,0,0,0,15,13,15,46.4,Matches
André Ayew,gh GHA,FW,33-107,2.5,0,0,0,1,5,1,1,0,2,0,0,0,5,8,16,33.3,Matches
Giulian Biancone,fr FRA,DF,23-003,0.2,0,0,0,0,0,0,1,1,1,0,0,0,5,2,0,100.0,Matches
Alexander Mighten,eng ENG,FW,20-357,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
Cafú,pt POR,MF,30-036,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,27.2,28.0,62,0,0,319,304,43,432,244,280,1,8,0,1415,429,435,49.7,
Opponent Total,,,27.7,28.0,53,0,0,320,303,41,609,221,230,4,3,1,1497,435,429,50.3,
