Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Brennan Johnson,wls WAL,"FW,MF",21-318,29,27,2397.0,26.6,8.0,2.0,10.0,7.0,1.0,2.0,6.0,0.0,7.3,5.7,2.9,8.6,78.0,29.0,137.0,0.3,0.08,0.38,0.26,0.34,0.27,0.11,0.38,0.22,0.32,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23-069,26,25,2167.0,24.1,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,3.7,3.7,6.7,10.4,48.0,108.0,125.0,0.08,0.21,0.29,0.08,0.29,0.15,0.28,0.43,0.15,0.43,Matches
Remo Freuler,ch SUI,MF,30-356,25,22,1963.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.8,1.1,7.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Dean Henderson,eng ENG,GK,26-025,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Renan Lodi,br BRA,DF,24-363,20,18,1553.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.6,1.4,22.0,24.0,53.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches
Ryan Yates,eng ENG,MF,25-136,21,17,1494.0,16.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.2,2.2,1.2,3.4,10.0,37.0,23.0,0.0,0.12,0.12,0.0,0.12,0.13,0.07,0.2,0.13,0.2,Matches
Scott McKenna,sct SCO,DF,26-145,18,17,1462.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.8,0.9,5.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Joe Worrall,eng ENG,DF,26-086,22,16,1635.0,18.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.5,0.5,0.6,1.1,4.0,52.0,1.0,0.06,0.0,0.06,0.06,0.06,0.03,0.03,0.06,0.03,0.06,Matches
Neco Williams,wls WAL,DF,21-358,27,16,1548.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,1.3,2.4,40.0,31.0,62.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches
Serge Aurier,ci CIV,DF,30-103,18,16,1430.0,15.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,1.0,1.7,33.0,59.0,42.0,0.06,0.0,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11,Matches
Orel Mangala,be BEL,MF,25-019,18,13,897.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,10.0,30.0,7.0,0.1,0.0,0.1,0.1,0.1,0.05,0.01,0.06,0.05,0.06,Matches
