Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Brennan Johnson,wls WAL,"FW,MF",21-318,26.6,21,16,10,5,6,6,19,31.6,13,25,1,24,4,25,3,1,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23-069,24.1,19,11,6,4,9,8,21,38.1,13,15,3,12,10,29,12,0,Matches
Remo Freuler,ch SUI,MF,30-356,21.8,39,19,22,14,3,16,38,42.1,22,35,9,26,26,65,42,0,Matches
Dean Henderson,eng ENG,GK,26-025,18.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,1,Matches
Renan Lodi,br BRA,DF,24-363,17.3,36,26,25,8,3,23,42,54.8,19,20,5,15,26,62,54,0,Matches
Ryan Yates,eng ENG,MF,25-136,16.6,28,15,12,13,3,12,18,66.7,6,22,8,14,8,36,37,0,Matches
Scott McKenna,sct SCO,DF,26-145,16.2,12,7,7,3,2,6,10,60.0,4,20,14,6,11,23,81,1,Matches
Joe Worrall,eng ENG,DF,26-086,18.2,37,15,26,9,2,16,23,69.6,7,25,18,7,19,56,85,1,Matches
Neco Williams,wls WAL,DF,21-358,17.2,60,38,42,13,5,33,59,55.9,26,27,7,20,30,90,36,0,Matches
Serge Aurier,ci CIV,DF,30-103,15.9,50,33,32,15,3,16,23,69.6,7,27,9,18,22,72,54,0,Matches
Orel Mangala,be BEL,MF,25-019,10.0,16,9,8,6,2,8,17,47.1,9,14,4,10,12,28,6,0,Matches
Jesse Lingard,eng ENG,"FW,MF",30-112,10.2,4,4,2,2,0,1,7,14.3,6,11,0,11,5,9,4,0,Matches
Steve Cook,eng ENG,DF,31-352,10.6,8,4,4,4,0,5,7,71.4,2,16,11,5,12,20,51,0,Matches
Keylor Navas,cr CRC,GK,36-112,9.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,Matches
Taiwo Awoniyi,ng NGA,FW,25-237,8.6,10,8,0,7,3,5,7,71.4,2,8,2,6,1,11,10,0,Matches
Cheikhou Kouyaté,sn SEN,"MF,DF",33-106,8.2,20,15,10,8,2,5,8,62.5,3,14,2,12,7,27,20,0,Matches
Harry Toffolo,eng ENG,DF,27-230,8.8,13,6,8,3,2,7,10,70.0,3,16,8,8,8,21,27,0,Matches
Willy Boly,ci CIV,DF,32-062,6.6,13,6,8,3,2,8,13,61.5,5,11,4,7,12,25,38,0,Matches
Felipe,br BRA,DF,33-325,7.9,20,9,11,9,0,14,22,63.6,8,19,8,11,20,40,50,0,Matches
Emmanuel Dennis,ng NGA,"FW,MF",25-142,7.6,15,10,5,4,6,7,16,43.8,9,13,1,12,2,17,6,0,Matches
Lewis O'Brien,eng ENG,MF,24-174,6.5,16,9,4,11,1,6,12,50.0,6,13,2,11,5,21,9,0,Matches
Jonjo Shelvey,eng ENG,MF,31-038,5.3,2,1,0,1,1,1,7,14.3,6,6,2,4,4,6,9,0,Matches
Moussa Niakhate,sn SEN,DF,27-029,4.8,2,1,2,0,0,2,7,28.6,5,4,2,2,3,5,31,0,Matches
Chris Wood,nz NZL,FW,31-120,4.1,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,2,0,Matches
Jack Colback,eng ENG,MF,33-164,5.5,18,13,12,6,0,5,8,62.5,3,3,0,3,3,21,9,0,Matches
Danilo,br BRA,MF,21-342,3.2,8,5,4,3,1,2,10,20.0,8,6,1,5,0,8,8,0,Matches
Wayne Hennessey,wls WAL,GK,36-072,2.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
Gustavo Scarpa,br BRA,"MF,FW",29-091,2.0,5,2,3,1,1,2,5,40.0,3,4,0,4,0,5,3,0,Matches
Sam Surridge,eng ENG,FW,24-252,3.1,4,0,1,2,1,0,3,0.0,3,4,2,2,0,4,6,0,Matches
André Ayew,gh GHA,"FW,MF",33-110,2.8,4,2,0,3,1,2,4,50.0,2,4,0,4,0,4,5,0,Matches
Giulian Biancone,fr FRA,DF,23-006,0.2,2,1,2,0,0,1,1,100.0,0,0,0,0,1,3,0,0,Matches
Alexander Mighten,eng ENG,FW,20-360,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Cafú,pt POR,MF,30-039,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Squad Total,,,27.2,29.0,483,285,267,157,59,218,420,51.9,202,384,124,260,253,736,717,4,
Opponent Total,,,27.6,29.0,406,239,160,172,74,180,389,46.3,209,275,75,200,232,638,519,8,
