Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Brennan Johnson,wls WAL,"FW,MF",21-315,25.6,8,47,24,51.1,1.83,0.94,0.15,0.29,16.4,0,1,2,7.3,5.7,0.12,0.7,1.3,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23-066,23.3,2,45,14,31.1,1.93,0.6,0.04,0.14,19.8,3,0,0,3.6,3.6,0.08,-1.6,-1.6,Matches
Remo Freuler,ch SUI,MF,30-353,21.1,0,6,1,16.7,0.28,0.05,0.0,0.0,22.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Dean Henderson,eng ENG,GK,26-022,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Renan Lodi,br BRA,DF,24-360,17.3,0,11,0,0.0,0.64,0.0,0.0,,20.1,2,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
Ryan Yates,eng ENG,MF,25-133,16.6,0,25,5,20.0,1.51,0.3,0.0,0.0,16.9,0,0,0,2.2,2.2,0.09,-2.2,-2.2,Matches
Scott McKenna,sct SCO,DF,26-142,16.2,0,2,0,0.0,0.12,0.0,0.0,,8.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Joe Worrall,eng ENG,DF,26-083,18.2,1,5,1,20.0,0.28,0.06,0.2,1.0,12.7,0,0,0,0.5,0.5,0.11,0.5,0.5,Matches
Serge Aurier,ci CIV,DF,30-100,15.9,1,8,3,37.5,0.5,0.19,0.13,0.33,14.7,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
Neco Williams,wls WAL,DF,21-355,16.2,0,21,5,23.8,1.3,0.31,0.0,0.0,22.0,2,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
Jesse Lingard,eng ENG,"FW,MF",30-109,10.2,0,10,2,20.0,0.98,0.2,0.0,0.0,19.3,0,0,0,1.0,1.0,0.1,-1.0,-1.0,Matches
Orel Mangala,be BEL,MF,25-016,9.4,0,6,1,16.7,0.64,0.11,0.0,0.0,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Steve Cook,eng ENG,DF,31-349,10.6,0,3,0,0.0,0.28,0.0,0.0,,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Taiwo Awoniyi,ng NGA,FW,25-234,8.2,4,19,8,42.1,2.33,0.98,0.21,0.5,11.9,0,0,0,4.5,4.5,0.25,-0.5,-0.5,Matches
Cheikhou Kouyaté,sn SEN,"MF,DF",33-103,7.9,1,5,5,100.0,0.63,0.63,0.2,0.2,17.1,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
Keylor Navas,cr CRC,GK,36-109,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Willy Boly,ci CIV,DF,32-059,6.6,0,1,0,0.0,0.15,0.0,0.0,,22.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Harry Toffolo,eng ENG,DF,27-227,7.8,0,4,1,25.0,0.52,0.13,0.0,0.0,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Felipe,br BRA,DF,33-322,6.9,0,5,1,20.0,0.72,0.14,0.0,0.0,12.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Lewis O'Brien,eng ENG,MF,24-171,6.5,1,7,2,28.6,1.08,0.31,0.14,0.5,23.8,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Emmanuel Dennis,ng NGA,"FW,MF",25-139,6.9,2,17,6,35.3,2.48,0.88,0.12,0.33,13.3,2,0,0,1.6,1.6,0.09,0.4,0.4,Matches
Jonjo Shelvey,eng ENG,MF,31-035,4.9,0,5,0,0.0,1.02,0.0,0.0,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Chris Wood,nz NZL,FW,31-117,4.1,1,3,1,33.3,0.73,0.24,0.33,1.0,8.2,0,0,0,1.0,1.0,0.32,0.0,0.0,Matches
Jack Colback,eng ENG,MF,33-161,5.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Moussa Niakhate,sn SEN,DF,27-026,3.8,0,3,2,66.7,0.79,0.53,0.0,0.0,8.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Danilo,br BRA,MF,21-339,2.6,0,4,0,0.0,1.55,0.0,0.0,,24.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Wayne Hennessey,wls WAL,GK,36-069,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gustavo Scarpa,br BRA,"MF,FW",29-088,1.8,0,6,1,16.7,3.35,0.56,0.0,0.0,25.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Sam Surridge,eng ENG,FW,24-249,3.1,1,9,2,22.2,2.88,0.64,0.11,0.5,11.6,0,0,0,1.8,1.8,0.2,-0.8,-0.8,Matches
André Ayew,gh GHA,FW,33-107,2.5,0,2,1,50.0,0.79,0.39,0.0,0.0,17.9,0,0,1,1.0,0.2,0.1,-1.0,-0.2,Matches
Giulian Biancone,fr FRA,DF,23-003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexander Mighten,eng ENG,FW,20-357,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Cafú,pt POR,MF,30-036,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.2,28.0,22,279,86,30.8,9.96,3.07,0.08,0.24,17.5,9,1,3,29.5,27.1,0.1,-7.5,-6.1,
Opponent Total,,,27.7,28.0,50,390,122,31.3,13.93,4.36,0.12,0.37,16.6,17,5,8,44.5,38.5,0.1,5.5,6.5,
