Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Gavin Bazunu,ie IRL,GK,21-042,28,2520.0,90.0,100.0,28.0,28,90.0,28,0,,0,0.82,23.0,46.0,-23.0,-0.82,,27.7,38.5,-10.7,-0.38,,Matches
James Ward-Prowse,eng ENG,MF,28-153,28,2520.0,90.0,100.0,28.0,28,90.0,28,0,,0,0.82,23.0,46.0,-23.0,-0.82,,27.7,38.5,-10.7,-0.38,,Matches
Che Adams,sct SCO,FW,26-264,25,1873.0,75.0,74.3,20.8,22,82.0,13,3,22.0,1,0.8,16.0,35.0,-19.0,-0.91,-0.36,22.3,30.0,-7.8,-0.37,0.04,Matches
Mohammed Salisu,gh GHA,DF,23-351,22,1973.0,90.0,78.3,21.9,21,90.0,20,1,84.0,4,0.73,20.0,41.0,-21.0,-0.96,-0.63,21.6,28.2,-6.5,-0.3,0.39,Matches
Mohamed Elyounoussi,no NOR,"MF,FW",28-242,25,1734.0,69.0,68.8,19.3,21,78.0,8,4,25.0,2,0.88,15.0,31.0,-16.0,-0.83,-0.03,18.1,25.8,-7.7,-0.4,-0.06,Matches
Kyle Walker-Peters,eng ENG,DF,25-355,21,1750.0,83.0,69.4,19.4,20,87.0,16,1,20.0,1,0.9,18.0,31.0,-13.0,-0.67,0.5,19.7,27.7,-8.0,-0.41,-0.1,Matches
Romain Perraud,fr FRA,DF,25-193,25,1609.0,64.0,63.8,17.9,19,79.0,10,6,17.0,1,0.64,12.0,31.0,-19.0,-1.06,-0.67,17.4,25.9,-8.6,-0.48,-0.27,Matches
Armel Bella Kotchap,de GER,DF,21-113,19,1482.0,78.0,58.8,16.5,19,78.0,14,0,,2,0.84,12.0,25.0,-13.0,-0.79,0.08,16.0,24.2,-8.2,-0.5,-0.28,Matches
Roméo Lavia,be BEL,MF,19-087,19,1372.0,72.0,54.4,15.2,16,80.0,8,3,30.0,0,0.95,16.0,27.0,-11.0,-0.72,0.22,16.1,21.8,-5.7,-0.37,0.02,Matches
Adam Armstrong,eng ENG,FW,26-052,24,1111.0,46.0,44.1,12.3,12,72.0,0,12,21.0,4,0.92,12.0,18.0,-6.0,-0.49,0.6,10.2,17.2,-7.0,-0.57,-0.33,Matches
Joe Aribo,ng NGA,"MF,FW",26-256,19,1094.0,58.0,43.4,12.2,11,79.0,3,8,28.0,3,0.63,12.0,20.0,-8.0,-0.66,0.29,12.5,14.1,-1.6,-0.13,0.44,Matches
Ibrahima Diallo,fr FRA,MF,24-026,16,803.0,50.0,31.9,8.9,11,67.0,4,5,13.0,10,0.88,5.0,17.0,-12.0,-1.34,-0.77,6.2,13.7,-7.5,-0.84,-0.67,Matches
Stuart Armstrong,sct SCO,"MF,FW",31-004,23,1003.0,44.0,39.8,11.1,10,69.0,0,13,24.0,2,0.74,7.0,22.0,-15.0,-1.35,-0.87,12.8,17.4,-4.6,-0.42,-0.06,Matches
Jan Bednarek,pl POL,DF,26-356,10,822.0,82.0,32.6,9.1,10,82.0,8,0,,3,0.9,4.0,14.0,-10.0,-1.09,-0.41,7.4,14.3,-6.9,-0.75,-0.55,Matches
Ainsley Maitland-Niles,eng ENG,"DF,MF",25-217,15,960.0,64.0,38.1,10.7,9,85.0,4,6,33.0,4,0.93,12.0,16.0,-4.0,-0.37,0.72,12.8,12.5,0.3,0.03,0.66,Matches
Duje Ćaleta-Car,hr CRO,DF,26-198,10,716.0,72.0,28.4,8.0,7,84.0,5,3,42.0,6,0.8,7.0,11.0,-4.0,-0.5,0.45,7.8,10.6,-2.8,-0.35,0.04,Matches
Lyanco,br BRA,DF,26-061,14,698.0,50.0,27.7,7.8,7,89.0,6,7,11.0,7,1.14,5.0,11.0,-6.0,-0.77,0.07,8.1,9.2,-1.0,-0.13,0.34,Matches
Moussa Djenepo,ml MLI,"DF,FW",24-292,12,578.0,48.0,22.9,6.4,6,79.0,2,6,18.0,9,0.83,5.0,11.0,-6.0,-0.93,-0.15,5.6,7.1,-1.5,-0.24,0.19,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-047,8,520.0,65.0,20.6,5.8,6,76.0,2,2,33.0,0,1.0,5.0,6.0,-1.0,-0.17,0.82,6.3,6.6,-0.3,-0.06,0.41,Matches
Samuel Edozie,eng ENG,"FW,MF",20-065,15,541.0,36.0,21.5,6.0,5,69.0,0,10,20.0,1,0.33,4.0,9.0,-5.0,-0.83,-0.01,6.6,6.8,-0.2,-0.04,0.44,Matches
Theo Walcott,eng ENG,"FW,MF",34-018,10,468.0,47.0,18.6,5.2,4,75.0,1,6,28.0,9,0.9,4.0,9.0,-5.0,-0.96,-0.17,7.1,8.2,-1.0,-0.2,0.23,Matches
Carlos Alcaraz,ar ARG,MF,20-124,8,327.0,41.0,13.0,3.6,4,62.0,0,4,20.0,2,1.38,5.0,4.0,1.0,0.28,1.26,4.7,5.2,-0.5,-0.14,0.27,Matches
Sekou Mara,fr FRA,"FW,MF",20-247,19,451.0,24.0,17.9,5.0,3,60.0,0,16,17.0,7,0.84,5.0,7.0,-2.0,-0.4,0.51,4.6,8.0,-3.4,-0.68,-0.36,Matches
Paul Onuachu,ng NGA,FW,28-310,6,269.0,45.0,10.7,3.0,3,64.0,0,3,25.0,2,0.67,2.0,3.0,-1.0,-0.33,0.55,2.0,2.9,-0.8,-0.28,0.11,Matches
James Bree,eng ENG,DF,25-174,3,201.0,67.0,8.0,2.2,2,85.0,1,1,32.0,0,0.0,1.0,5.0,-4.0,-1.79,-1.05,1.6,3.3,-1.7,-0.78,-0.43,Matches
Juan Larios,es ESP,DF,19-081,5,152.0,30.0,6.0,1.7,2,46.0,0,3,20.0,4,0.6,1.0,2.0,-1.0,-0.59,0.24,1.4,2.5,-1.1,-0.66,-0.29,Matches
Oriol Romeu,es ESP,MF,31-191,1,74.0,74.0,2.9,0.8,1,74.0,0,0,,3,0.0,1.0,4.0,-3.0,-3.65,-2.91,0.3,1.4,-1.1,-1.31,-0.96,Matches
Yan Valery,tn TUN,DF,24-040,1,45.0,45.0,1.8,0.5,1,45.0,0,0,,4,0.0,1.0,2.0,-1.0,-2.0,-1.2,0.2,1.0,-0.8,-1.52,-1.16,Matches
Jack Stephens,eng ENG,DF,29-066,2,46.0,23.0,1.8,0.5,0,,0,2,23.0,0,0.5,0.0,2.0,-2.0,-3.91,-3.15,0.3,0.6,-0.4,-0.7,-0.32,Matches
Mislav Oršić,hr CRO,MF,30-095,1,7.0,7.0,0.3,0.1,0,,0,1,7.0,1,0.0,0.0,0.0,0.0,0.0,0.82,0.2,0.0,0.2,2.22,2.61,Matches
Nathan Redmond,eng ENG,DF,29-028,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,-1.89,-1.51,Matches
Willy Caballero,ar ARG,GK,41-187,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
Ryan Finnigan,eng ENG,MF,19-192,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Alex McCarthy,eng ENG,GK,33-121,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
Jimmy Morgan,,FW,17-072,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Lewis Payne,eng ENG,DF,18-308,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,25.2,28,2520.0,90.0,100.0,28.0,308,81.0,181,127,22.0,125,0.82,23.0,46.0,-23.0,-0.82,,27.7,38.5,-10.7,-0.38,,
Opponent Total,,,27.4,28,2520.0,90.0,100.0,28.0,308,81.0,181,127,22.0,141,2.0,46.0,23.0,23.0,0.82,,38.5,27.7,10.7,0.38,,
