18,West Ham,26,6,6.1,14,24,34,-10,24.1,0.92,33.5,31.4,+2.1,+0.08,D L W L D,"62,454","Jarrod Bowen, Saïd Benrahma - 4",Łukasz Fabiański,Unnamed: 19
19,Bournemouth,27,6,6,15,25,54,-29,24,0.89,23.4,47.6,-24.2,-0.9,W L L W L,10371,Philip Billing - 6,Neto,
20,Southampton,28,6,5,17,23,46,-23,23,0.82,27.7,38.5,-10.7,-0.38,L W D L D,28315,James Ward-Prowse - 7,Gavin Bazunu,
