Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Gavin Bazunu,ie IRL,GK,21-027,28.0,1082,766,1064,18,0,0,1082,0,0,,0,,639,3203,1796,0,0,0,0,0,516,0,Matches
James Ward-Prowse,eng ENG,MF,28-138,28.0,1889,56,312,1034,550,22,1886,13,4,30.8,8,61.5,888,3326,1540,17,22,0,21,21,1111,44,Matches
Che Adams,sct SCO,FW,26-249,20.8,663,26,63,265,347,94,663,30,15,50.0,11,36.7,371,1482,428,14,10,9,64,23,510,96,Matches
Mohammed Salisu,gh GHA,DF,23-336,21.9,1504,220,755,635,124,25,1504,10,7,70.0,3,30.0,725,3391,1556,5,11,0,5,9,757,4,Matches
Mohamed Elyounoussi,no NOR,"MF,FW",28-227,19.3,770,42,154,326,299,45,770,30,16,53.3,13,43.3,401,2496,1129,43,30,9,29,32,431,85,Matches
Kyle Walker-Peters,eng ENG,DF,25-340,19.4,1110,53,289,471,369,34,1110,68,32,47.1,26,38.2,569,3908,2088,68,52,12,27,34,595,81,Matches
Romain Perraud,fr FRA,DF,25-178,17.9,1014,40,281,369,370,35,1014,30,8,26.7,20,66.7,541,2592,1153,28,30,5,23,11,565,112,Matches
Armel Bella Kotchap,de GER,DF,21-098,16.5,938,146,490,416,38,19,938,8,2,25.0,2,25.0,533,2765,1435,6,9,2,9,6,515,2,Matches
Roméo Lavia,be BEL,MF,19-072,15.2,785,33,165,500,129,0,785,30,13,43.3,10,33.3,488,2438,1089,11,18,0,14,21,471,10,Matches
Adam Armstrong,eng ENG,FW,26-037,12.3,398,7,56,153,198,40,398,32,8,25.0,20,62.5,228,2102,896,37,24,10,20,19,240,59,Matches
Joe Aribo,ng NGA,"MF,FW",26-241,12.2,517,11,79,238,212,45,517,38,16,42.1,21,55.3,272,1184,586,17,10,7,32,18,323,58,Matches
Ibrahima Diallo,fr FRA,MF,24-011,8.9,493,16,122,308,74,4,493,13,8,61.5,5,38.5,286,1445,710,9,4,0,16,9,293,6,Matches
Stuart Armstrong,sct SCO,"MF,FW",30-354,11.1,595,14,97,253,254,27,595,31,13,41.9,13,41.9,373,2738,1432,42,33,5,21,17,424,58,Matches
Jan Bednarek,pl POL,DF,26-341,9.1,532,83,278,235,22,11,532,0,0,,0,,255,906,422,1,1,0,2,1,257,2,Matches
Ainsley Maitland-Niles,eng ENG,"DF,MF",25-202,10.7,595,50,229,286,89,5,595,13,10,76.9,3,23.1,252,1282,600,10,9,2,14,9,311,10,Matches
Duje Ćaleta-Car,hr CRO,DF,26-183,8.0,500,93,301,189,12,7,500,0,0,,0,,273,1376,693,2,1,0,1,0,311,0,Matches
Lyanco,br BRA,DF,26-046,7.8,430,47,203,196,39,7,430,7,5,71.4,2,28.6,229,1185,618,5,5,1,10,4,204,2,Matches
Moussa Djenepo,ml MLI,"DF,FW",24-277,6.4,304,13,81,140,87,11,304,30,13,43.3,13,43.3,169,1250,665,23,10,2,12,4,155,32,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-032,5.8,250,1,20,100,135,28,250,45,22,48.9,23,51.1,165,1299,468,15,14,10,14,10,174,50,Matches
Samuel Edozie,eng ENG,"FW,MF",20-050,6.0,258,4,47,78,137,29,258,35,10,28.6,16,45.7,170,1421,674,22,20,10,22,9,172,34,Matches
Theo Walcott,eng ENG,"FW,MF",34-003,5.2,175,3,32,73,77,21,175,11,4,36.4,6,54.5,99,606,359,9,4,6,8,7,107,29,Matches
Carlos Alcaraz,ar ARG,MF,20-109,3.6,170,8,26,95,51,9,170,10,5,50.0,3,30.0,112,523,297,9,9,1,12,11,119,14,Matches
Sekou Mara,fr FRA,"FW,MF",20-232,5.0,189,5,25,81,91,21,189,24,10,41.7,14,58.3,110,628,273,7,9,2,23,17,127,25,Matches
Paul Onuachu,ng NGA,FW,28-295,3.0,98,3,9,44,47,13,98,8,6,75.0,1,12.5,51,152,25,0,0,0,15,7,81,17,Matches
James Bree,eng ENG,DF,25-159,2.2,140,7,29,44,67,2,140,2,1,50.0,1,50.0,61,220,85,3,3,0,2,1,67,11,Matches
Juan Larios,es ESP,DF,19-066,1.7,106,10,32,55,20,2,106,4,3,75.0,1,25.0,38,338,201,10,2,1,3,2,47,1,Matches
Oriol Romeu,es ESP,MF,31-176,0.8,37,2,5,19,14,1,37,1,1,100.0,0,0.0,18,128,66,2,1,0,1,0,20,0,Matches
Yan Valery,tn TUN,DF,24-025,0.5,28,3,7,18,3,0,28,0,0,,0,,17,91,18,0,1,0,1,3,20,0,Matches
Jack Stephens,eng ENG,DF,29-051,0.5,33,4,8,17,8,0,33,0,0,,0,,16,135,86,3,2,0,0,1,25,0,Matches
Mislav Oršić,hr CRO,MF,30-080,0.1,4,0,2,0,2,0,4,0,0,,0,,2,10,7,0,0,0,0,0,1,0,Matches
Nathan Redmond,eng ENG,DF,29-013,0.0,1,0,0,0,1,0,1,0,0,,0,,1,1,1,0,0,0,0,0,1,1,Matches
Squad Total,,,25.1,28.0,15608,1766,5261,6656,3866,557,15605,523,232,44.4,235,44.9,8352,44621,21396,418,344,94,421,306,8950,843,
Opponent Total,,,27.4,28.0,18235,1823,6118,7991,4304,683,18234,487,203,41.7,224,46.0,10204,50421,25052,436,302,139,443,315,11651,1195,
