Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Gavin Bazunu,ie IRL,GK,21-027,28.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,22,2,Matches
James Ward-Prowse,eng ENG,MF,28-138,28.0,48,25,19,22,7,17,47,36.2,30,17,3,14,38,86,30,0,Matches
Che Adams,sct SCO,FW,26-249,20.8,17,13,7,8,2,7,11,63.6,4,13,4,9,4,21,19,0,Matches
Mohammed Salisu,gh GHA,DF,23-336,21.9,51,29,33,16,2,24,34,70.6,10,56,25,31,31,82,122,1,Matches
Mohamed Elyounoussi,no NOR,"MF,FW",28-227,19.3,33,20,14,16,3,14,34,41.2,20,31,2,29,20,53,31,0,Matches
Kyle Walker-Peters,eng ENG,DF,25-340,19.4,41,22,23,15,3,16,26,61.5,10,33,7,26,17,58,34,0,Matches
Romain Perraud,fr FRA,DF,25-178,17.9,43,24,17,20,6,21,40,52.5,19,18,5,13,17,60,33,0,Matches
Armel Bella Kotchap,de GER,DF,21-098,16.5,29,13,22,7,0,11,14,78.6,3,25,9,16,40,69,85,0,Matches
Roméo Lavia,be BEL,MF,19-072,15.2,36,20,18,16,2,11,23,47.8,12,26,7,19,19,55,11,0,Matches
Adam Armstrong,eng ENG,FW,26-037,12.3,11,7,3,5,3,0,7,0.0,7,15,3,12,4,15,5,0,Matches
Joe Aribo,ng NGA,"MF,FW",26-241,12.2,29,19,13,12,4,11,19,57.9,8,13,1,12,8,37,10,0,Matches
Ibrahima Diallo,fr FRA,MF,24-011,8.9,23,13,12,10,1,8,11,72.7,3,11,1,10,6,29,10,0,Matches
Stuart Armstrong,sct SCO,"MF,FW",30-354,11.1,20,12,8,9,3,9,29,31.0,20,13,0,13,4,24,7,0,Matches
Jan Bednarek,pl POL,DF,26-341,9.1,17,13,12,5,0,6,7,85.7,1,17,11,6,22,39,38,0,Matches
Ainsley Maitland-Niles,eng ENG,"DF,MF",25-202,10.7,35,19,19,13,3,23,32,71.9,9,20,4,16,13,48,33,0,Matches
Duje Ćaleta-Car,hr CRO,DF,26-183,8.0,11,7,7,3,1,5,7,71.4,2,10,8,2,13,24,42,1,Matches
Lyanco,br BRA,DF,26-046,7.8,15,10,9,6,0,8,13,61.5,5,10,8,2,13,28,28,2,Matches
Moussa Djenepo,ml MLI,"DF,FW",24-277,6.4,17,9,11,5,1,9,20,45.0,11,12,2,10,11,28,6,0,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-032,5.8,7,4,1,2,4,2,9,22.2,7,12,0,12,1,8,2,0,Matches
Samuel Edozie,eng ENG,"FW,MF",20-050,6.0,15,8,5,9,1,3,7,42.9,4,6,0,6,6,21,6,0,Matches
Theo Walcott,eng ENG,"FW,MF",34-003,5.2,7,2,4,2,1,6,13,46.2,7,3,0,3,6,13,2,0,Matches
Carlos Alcaraz,ar ARG,MF,20-109,3.6,4,2,0,4,0,2,6,33.3,4,7,3,4,1,5,7,0,Matches
Sekou Mara,fr FRA,"FW,MF",20-232,5.0,14,10,5,8,1,3,9,33.3,6,9,0,9,1,15,5,0,Matches
Paul Onuachu,ng NGA,FW,28-295,3.0,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,1,0,Matches
James Bree,eng ENG,DF,25-159,2.2,3,1,2,1,0,1,1,100.0,0,2,1,1,4,7,4,0,Matches
Juan Larios,es ESP,DF,19-066,1.7,7,6,6,1,0,5,5,100.0,0,2,0,2,3,10,4,0,Matches
Oriol Romeu,es ESP,MF,31-176,0.8,1,0,0,1,0,0,0,,0,1,0,1,1,2,1,0,Matches
Yan Valery,tn TUN,DF,24-025,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Matches
Jack Stephens,eng ENG,DF,29-051,0.5,2,2,2,0,0,1,1,100.0,0,1,1,0,1,3,2,0,Matches
Mislav Oršić,hr CRO,MF,30-080,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
Nathan Redmond,eng ENG,DF,29-013,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.1,28.0,538,311,274,216,48,224,427,52.5,203,386,106,280,305,843,603,6,
Opponent Total,,,27.4,28.0,541,309,244,229,68,235,467,50.3,232,347,97,250,232,773,595,5,
