Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Gavin Bazunu,ie IRL,GK,21-045,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
James Ward-Prowse,eng ENG,MF,28-156,29.0,7,36,13,36.1,1.24,0.45,0.17,0.46,27.4,15,1,3,4.8,2.3,0.06,2.2,3.7,Matches
Che Adams,sct SCO,FW,26-267,20.8,5,42,14,33.3,2.02,0.67,0.12,0.36,13.9,0,0,0,5.9,5.9,0.14,-0.9,-0.9,Matches
Mohamed Elyounoussi,no NOR,"MF,FW",28-245,19.9,0,30,7,23.3,1.51,0.35,0.0,0.0,16.6,0,0,0,2.6,2.6,0.09,-2.6,-2.6,Matches
Mohammed Salisu,gh GHA,DF,23-354,21.9,0,19,4,21.1,0.87,0.18,0.0,0.0,12.2,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches
Kyle Walker-Peters,eng ENG,DF,25-358,20.4,1,10,3,30.0,0.49,0.15,0.1,0.33,17.5,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
Romain Perraud,fr FRA,DF,25-196,18.9,2,29,6,20.7,1.54,0.32,0.07,0.33,22.0,0,0,0,1.3,1.3,0.04,0.7,0.7,Matches
Armel Bella Kotchap,de GER,DF,21-116,16.5,0,11,1,9.1,0.67,0.06,0.0,0.0,16.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
Roméo Lavia,be BEL,MF,19-090,16.2,1,8,3,37.5,0.49,0.18,0.13,0.33,25.8,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
Adam Armstrong,eng ENG,FW,26-055,12.3,1,20,10,50.0,1.62,0.81,0.05,0.1,16.4,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
Joe Aribo,ng NGA,"MF,FW",26-259,12.2,2,13,8,61.5,1.07,0.66,0.15,0.25,10.7,0,0,0,1.4,1.4,0.11,0.6,0.6,Matches
Stuart Armstrong,sct SCO,"MF,FW",31-007,11.9,1,20,4,20.0,1.68,0.34,0.05,0.25,18.9,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
Jan Bednarek,pl POL,DF,26-359,10.1,0,6,0,0.0,0.59,0.0,0.0,,15.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Ibrahima Diallo,fr FRA,MF,24-029,8.9,0,6,0,0.0,0.67,0.0,0.0,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Ainsley Maitland-Niles,eng ENG,"DF,MF",25-220,10.9,0,1,1,100.0,0.09,0.09,0.0,0.0,31.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Duje Ćaleta-Car,hr CRO,DF,26-201,9.0,0,3,1,33.3,0.33,0.11,0.0,0.0,10.6,0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches
Lyanco,br BRA,DF,26-064,7.8,0,8,3,37.5,1.03,0.39,0.0,0.0,21.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Moussa Djenepo,ml MLI,"DF,FW",24-295,6.4,0,3,2,66.7,0.47,0.31,0.0,0.0,13.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-050,6.2,0,14,3,21.4,2.26,0.48,0.0,0.0,19.9,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
