Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Gavin Bazunu,ie IRL,GK,21-027,28.0,7,0.25,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
James Ward-Prowse,eng ENG,MF,28-138,28.0,104,3.71,52,48,1,2,1,0,6,0.21,3,1,1,1,0,0,Matches
Che Adams,sct SCO,FW,26-249,20.8,54,2.59,42,1,2,4,5,0,6,0.29,4,0,0,0,2,0,Matches
Mohammed Salisu,gh GHA,DF,23-336,21.9,25,1.14,16,5,1,3,0,0,3,0.14,1,1,0,1,0,0,Matches
Mohamed Elyounoussi,no NOR,"MF,FW",28-227,19.3,35,1.82,32,0,0,1,2,0,3,0.16,3,0,0,0,0,0,Matches
Kyle Walker-Peters,eng ENG,DF,25-340,19.4,34,1.75,23,3,4,2,2,0,2,0.1,1,1,0,0,0,0,Matches
Romain Perraud,fr FRA,DF,25-178,17.9,36,2.01,21,1,4,8,1,1,5,0.28,3,0,1,0,1,0,Matches
Armel Bella Kotchap,de GER,DF,21-098,16.5,12,0.73,7,0,1,1,2,1,1,0.06,1,0,0,0,0,0,Matches
Roméo Lavia,be BEL,MF,19-072,15.2,23,1.51,19,1,0,1,2,0,1,0.07,1,0,0,0,0,0,Matches
Adam Armstrong,eng ENG,FW,26-037,12.3,18,1.46,17,0,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches
Joe Aribo,ng NGA,"MF,FW",26-241,12.2,26,2.14,22,0,1,1,1,1,1,0.08,0,0,1,0,0,0,Matches
Ibrahima Diallo,fr FRA,MF,24-011,8.9,10,1.12,8,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Stuart Armstrong,sct SCO,"MF,FW",30-354,11.1,41,3.68,32,0,0,5,4,0,1,0.09,0,0,0,0,1,0,Matches
Jan Bednarek,pl POL,DF,26-341,9.1,5,0.55,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Ainsley Maitland-Niles,eng ENG,"DF,MF",25-202,10.7,18,1.69,16,0,1,0,1,0,2,0.19,1,0,0,0,1,0,Matches
Duje Ćaleta-Car,hr CRO,DF,26-183,8.0,4,0.5,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lyanco,br BRA,DF,26-046,7.8,6,0.77,4,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Moussa Djenepo,ml MLI,"DF,FW",24-277,6.4,13,2.02,9,0,1,1,2,0,2,0.31,1,0,1,0,0,0,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-032,5.8,24,4.15,14,0,6,2,1,1,0,0.0,0,0,0,0,0,0,Matches
Samuel Edozie,eng ENG,"FW,MF",20-050,6.0,18,3.0,11,0,3,0,4,0,0,0.0,0,0,0,0,0,0,Matches
Theo Walcott,eng ENG,"FW,MF",34-003,5.2,14,2.69,11,0,0,3,0,0,1,0.19,1,0,0,0,0,0,Matches
Carlos Alcaraz,ar ARG,MF,20-109,3.6,12,3.3,6,0,2,2,2,0,1,0.28,0,0,0,1,0,0,Matches
Sekou Mara,fr FRA,"FW,MF",20-232,5.0,12,2.4,8,0,3,0,0,1,3,0.6,2,0,1,0,0,0,Matches
Paul Onuachu,ng NGA,FW,28-295,3.0,6,2.01,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
James Bree,eng ENG,DF,25-159,2.2,6,2.69,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Larios,es ESP,DF,19-066,1.7,1,0.59,1,0,0,0,0,0,1,0.59,1,0,0,0,0,0,Matches
Oriol Romeu,es ESP,MF,31-176,0.8,3,3.65,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Yan Valery,tn TUN,DF,24-025,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jack Stephens,eng ENG,DF,29-051,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mislav Oršić,hr CRO,MF,30-080,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nathan Redmond,eng ENG,DF,29-013,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,25.1,28.0,567,20.25,397,62,31,38,33,6,40,1.43,24,3,5,3,5,0,
Opponent Total,,,27.4,28.0,625,22.32,478,47,25,39,24,12,75,2.68,60,5,2,4,3,1,
