Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Marc-André ter Stegen,de GER,GK,30-341,27.0,5,0.19,5,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Robert Lewandowski,pl POL,FW,34-228,20.6,63,3.05,46,1,3,11,2,0,12,0.58,7,0,0,5,0,0,Matches
Gavi,es ESP,"MF,FW",18-244,19.8,59,2.98,48,0,3,2,3,3,5,0.25,4,0,1,0,0,0,Matches
Frenkie de Jong,nl NED,MF,25-329,19.8,73,3.69,59,5,4,2,1,2,6,0.3,5,1,0,0,0,0,Matches
Alejandro Balde,es ESP,DF,19-170,18.4,41,2.22,34,0,5,0,2,0,6,0.33,6,0,0,0,0,0,Matches
Sergio Busquets,es ESP,MF,34-264,18.3,42,2.3,40,0,0,0,2,0,4,0.22,4,0,0,0,0,0,Matches
Pedri,es ESP,MF,20-132,18.1,71,3.92,60,6,0,2,2,1,9,0.5,9,0,0,0,0,0,Matches
Jules Koundé,fr FRA,DF,24-145,17.5,25,1.43,24,0,0,1,0,0,5,0.29,5,0,0,0,0,0,Matches
Raphinha,br BRA,FW,26-113,15.0,77,5.13,52,14,2,6,2,1,11,0.73,9,0,1,1,0,0,Matches
Andreas Christensen,dk DEN,DF,26-361,14.0,10,0.71,10,0,0,0,0,0,2,0.14,2,0,0,0,0,0,Matches
Ronald Araújo,uy URU,DF,24-030,13.3,11,0.83,9,0,0,2,0,0,4,0.3,3,0,0,1,0,0,Matches
Ousmane Dembélé,fr FRA,FW,25-326,12.2,61,4.99,39,10,7,3,2,0,10,0.82,7,0,2,1,0,0,Matches
Eric García,es ESP,DF,22-087,11.1,3,0.27,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ferrán Torres,es ESP,FW,23-036,12.1,41,3.39,26,4,7,3,0,1,2,0.17,2,0,0,0,0,0,Matches
Jordi Alba,es ESP,DF,34-016,12.1,47,3.89,42,3,1,1,0,0,6,0.5,5,1,0,0,0,0,Matches
Sergi Roberto,es ESP,"DF,MF",31-058,11.5,21,1.83,17,0,0,3,1,0,2,0.17,2,0,0,0,0,0,Matches
Ansu Fati,es ESP,FW,20-157,11.3,33,2.93,20,0,7,5,0,1,7,0.62,4,0,1,2,0,0,Matches
Marcos Alonso,es ESP,DF,32-099,8.6,10,1.17,9,0,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
Franck Kessié,ci CIV,MF,26-108,6.9,13,1.87,9,0,1,3,0,0,1,0.14,1,0,0,0,0,0,Matches
Gerard Piqué,es ESP,DF,36-063,4.3,5,1.17,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Memphis,nl NED,FW,29-052,1.3,8,6.32,5,2,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Héctor Bellerín,es ESP,DF,28-018,1.6,5,3.15,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Torre,es ESP,"MF,FW",20-003,0.5,1,2.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ángel Alarcón,es ESP,"MF,FW",18-326,0.3,1,3.6,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,33-292,0.1,1,10.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Aleix Garrido,es ESP,FW,19-043,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Chadi Riad,ma MAR,MF,19-293,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.6,27.0,727,26.93,568,45,41,46,18,9,94,3.48,77,2,5,10,0,0,
Opponent Total,,,28.2,27.0,397,14.7,277,40,19,32,16,13,11,0.41,6,1,0,2,2,0,
