Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Marc-André ter Stegen,de GER,GK,30-338,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,2.63,53.0,9.0,44.0,1.63,,52.9,21.4,31.5,1.17,,Matches
Robert Lewandowski,pl POL,FW,34-225,23,1857.0,81.0,76.4,20.6,22,83.0,16,1,34.0,0,2.57,45.0,9.0,36.0,1.74,0.49,43.9,14.4,29.5,1.43,1.12,Matches
Gavi,es ESP,"MF,FW",18-241,26,1783.0,69.0,73.4,19.8,21,78.0,9,5,30.0,0,2.62,39.0,4.0,35.0,1.77,0.51,36.8,15.4,21.5,1.09,-0.3,Matches
Frenkie de Jong,nl NED,MF,25-326,24,1781.0,74.0,73.3,19.8,20,83.0,14,4,29.0,1,2.58,41.0,9.0,32.0,1.62,-0.05,39.8,14.0,25.9,1.31,0.53,Matches
Alejandro Balde,es ESP,DF,19-167,23,1660.0,72.0,68.3,18.4,20,82.0,13,3,9.0,4,2.78,35.0,6.0,29.0,1.57,-0.18,36.1,15.2,20.9,1.13,-0.1,Matches
Sergio Busquets,es ESP,MF,34-261,22,1647.0,75.0,67.8,18.3,20,79.0,12,2,30.0,3,2.55,29.0,7.0,22.0,1.2,-1.33,31.9,14.9,16.9,0.93,-0.75,Matches
Pedri,es ESP,MF,20-129,21,1629.0,78.0,67.0,18.1,18,84.0,11,3,41.0,0,2.67,39.0,6.0,33.0,1.82,0.59,38.2,13.3,24.9,1.37,0.63,Matches
Jules Koundé,fr FRA,DF,24-142,19,1571.0,83.0,64.7,17.5,18,87.0,15,1,9.0,2,2.74,36.0,5.0,31.0,1.78,0.41,32.7,13.2,19.5,1.12,-0.14,Matches
Raphinha,br BRA,FW,26-110,25,1351.0,54.0,55.6,15.0,15,74.0,1,10,25.0,1,2.6,25.0,3.0,22.0,1.47,-0.37,30.6,11.3,19.3,1.29,0.28,Matches
Andreas Christensen,dk DEN,DF,26-358,16,1263.0,79.0,52.0,14.0,15,84.0,12,1,6.0,4,2.56,21.0,6.0,15.0,1.07,-1.17,21.7,12.6,9.0,0.64,-1.09,Matches
Ronald Araújo,uy URU,DF,24-027,15,1198.0,80.0,49.3,13.3,14,84.0,10,1,24.0,2,2.67,31.0,3.0,28.0,2.1,0.93,30.5,9.6,21.0,1.57,0.81,Matches
Ousmane Dembélé,fr FRA,FW,25-323,18,1100.0,61.0,45.3,12.2,14,71.0,3,4,27.0,0,2.61,25.0,5.0,20.0,1.64,0.01,23.5,9.8,13.7,1.12,-0.08,Matches
Eric García,es ESP,DF,22-084,15,999.0,67.0,41.1,11.1,12,78.0,8,3,20.0,12,2.47,26.0,5.0,21.0,1.89,0.45,21.5,8.4,13.0,1.17,0.01,Matches
