Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Marc-André ter Stegen,de GER,GK,30-341,27.0,0,0,0,0,1,0,0,1,0,0,0,0,43,4,1,80.0,Matches
Robert Lewandowski,pl POL,FW,34-228,20.6,3,1,1,31,33,14,14,1,7,0,0,0,39,36,32,52.9,Matches
Gavi,es ESP,"MF,FW",18-244,19.8,6,0,0,60,46,8,32,17,23,0,0,0,86,31,20,60.8,Matches
Frenkie de Jong,nl NED,MF,25-329,19.8,2,0,0,20,24,1,21,29,18,0,0,0,130,18,10,64.3,Matches
Alejandro Balde,es ESP,DF,19-170,18.4,3,0,0,19,17,2,37,9,19,0,0,0,104,9,12,42.9,Matches
Sergio Busquets,es ESP,MF,34-264,18.3,6,1,1,23,35,0,3,17,22,0,0,0,135,43,40,51.8,Matches
Pedri,es ESP,MF,20-132,18.1,2,0,0,8,36,3,21,11,20,0,0,0,114,1,2,33.3,Matches
Jules Koundé,fr FRA,DF,24-145,17.5,1,0,0,15,8,1,14,16,16,0,0,1,100,26,13,66.7,Matches
Raphinha,br BRA,FW,26-113,15.0,6,0,0,11,25,10,116,12,14,0,0,0,68,7,7,50.0,Matches
Andreas Christensen,dk DEN,DF,26-361,14.0,2,0,0,13,6,0,1,14,10,0,0,0,74,31,13,70.5,Matches
Ronald Araújo,uy URU,DF,24-030,13.3,5,1,0,11,8,1,3,9,13,0,0,1,53,28,14,66.7,Matches
Ousmane Dembélé,fr FRA,FW,25-326,12.2,4,0,0,14,13,3,71,0,11,0,0,0,46,2,11,15.4,Matches
Eric García,es ESP,DF,22-087,11.1,3,0,0,13,4,0,0,16,11,0,1,0,61,17,9,65.4,Matches
Ferrán Torres,es ESP,FW,23-036,12.1,4,1,0,14,21,7,48,2,4,0,0,0,48,6,6,50.0,Matches
Jordi Alba,es ESP,DF,34-016,12.1,4,1,1,7,3,9,67,10,14,0,0,0,87,7,15,31.8,Matches
Sergi Roberto,es ESP,"DF,MF",31-058,11.5,3,0,0,15,10,1,18,9,13,0,0,0,53,4,11,26.7,Matches
Ansu Fati,es ESP,FW,20-157,11.3,3,0,0,13,11,8,6,3,8,0,0,0,47,5,11,31.3,Matches
Marcos Alonso,es ESP,DF,32-099,8.6,1,0,0,7,4,0,11,10,7,0,1,0,46,16,9,64.0,Matches
Franck Kessié,ci CIV,MF,26-108,6.9,4,0,0,13,12,2,3,8,5,0,0,0,38,3,4,42.9,Matches
Gerard Piqué,es ESP,DF,36-063,4.3,2,1,0,7,2,0,0,2,4,0,0,0,26,20,6,76.9,Matches
Memphis,nl NED,FW,29-052,1.3,0,0,0,2,2,1,4,0,1,0,0,0,7,1,2,33.3,Matches
Héctor Bellerín,es ESP,DF,28-018,1.6,0,0,0,2,0,0,3,3,0,0,0,0,10,3,0,100.0,Matches
Pablo Torre,es ESP,"MF,FW",20-003,0.5,0,0,0,2,0,0,2,1,0,0,0,0,2,1,0,100.0,Matches
Ángel Alarcón,es ESP,"MF,FW",18-326,0.3,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0.0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,33-292,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Aleix Garrido,es ESP,FW,19-043,0.1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,Matches
Chadi Riad,ma MAR,MF,19-293,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.6,27.0,65,6,3,322,322,71,497,200,241,0,2,2,1420,319,249,56.2,
Opponent Total,,,28.2,27.0,69,5,1,336,309,86,374,261,279,2,2,0,1305,249,319,43.8,
