Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Marc-André ter Stegen,de GER,GK,30-341,27,27,2430,27.0,9,0.33,62,55,88.7,23,2,2,20,74.1,2,2,0,0,0.0,Matches
Squad Total,,,26.6,27,27,2430,27.0,9,0.33,62,55,88.7,23,2,2,20,74.1,2,2,0,0,0.0,
Opponent Total,,,28.2,27,27,2430,27.0,53,1.96,137,84,61.3,2,2,23,2,7.4,2,0,0,2,,
