Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Jonas Omlin,ch SUI,GK,29-068,13.0,26,3,0,2,2,24.1,0.28,0.1,0.0,53,161,32.9,330,77,32.1,31.7,85,64.7,47.3,209,14,6.7,12,0.93,12.0,Matches
Benjamin Lecomte,fr FRA,GK,31-327,8.0,6,0,0,0,0,9.0,0.24,3.0,0.38,39,107,36.4,185,32,40.0,34.7,63,52.4,41.0,105,4,3.8,8,1.0,14.6,Matches
Bingourou Kamara,sn SEN,GK,26-149,4.5,11,1,0,2,0,9.1,0.29,-1.9,-0.41,18,57,31.6,95,19,42.1,35.4,35,48.6,39.9,52,3,5.8,2,0.44,11.2,Matches
Matis Carvalho,pt POR,GK,23-325,1.5,3,0,0,0,0,1.9,0.24,-1.1,-0.7,14,43,32.6,38,4,78.9,49.4,14,92.9,61.4,38,2,5.3,0,0.0,8.3,Matches
Squad Total,,,26.4,27.0,46,4,0,4,2,44.1,0.27,0.1,0.0,124,368,33.7,648,132,38.6,34.2,197,59.9,45.0,404,23,5.7,22,0.81,12.4,
Opponent Total,,,27.3,27.0,42,5,2,5,1,35.8,0.28,-5.2,-0.19,125,278,45.0,586,120,29.9,31.4,183,56.3,43.8,362,18,5.0,34,1.26,13.4,
