Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Jordan Ferri,fr FRA,MF,31-007,21.6,1608,41,384,1012,225,6,1608,35,11,31.4,15,42.9,1300,6655,2989,28,33,1,27,40,1177,24,Matches
Téji Savanier,fr FRA,MF,31-087,21.0,1537,36,227,870,469,25,1532,90,45,50.0,28,31.1,1112,6388,2735,37,47,2,45,35,1030,76,Matches
Christopher Jullien,fr FRA,DF,29-362,20.9,994,174,541,423,33,24,994,1,1,100.0,0,0.0,614,3079,1411,2,3,1,13,2,550,5,Matches
Sepe Elye Wahi,fr FRA,FW,20-076,19.5,514,4,34,227,261,82,514,46,17,37.0,22,47.8,382,2681,1008,38,27,25,67,34,392,135,Matches
Falaye Sacko,ml MLI,DF,27-322,19.0,1026,95,355,474,212,20,1026,27,11,40.7,12,44.4,650,4043,1909,31,23,5,22,7,568,52,Matches
Faitout Maouassa,fr FRA,"FW,DF",24-256,17.3,765,24,180,327,272,32,765,41,14,34.1,23,56.1,464,2951,1476,35,35,11,28,18,420,84,Matches
Arnaud Nordin,fr FRA,"FW,MF",24-275,16.5,573,7,76,239,268,58,573,52,18,34.6,16,30.8,438,3103,1376,50,30,14,39,24,405,103,Matches
Joris Chotard,fr FRA,MF,21-176,18.0,925,67,287,543,106,9,925,16,7,43.8,5,31.3,618,2997,1114,6,11,1,16,5,546,22,Matches
Maxime Estève,fr FRA,DF,20-297,15.1,775,118,411,346,24,9,775,6,4,66.7,2,33.3,483,2507,1392,9,4,0,2,3,409,1,Matches
Nicolas Cozza,fr FRA,DF,24-070,14.2,747,66,289,329,133,19,747,15,5,33.3,8,53.3,447,2740,1368,20,16,3,18,4,407,34,Matches
Jonas Omlin,ch SUI,GK,29-068,13.0,450,365,448,2,0,0,450,1,0,0.0,1,100.0,298,1693,1024,0,0,0,0,0,172,0,Matches
Wahbi Khazri,tn TUN,"FW,MF",32-039,12.3,482,8,55,242,195,47,482,42,18,42.9,17,40.5,348,2313,883,24,11,14,37,21,319,70,Matches
Stephy Mavididi,eng ENG,FW,24-292,9.7,338,11,51,145,156,31,338,41,16,39.0,22,53.7,248,1779,667,19,25,7,32,21,228,59,Matches
Enzo Tchato,cm CMR,DF,20-116,10.6,582,40,158,250,180,8,582,13,4,30.8,7,53.8,338,1978,951,19,22,1,12,7,325,56,Matches
Léo Leroy,fr FRA,MF,23-033,9.1,504,17,129,297,91,13,504,21,7,33.3,11,52.4,341,1851,871,10,12,2,13,12,290,16,Matches
Benjamin Lecomte,fr FRA,GK,31-327,8.0,263,207,259,5,0,0,263,0,0,,0,,162,940,643,0,0,0,0,0,109,0,Matches
Boubakar Kouyaté,ml MLI,DF,25-338,6.8,417,45,205,203,15,10,417,0,0,,0,,273,1818,964,2,2,0,2,0,242,1,Matches
Issiaga Sylla,gn GUI,DF,29-077,6.0,474,22,109,243,127,3,474,10,2,20.0,7,70.0,304,1883,988,18,23,2,7,5,271,33,Matches
Valère Germain,fr FRA,"FW,MF",32-336,7.1,287,10,30,131,127,33,287,2,1,50.0,1,50.0,168,677,171,5,6,1,21,7,187,41,Matches
Mamadou Sakho,fr FRA,DF,33-034,6.0,408,48,178,224,6,4,408,0,0,,0,,297,1529,958,0,0,0,0,0,281,1,Matches
Khalil Fayad,fr FRA,MF,18-283,5.9,352,8,85,229,45,2,352,11,5,45.5,3,27.3,253,1344,533,6,5,0,9,6,224,8,Matches
Théo Sainte-Luce,fr FRA,DF,24-150,3.9,226,12,48,124,56,6,226,8,4,50.0,4,50.0,150,730,301,3,6,1,5,3,142,29,Matches
Bingourou Kamara,sn SEN,GK,26-149,4.5,143,120,143,0,0,0,143,0,0,,0,,86,416,244,0,0,0,0,0,57,0,Matches
Arnaud Souquet,fr FRA,"DF,FW",31-035,4.0,185,17,57,93,37,3,185,7,2,28.6,4,57.1,98,532,245,5,1,0,5,1,86,14,Matches
Béni Makouana,cg CGO,"FW,MF",20-172,2.2,67,2,6,28,36,11,67,9,2,22.2,7,77.8,49,424,181,9,4,0,4,5,46,17,Matches
Matis Carvalho,pt POR,GK,23-325,1.5,56,44,56,0,0,0,56,0,0,,0,,32,211,112,0,0,0,0,0,19,0,Matches
Cheikh Faye,sn SEN,FW,24-051,0.4,15,0,1,9,5,1,15,1,0,0.0,1,100.0,10,55,5,0,0,0,2,3,12,3,Matches
Sacha Delaye,fr FRA,"FW,MF",20-330,0.2,19,0,6,9,4,1,19,0,0,,0,,9,30,8,1,0,1,0,0,8,0,Matches
Axel Gueguin,fr FRA,"FW,MF",17-360,0.2,11,0,1,1,9,0,11,0,0,,0,,6,20,10,0,1,0,1,0,7,5,Matches
Squad Total,,,26.4,27.0,14743,1608,4809,7025,3092,457,14738,495,194,39.2,216,43.6,9978,57367,26537,377,347,92,427,263,8929,889,
Opponent Total,,,27.3,27.0,16555,1485,4663,7965,4108,602,16546,564,225,39.9,273,48.4,11716,68411,32690,548,492,132,410,238,10737,1200,
