Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Jonas Omlin,ch SUI,GK,29-068,14,14,1166,13.0,26,2.01,73,48,68.5,5,1,8,2,14.3,4,3,1,0,25.0,Matches
Benjamin Lecomte,fr FRA,GK,31-327,8,8,720,8.0,6,0.75,30,22,80.0,5,1,2,5,62.5,2,0,2,0,100.0,Matches
Bingourou Kamara,sn SEN,GK,26-149,5,4,408,4.5,11,2.43,25,13,60.0,0,1,3,0,0.0,3,1,1,1,50.0,Matches
Matis Carvalho,pt POR,GK,23-325,2,1,136,1.5,3,1.99,8,5,62.5,0,0,1,1,100.0,0,0,0,0,,Matches
Squad Total,,,26.4,27,27,2430,27.0,46,1.7,136,88,69.1,10,3,14,8,29.6,9,4,4,1,50.0,
Opponent Total,,,27.3,27,27,2430,27.0,42,1.56,110,69,66.4,14,3,10,5,18.5,5,5,0,0,0.0,
