Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Jordan Ferri,fr FRA,MF,31-007,24,1941.0,81.0,79.9,21.6,23,83.0,14,1,28.0,0,1.13,33.0,38.0,-5.0,-0.23,-0.42,26.2,32.5,-6.3,-0.29,0.42,Matches
Téji Savanier,fr FRA,MF,31-087,22,1887.0,86.0,77.7,21.0,22,86.0,14,0,,0,1.18,28.0,38.0,-10.0,-0.48,-1.47,24.8,35.0,-10.2,-0.49,-0.5,Matches
Christopher Jullien,fr FRA,DF,29-362,21,1885.0,90.0,77.6,20.9,21,90.0,20,0,,1,1.29,33.0,32.0,1.0,0.05,0.87,26.5,33.0,-6.5,-0.31,0.29,Matches
Sepe Elye Wahi,fr FRA,FW,20-076,23,1752.0,76.0,72.1,19.5,20,81.0,7,3,42.0,0,1.26,29.0,31.0,-2.0,-0.1,0.16,21.6,27.7,-6.1,-0.31,0.23,Matches
Falaye Sacko,ml MLI,DF,27-322,24,1706.0,71.0,70.2,19.0,19,86.0,14,5,14.0,3,1.25,34.0,30.0,4.0,0.21,1.21,24.2,31.4,-7.2,-0.38,-0.02,Matches
Faitout Maouassa,fr FRA,"FW,DF",24-256,25,1553.0,62.0,63.9,17.3,19,72.0,4,6,31.0,0,1.2,27.0,30.0,-3.0,-0.17,-0.07,21.8,28.0,-6.2,-0.36,0.04,Matches
Arnaud Nordin,fr FRA,"FW,MF",24-275,25,1482.0,59.0,61.0,16.5,19,70.0,2,6,25.0,1,1.2,29.0,26.0,3.0,0.18,0.85,19.0,21.6,-2.6,-0.16,0.56,Matches
Joris Chotard,fr FRA,MF,21-176,24,1623.0,68.0,66.8,18.0,17,85.0,9,7,25.0,2,1.33,30.0,28.0,2.0,0.11,0.78,22.8,28.4,-5.6,-0.31,0.19,Matches
Maxime Estève,fr FRA,DF,20-297,19,1362.0,72.0,56.0,15.1,15,85.0,12,4,23.0,3,1.11,16.0,23.0,-7.0,-0.46,-0.72,16.5,27.7,-11.2,-0.74,-0.83,Matches
Nicolas Cozza,fr FRA,DF,24-070,17,1277.0,75.0,52.6,14.2,14,87.0,13,3,18.0,1,0.82,21.0,29.0,-8.0,-0.56,-0.88,17.4,25.7,-8.4,-0.59,-0.45,Matches
Jonas Omlin,ch SUI,GK,29-068,14,1166.0,83.0,48.0,13.0,14,83.0,12,0,,0,1.14,21.0,26.0,-5.0,-0.39,-0.46,15.8,19.9,-4.1,-0.31,0.12,Matches
Wahbi Khazri,tn TUN,"FW,MF",32-039,19,1108.0,58.0,45.6,12.3,13,71.0,3,6,30.0,2,1.21,20.0,25.0,-5.0,-0.41,-0.47,14.9,20.1,-5.2,-0.42,-0.08,Matches
Stephy Mavididi,eng ENG,FW,24-292,15,874.0,58.0,36.0,9.7,11,70.0,2,4,27.0,1,1.13,12.0,14.0,-2.0,-0.21,-0.09,10.2,16.2,-6.0,-0.62,-0.38,Matches
Enzo Tchato,cm CMR,DF,20-116,18,950.0,53.0,39.1,10.6,10,83.0,6,8,16.0,4,0.89,12.0,23.0,-11.0,-1.04,-1.47,11.3,16.8,-5.6,-0.53,-0.25,Matches
Léo Leroy,fr FRA,MF,23-033,18,817.0,45.0,33.6,9.1,10,68.0,2,8,17.0,6,1.22,13.0,12.0,1.0,0.11,0.39,11.7,13.1,-1.4,-0.15,0.34,Matches
Benjamin Lecomte,fr FRA,GK,31-327,8,720.0,90.0,29.6,8.0,8,90.0,8,0,,0,2.0,14.0,6.0,8.0,1.0,1.63,10.7,10.9,-0.2,-0.03,0.5,Matches
Boubakar Kouyaté,ml MLI,DF,25-338,7,610.0,87.0,25.1,6.8,7,87.0,6,0,,0,1.86,11.0,6.0,5.0,0.74,1.18,9.9,9.1,0.8,0.11,0.65,Matches
Issiaga Sylla,gn GUI,DF,29-077,6,540.0,90.0,22.2,6.0,6,90.0,6,0,,0,2.17,11.0,3.0,8.0,1.33,1.9,9.5,4.7,4.8,0.79,1.5,Matches
Valère Germain,fr FRA,"FW,MF",32-336,25,636.0,25.0,26.2,7.1,5,57.0,0,20,18.0,1,1.2,13.0,11.0,2.0,0.28,0.58,9.9,11.7,-1.8,-0.25,0.17,Matches
Mamadou Sakho,fr FRA,DF,33-034,11,536.0,49.0,22.1,6.0,5,75.0,1,6,27.0,11,1.09,11.0,15.0,-4.0,-0.67,-0.67,6.5,9.5,-2.9,-0.49,-0.15,Matches
Khalil Fayad,fr FRA,MF,18-283,18,533.0,30.0,21.9,5.9,5,67.0,2,13,15.0,7,1.17,11.0,12.0,-1.0,-0.17,-0.03,7.3,12.3,-5.0,-0.84,-0.6,Matches
Théo Sainte-Luce,fr FRA,DF,24-150,5,355.0,71.0,14.6,3.9,5,71.0,3,0,,0,1.8,12.0,9.0,3.0,0.76,1.06,5.6,6.7,-1.1,-0.29,0.1,Matches
Bingourou Kamara,sn SEN,GK,26-149,5,408.0,82.0,16.8,4.5,4,90.0,4,1,48.0,17,0.2,5.0,11.0,-6.0,-1.32,-1.41,5.0,10.3,-5.3,-1.17,-0.95,Matches
Arnaud Souquet,fr FRA,"DF,FW",31-035,12,361.0,30.0,14.9,4.0,3,63.0,0,9,19.0,5,1.17,6.0,9.0,-3.0,-0.75,-0.7,6.1,8.7,-2.6,-0.66,-0.33,Matches
Béni Makouana,cg CGO,"FW,MF",20-172,8,198.0,25.0,8.1,2.2,1,45.0,0,7,22.0,6,1.13,3.0,3.0,0.0,0.0,0.16,3.0,3.7,-0.8,-0.35,0.03,Matches
Matis Carvalho,pt POR,GK,23-325,2,136.0,68.0,5.6,1.5,1,90.0,1,1,46.0,5,1.5,2.0,3.0,-1.0,-0.66,-0.54,1.6,2.2,-0.6,-0.39,-0.02,Matches
Cheikh Faye,sn SEN,FW,24-051,2,37.0,19.0,1.5,0.4,0,,0,2,19.0,1,1.5,1.0,2.0,-1.0,-2.43,-2.32,0.3,2.8,-2.5,-6.1,-5.82,Matches
Sacha Delaye,fr FRA,"FW,MF",20-330,3,20.0,7.0,0.8,0.2,0,,0,3,7.0,7,1.33,2.0,1.0,1.0,4.5,4.69,1.7,0.7,0.9,4.27,4.69,Matches
Axel Gueguin,fr FRA,"FW,MF",17-360,2,14.0,7.0,0.6,0.2,0,,0,2,7.0,8,0.0,0.0,0.0,0.0,0.0,0.15,0.3,0.6,-0.3,-1.87,-1.5,Matches
Téo Allix,fr FRA,DF,18-257,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Dimitry Bertaud,fr FRA,GK,24-286,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Edvin Bongemba,fr FRA,MF,19-064,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Redouane Halhal,ma MAR,DF,20-014,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Matéo Loubatieres,fr FRA,MF,19-185,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Pedro Mendes,pt POR,DF,32-169,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Thibault Tamas,fr FRA,DF,22-045,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Ryan Tchato Mbiayi,cm CMR,DF,18-187,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,26.4,27,2430.0,90.0,100.0,27.0,297,80.0,165,125,21.0,115,1.22,42.0,46.0,-4.0,-0.15,,33.1,43.3,-10.1,-0.38,,
Opponent Total,,,27.3,27,2430.0,90.0,100.0,27.0,297,80.0,165,125,21.0,120,1.67,46.0,42.0,4.0,0.15,,43.3,33.1,10.1,0.38,,
