Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
11,Toulouse,15,6,4,5,25,23,2,22,1.47,23.7,20.8,2.9,0.19,13,4,1,8,18,25,-7,13,1.0,15.3,21.9,-6.6,-0.51
12,Clermont Foot,14,4,3,7,11,25,-14,15,1.07,15.5,22.9,-7.4,-0.53,13,5,4,4,15,13,2,19,1.46,13.4,21.2,-7.7,-0.6
13,Montpellier,14,5,2,7,22,22,0,17,1.21,19.0,22.8,-3.9,-0.28,13,5,1,7,20,24,-4,16,1.23,14.2,20.4,-6.3,-0.48
14,Nantes,13,4,6,3,15,14,1,18,1.38,18.2,16.6,1.6,0.13,15,2,6,7,15,23,-8,12,0.8,13.8,19.7,-5.9,-0.39
15,Strasbourg,14,2,6,6,16,22,-6,12,0.86,15.6,22.0,-6.3,-0.45,13,2,5,6,16,24,-8,11,0.85,16.2,24.4,-8.2,-0.63
