Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Jordan Ferri,fr FRA,MF,31-007,21.6,1426,1361,58,43,5,10,25,12,0,0,0,0,1211,7,15,Matches
Téji Savanier,fr FRA,MF,31-087,21.0,1273,1061,204,81,4,25,165,21,98,41,46,2,902,8,24,Matches
Christopher Jullien,fr FRA,DF,29-362,20.9,784,751,31,28,1,7,0,1,0,0,0,0,658,2,6,Matches
Sepe Elye Wahi,fr FRA,FW,20-076,19.5,319,284,33,0,0,1,12,1,0,0,0,0,212,2,20,Matches
Falaye Sacko,ml MLI,DF,27-322,19.0,848,710,135,18,0,1,30,116,1,0,0,0,669,3,17,Matches
Faitout Maouassa,fr FRA,"FW,DF",24-256,17.3,552,439,108,6,1,5,68,89,13,6,5,0,371,5,24,Matches
Arnaud Nordin,fr FRA,"FW,MF",24-275,16.5,397,372,24,3,1,1,32,10,4,1,2,0,295,1,14,Matches
Joris Chotard,fr FRA,MF,21-176,18.0,762,731,28,24,2,7,13,4,0,0,0,0,605,3,16,Matches
Maxime Estève,fr FRA,DF,20-297,15.1,611,576,34,29,0,0,1,4,0,0,0,0,491,1,7,Matches
Nicolas Cozza,fr FRA,DF,24-070,14.2,592,498,90,8,1,2,14,82,0,0,0,0,429,4,16,Matches
Jonas Omlin,ch SUI,GK,29-068,13.0,415,283,132,47,0,2,0,0,0,0,0,0,295,0,0,Matches
Wahbi Khazri,tn TUN,"FW,MF",32-039,12.3,328,280,46,15,2,8,27,10,9,4,5,0,234,2,16,Matches
Stephy Mavididi,eng ENG,FW,24-292,9.7,203,191,11,1,1,0,8,7,0,0,0,0,150,1,11,Matches
Enzo Tchato,cm CMR,DF,20-116,10.6,471,383,86,4,0,0,36,82,0,0,0,0,340,2,9,Matches
Léo Leroy,fr FRA,MF,23-033,9.1,389,379,6,5,3,6,8,0,1,0,0,0,289,4,9,Matches
Benjamin Lecomte,fr FRA,GK,31-327,8.0,248,160,88,25,0,0,0,0,0,0,0,0,172,0,0,Matches
Boubakar Kouyaté,ml MLI,DF,25-338,6.8,335,327,8,6,0,2,1,2,0,0,0,0,269,0,3,Matches
Issiaga Sylla,gn GUI,DF,29-077,6.0,409,341,66,7,0,4,18,59,0,0,0,0,328,2,8,Matches
Valère Germain,fr FRA,"FW,MF",32-336,7.1,193,182,10,0,1,0,4,1,0,0,0,0,130,1,8,Matches
Mamadou Sakho,fr FRA,DF,33-034,6.0,357,340,15,13,0,0,0,1,0,0,0,0,305,2,0,Matches
Khalil Fayad,fr FRA,MF,18-283,5.9,277,272,5,4,2,2,4,1,0,0,0,0,230,0,3,Matches
Théo Sainte-Luce,fr FRA,DF,24-150,3.9,193,152,41,2,0,0,6,39,0,0,0,0,168,0,3,Matches
Bingourou Kamara,sn SEN,GK,26-149,4.5,131,87,43,8,0,0,0,0,0,0,0,0,87,1,0,Matches
Arnaud Souquet,fr FRA,"DF,FW",31-035,4.0,137,111,26,3,1,0,7,23,0,0,0,0,104,0,1,Matches
Béni Makouana,cg CGO,"FW,MF",20-172,2.2,38,37,0,0,0,0,6,0,0,0,0,0,15,1,3,Matches
Matis Carvalho,pt POR,GK,23-325,1.5,53,29,23,9,0,0,0,0,0,0,0,0,21,1,0,Matches
Cheikh Faye,sn SEN,FW,24-051,0.4,9,6,2,0,0,0,0,0,0,0,0,0,5,1,0,Matches
Sacha Delaye,fr FRA,"FW,MF",20-330,0.2,14,12,2,0,0,0,0,2,0,0,0,0,8,0,1,Matches
Axel Gueguin,fr FRA,"FW,MF",17-360,0.2,9,8,1,0,0,0,1,0,1,1,0,0,6,0,0,Matches
Squad Total,,,26.4,27.0,11773,10363,1356,389,25,83,486,567,127,53,58,2,8999,54,234,
Opponent Total,,,27.3,27.0,13488,12147,1314,370,43,98,504,554,129,59,55,0,10842,27,262,
